n,frequency,hit_rate,base_rate,lift,auc,forward_benefit_bps,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_frequency_min,quarter_frequency_max,cluster_share_7d,candidate,history,strong,late,late_weekday,weekly_cap,robustness,passed_2025
177,1.1013333333333333,0.4576271186440678,0.3401273885350318,1.3454580079984766,0.588470492964875,66.04919333849341,1.3454580079984766,1.3454580079984766,1.1013333333333333,1.1013333333333333,1.1662857142857144,1.0266666666666666,1.151111111111111,0.8866666666666667,1.2909090909090908,0.7616279069767442,quarterly_reset_hist_anchor50,20,0.9,0.3,4,2,1.1662857142857144,False
215,1.3377777777777777,0.39069767441860465,0.3401273885350318,1.1486804285341,0.5777117406330889,57.462633533451886,1.1486804285341,1.1486804285341,1.3377777777777777,1.3377777777777777,1.114870509607352,1.3066666666666666,1.3688888888888888,1.1199999999999999,1.65,0.8714285714285714,anchor_multiscale_locked,40,0.75,0.3,3,2,1.114870509607352,False
187,1.1635555555555555,0.41711229946524064,0.3401273885350318,1.2263414047948087,0.5625352479285064,32.26608425391046,1.2263414047948087,1.2263414047948087,1.1635555555555555,1.1635555555555555,1.1032432432432433,1.0888888888888888,1.2133333333333332,0.9955555555555555,1.325,0.8131868131868132,quarterly_reset_hist,20,0.75,0.3,4,2,1.1032432432432433,False
