candidate,mean_brier,max_brier,mean_auc,min_auc,mean_ece
cutoff_1030,0.1562212912538225,0.173406510478792,0.7567584356529502,0.6672435176372183,0.046751002425021164
cutoff_1130,0.1526624564026915,0.16613597002331273,0.7693542685304264,0.6805914370593785,0.051973499573079326
cutoff_1230,0.1511564902474533,0.16448540991339955,0.7737150821260175,0.6870089041067668,0.053378656387516585
cutoff_1330,0.1496266162217791,0.16298435890336302,0.7799481138015125,0.7017186038558367,0.0537699609296466
cutoff_1430,0.14866390288571682,0.16211637994748876,0.7833430843925695,0.7096245524254523,0.05257996464666407
cutoff_1500,0.1478277266301393,0.16154461515571195,0.7852416641584413,0.7147873686118904,0.05098448226522009
cutoff_1520,0.14770229109239957,0.1615855617289037,0.7850513308411667,0.7150294400013184,0.050557008740127266
cutoff_1530,0.14766904918409723,0.16134803455963598,0.785165973380548,0.7155218235083252,0.04951428700785079
