candidate,h,period,n,positive_rate,brier_raw,logloss_raw,ece_raw,auc_raw,average_precision_raw,brier_calibrated,logloss_calibrated,ece_calibrated,auc_calibrated,average_precision_calibrated,brier_prior,logloss_prior,ece_prior,auc_prior,average_precision_prior
cutoff_1030,1,screen_2024,1240,0.5435483870967742,0.1992823225806532,0.5985058221923849,0.06951612096774187,0.7705945727736944,0.7938824657242467,0.19648920462117514,0.5768153705070521,0.04801940849151503,0.7696181229094798,0.7940654281801922,0.24839491531858202,0.6899352168983877,0.00812443075359015,0.46695143177695525,0.5217961472065561
cutoff_1030,1,opened_2025_2026,2040,0.49950980392156863,0.17011372549019854,0.5010457891631709,0.050196080882352945,0.830260313591228,0.8377194959826103,0.173406510478792,0.517944762788347,0.05755774709986991,0.8267107138703517,0.8379041771084064,0.2518641570756579,0.696883465161447,0.019913821336263515,0.41682277664626743,0.4514718622417193
cutoff_1030,3,screen_2024,1240,0.3919354838709677,0.2325403870967823,0.6972825809068234,0.1528064516129032,0.727353974959339,0.602078942840232,0.20776736289222766,0.5987033557213473,0.05643637676223498,0.7197006909650587,0.599035744264274,0.2392830501191843,0.6716352845980416,0.005865781489780619,0.46238852321227797,0.3828325200904403
cutoff_1030,3,opened_2025_2026,2030,0.3315270935960591,0.20735188177340147,0.6063913677663332,0.1842364556650246,0.801381532771026,0.6606064667715597,0.17193183715023538,0.517537993857954,0.05936710686390175,0.7941382583949168,0.6618198352758529,0.2249653726783782,0.6424938526252169,0.03071348430813725,0.3875786878011872,0.27858170182458397
cutoff_1030,5,screen_2024,1240,0.3379032258064516,0.25242425000000807,0.7988018219036753,0.19232258064516128,0.699811627359382,0.49448497977007194,0.20672300760188925,0.6043911084342324,0.0558352568268935,0.6900034593123818,0.48112620179110344,0.22527923301046798,0.6431770591489561,0.012036064942313796,0.40239070462414134,0.29314021128860046
cutoff_1030,5,opened_2025_2026,2020,0.26782178217821784,0.23257283168317078,0.6833800396887889,0.24651485396039602,0.7854972698493636,0.5453386078614494,0.1653319578341102,0.5035039863336906,0.0586743780470638,0.768702687907976,0.5330481693103777,0.19991255683675516,0.59012054291258,0.08966328780792437,0.3781711677596018,0.219138379319801
cutoff_1030,10,screen_2024,1240,0.2693548387096774,0.2690436048387177,0.8575535821275161,0.2443548387096774,0.6906369380444409,0.3915264614353884,0.18792195390802624,0.5575856375630122,0.05864972280401658,0.6792689455526034,0.38209073382250325,0.19794789495387147,0.5856248884310514,0.01570740499026213,0.41595451481143675,0.2361482226126602
cutoff_1030,10,opened_2025_2026,1995,0.2025062656641604,0.2631039197995012,0.7727757353339268,0.31328321052631575,0.7625147021301754,0.41237387703957357,0.14674024653308645,0.4594579008969022,0.039929947157019315,0.7269970004542881,0.3828551079250813,0.16533788060745003,0.5145697019324745,0.030088295101817597,0.3323373742151085,0.15463966009602934
cutoff_1030,20,screen_2024,1240,0.18870967741935485,0.2932177983871049,0.9326239369467273,0.32499999999999996,0.6733190599989805,0.2811668781508799,0.14914810910065457,0.46793857803748484,0.02609149575612642,0.6588736809909772,0.2787069319647216,0.15325877439466618,0.4848847799921054,0.044957698164569085,0.49973449898897215,0.2108858022520902
cutoff_1030,20,opened_2025_2026,1945,0.15115681233933162,0.28804018508997686,0.8493565258134257,0.3615732673521851,0.7320537542697273,0.2899100087991837,0.12369590427288854,0.40572758070419884,0.01822583295725105,0.6672435176372183,0.23581871481934497,0.13182237169831362,0.4368104590380246,0.035002560868110565,0.2803536920522297,0.10957379739670978
cutoff_1130,1,screen_2024,1240,0.5435483870967742,0.1961721290322661,0.5821856939195494,0.07170966935483865,0.7779802036258401,0.8004193840582368,0.1929326232718741,0.5666030774083617,0.06353485719019603,0.7776813706472617,0.8014218590398177,0.24839491531858202,0.6899352168983877,0.00812443075359015,0.46695143177695525,0.5217961472065561
cutoff_1130,1,opened_2025_2026,2040,0.49950980392156863,0.16123647058823776,0.4798262815966723,0.05217647303921565,0.8465449313196187,0.8547041506336859,0.16481794213314044,0.49564584688154806,0.06384697307145179,0.8424465036971392,0.8542399075460898,0.2518641570756579,0.696883465161447,0.019913821336263515,0.41682277664626743,0.4514718622417193
cutoff_1130,3,screen_2024,1240,0.3919354838709677,0.2301205161290403,0.6834595995050955,0.13464516129032256,0.7331734180393185,0.6169371007597724,0.2055573628627834,0.5918307955999655,0.06816215056190314,0.7277605855192062,0.614394059023413,0.2392830501191843,0.6716352845980416,0.005865781489780619,0.46238852321227797,0.3828325200904403
cutoff_1130,3,opened_2025_2026,2030,0.3315270935960591,0.20074009852216995,0.590923926416759,0.18248275615763546,0.8122163324613665,0.6767169921155444,0.16613597002331273,0.5023543933369169,0.047814039979555516,0.8055243791205362,0.6749737916915871,0.2249653726783782,0.6424938526252169,0.03071348430813725,0.3875786878011872,0.27858170182458397
cutoff_1130,5,screen_2024,1240,0.3379032258064516,0.2500817983871048,0.7848846027659769,0.18141935483870966,0.7080820002383728,0.5117815931911324,0.2036378860824863,0.6004414803761706,0.07202426209269304,0.7012026197750575,0.4989239621578432,0.22527923301046798,0.6431770591489561,0.012036064942313796,0.40239070462414134,0.29314021128860046
cutoff_1130,5,opened_2025_2026,2020,0.26782178217821784,0.22855980000000248,0.6831642837860572,0.24569306683168313,0.791999265127684,0.5507615875141099,0.16264954283565175,0.49799213264752046,0.06605841136677042,0.7776705047497997,0.539639584111103,0.19991255683675516,0.59012054291258,0.08966328780792437,0.3781711677596018,0.219138379319801
cutoff_1130,10,screen_2024,1240,0.2693548387096774,0.2676495403225887,0.8455029005126556,0.24996774193548382,0.6988324675153006,0.40834785083091063,0.1859731749655925,0.554983287047565,0.07759387378132136,0.6915952862486946,0.39949972239359244,0.19794789495387147,0.5856248884310514,0.01570740499026213,0.41595451481143675,0.2361482226126602
cutoff_1130,10,opened_2025_2026,1995,0.2025062656641604,0.2593722676691754,0.7789734850265269,0.31260150125313285,0.769865767217828,0.41262710113332135,0.1459259578247724,0.45744210282720166,0.05326954000996127,0.7405385180252784,0.38569005498043074,0.16533788060745003,0.5145697019324745,0.030088295101817597,0.3323373742151085,0.15463966009602934
cutoff_1130,20,screen_2024,1240,0.18870967741935485,0.2923205080645242,0.9175054299855069,0.3306129032258064,0.6866578307930197,0.3032073059996454,0.14741301694099035,0.4643900230348259,0.050877832974581136,0.6772760870673395,0.30589208616969266,0.15325877439466618,0.4848847799921054,0.044957698164569085,0.49973449898897215,0.2108858022520902
cutoff_1130,20,opened_2025_2026,1945,0.15115681233933162,0.28526720514139076,0.8563839639390317,0.36038046015424163,0.736102011973778,0.2935138211484667,0.12378286919658009,0.4044477472915405,0.02887853343765767,0.6805914370593785,0.2418410005277199,0.13182237169831362,0.4368104590380246,0.035002560868110565,0.2803536920522297,0.10957379739670978
cutoff_1230,1,screen_2024,1240,0.5435483870967742,0.1925869032258145,0.5716275588141259,0.08469354032258064,0.7872794140776548,0.8074482372423921,0.19005627674362066,0.5596917742630609,0.06414581966740497,0.7849647691646308,0.8069829754609982,0.24839491531858202,0.6899352168983877,0.00812443075359015,0.46695143177695525,0.5217961472065561
cutoff_1230,1,opened_2025_2026,2040,0.49950980392156863,0.15858901960784558,0.47328782568083133,0.056372551470588214,0.8519563167592433,0.8574988086676497,0.16192069278833687,0.48783353416918573,0.05907674424607747,0.8484903388027094,0.8578904064728903,0.2518641570756579,0.696883465161447,0.019913821336263515,0.41682277664626743,0.4514718622417193
cutoff_1230,3,screen_2024,1240,0.3919354838709677,0.22697400000000809,0.6744954283387822,0.1455967741935484,0.7440413814934889,0.6267223856721627,0.20302281308043252,0.586440132719305,0.0559698504118099,0.7377211797709882,0.6229010236369172,0.2392830501191843,0.6716352845980416,0.005865781489780619,0.46238852321227797,0.3828325200904403
cutoff_1230,3,opened_2025_2026,2030,0.3315270935960591,0.19929217733990395,0.5863878100323007,0.1811527068965517,0.8148771271301414,0.6805718022968757,0.16448540991339955,0.4975146502719748,0.05013092986193811,0.8080258546023535,0.6789145936961906,0.2249653726783782,0.6424938526252169,0.03071348430813725,0.3875786878011872,0.27858170182458397
cutoff_1230,5,screen_2024,1240,0.3379032258064516,0.24769657258065325,0.7779067252202466,0.1867258064516129,0.7177695283997919,0.5185074157363567,0.2014628251868474,0.5975658129910082,0.07011288094552114,0.7117636969874913,0.5084439801327509,0.22527923301046798,0.6431770591489561,0.012036064942313796,0.40239070462414134,0.29314021128860046
cutoff_1230,5,opened_2025_2026,2020,0.26782178217821784,0.22739560198020048,0.6792858298223032,0.2444455420792079,0.79260228535292,0.5579713695840814,0.1612530248235537,0.4942089366710034,0.06483896404378044,0.7798701225662041,0.5457014116313729,0.19991255683675516,0.59012054291258,0.08966328780792437,0.3781711677596018,0.219138379319801
cutoff_1230,10,screen_2024,1240,0.2693548387096774,0.2657159274193629,0.8393037157391187,0.2538225806451613,0.710216983252039,0.41379121075877684,0.18439267669124504,0.5520308316335484,0.08003367529952765,0.7017141214260221,0.40793083366164207,0.19794789495387147,0.5856248884310514,0.01570740499026213,0.41595451481143675,0.2361482226126602
cutoff_1230,10,opened_2025_2026,1995,0.2025062656641604,0.2577861022556416,0.7733273891003514,0.311308268170426,0.7720477500295599,0.42590535608938035,0.14456134427910103,0.45385058301273085,0.05565660852852569,0.7451801905520533,0.39878743832696817,0.16533788060745003,0.5145697019324745,0.030088295101817597,0.3323373742151085,0.15463966009602934
cutoff_1230,20,screen_2024,1240,0.18870967741935485,0.29304495967742744,0.9142107286466314,0.3344677419354839,0.6963008275135512,0.3154550711479345,0.1461289553069826,0.4620135207302934,0.053547097429016866,0.6854110380452328,0.3165625079143781,0.15325877439466618,0.4848847799921054,0.044957698164569085,0.49973449898897215,0.2108858022520902
