candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high,period
primary80_shared_extra_minimum,316,1.6117873972096461,1.221375072468616,1.9413165427435204,0.0014996250937265683,-26.70657603497054,77.04910110167403,2025
primary80_shared_extra_conservative,315,1.6169041825976131,1.2267018828241962,1.950295175940587,0.0014996250937265683,-24.91858211216319,77.93558388197243,2025
primary80_shared_extra_geomean,316,1.626051002494687,1.2334714466671342,1.952434879747008,0.0012496875781054736,-24.567849312992404,77.93558388197243,2025
primary75_shared_extra_geomean,316,1.597523791924605,1.2067469403798952,1.9306243198342135,0.0017495626093476631,-26.822854061196942,77.50052035692863,2025
primary75_shared_extra_conservative,316,1.597523791924605,1.2067469403798952,1.9306243198342135,0.0017495626093476631,-26.822854061196942,77.50052035692863,2025
primary67_shared_extra_minimum,315,1.5024330900243308,1.0929357982129089,1.887012327147755,0.007498125468632842,-32.36351279244443,75.20350301120287,2025
primary67_shared_extra_conservative,317,1.492954016901149,1.0828184315088565,1.8789534961080618,0.009247688077980504,-32.10018867984112,74.84491017101941,2025
primary67_shared_extra_geomean,315,1.5167419765959913,1.10141404401329,1.9046959531959724,0.0069982504373906525,-32.124954500809075,75.75738825298976,2025
primary80_shared_extra_minimum,624,1.4420707142518603,1.097574658816678,1.7343599124726925,0.008747813046738315,-17.00157741469787,86.34174069432403,2025_2026
primary80_shared_extra_conservative,622,1.4467075975774288,1.0989156265382947,1.7393728715509276,0.00849787553111722,-16.319743410873798,86.54820321670356,2025_2026
primary80_shared_extra_geomean,623,1.4503787350575446,1.1108405801778587,1.7432436585101003,0.007748062984253936,-15.484434137370222,87.07479660934321,2025_2026
primary75_shared_extra_geomean,610,1.4261992060846642,1.0866202334294373,1.7120870643216908,0.010997250687328168,-17.543247225067653,86.13195367368523,2025_2026
primary75_shared_extra_conservative,610,1.4261992060846642,1.0866202334294373,1.7120870643216908,0.010997250687328168,-17.543247225067653,86.13195367368523,2025_2026
primary67_shared_extra_minimum,603,1.3808345824788564,1.0277838064564546,1.68285327903802,0.0189952511872032,-21.186288679352103,83.98507809327694,2025_2026
primary67_shared_extra_conservative,604,1.378548432507865,1.0237257094483212,1.6825768258009863,0.0189952511872032,-21.032422280889755,83.96051013158828,2025_2026
primary67_shared_extra_geomean,601,1.3916423951454906,1.04080124290356,1.6955547467673115,0.01799550112471882,-21.17697987435915,84.3468022669666,2025_2026
