rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness
0.35,349,1.380225988700565,250,0,0.46131805157593125,0.3379032258064516,1.3652371932080065,0.5756688246186762,55.634948114212484,1.3652371932080065,1.3652371932080065,1,1,1.344632768361582,1.423728813559322,1.3279785809906293,0.9069767441860465,1.3652371932080065,1.380225988700565,1.380225988700565,0.8494382022471911,2.3545454545454545,4,primary80_shared_extra_minimum,rolling,0.35,250,0,0,0.0,0.0,0,0,1.3279785809906293
0.35,344,1.3604519774011299,250,0,0.4622093023255814,0.3379032258064516,1.3678747849253483,0.5759900464826933,56.38353876132368,1.3678747849253483,1.3678747849253483,1,1,1.344632768361582,1.384180790960452,1.3232358003442342,0.9056047197640118,1.3678747849253483,1.3604519774011299,1.3604519774011299,0.8179775280898877,2.3545454545454545,4,primary80_shared_extra_conservative,rolling,0.35,250,0,0,0.0,0.0,0,0,1.3232358003442342
0.35,342,1.3525423728813561,250,0,0.4619883040935672,0.3379032258064516,1.367220756744686,0.5760554536495746,56.444485829461975,1.367220756744686,1.367220756744686,1,1,1.3248587570621468,1.384180790960452,1.3232358003442342,0.9050445103857567,1.367220756744686,1.3525423728813561,1.3525423728813561,0.802247191011236,2.3386363636363634,4,primary80_shared_extra_geomean,rolling,0.35,250,0,0,0.0,0.0,0,0,1.3232358003442342
0.35,346,1.368361581920904,250,0,0.45664739884393063,0.3379032258064516,1.3514147364354987,0.5759493486899672,53.9781203835844,1.3514147364354987,1.3514147364354987,1,1,1.344632768361582,1.4039548022598871,1.3045986763957238,0.9120234604105572,1.3514147364354987,1.368361581920904,1.368361581920904,0.7865168539325843,2.3545454545454545,4,primary75_shared_extra_geomean,rolling,0.35,250,0,0,0.0,0.0,0,0,1.3045986763957238
0.35,348,1.3762711864406778,250,0,0.4540229885057471,0.3379032258064516,1.343647985076674,0.5759042904194489,53.66898462630602,1.343647985076674,1.343647985076674,1,1,1.344632768361582,1.423728813559322,1.3045986763957238,0.9096209912536443,1.343647985076674,1.3762711864406778,1.3762711864406778,0.802247191011236,2.3545454545454545,4,primary75_shared_extra_conservative,rolling,0.35,250,0,0,0.0,0.0,0,0,1.3045986763957238
0.35,351,1.3881355932203392,250,0,0.45584045584045585,0.3379032258064516,1.349026647356003,0.5747313218933776,55.295939737743545,1.349026647356003,1.349026647356003,1,1,1.3248587570621468,1.423728813559322,1.2952380952380953,0.9075144508670521,1.349026647356003,1.3881355932203392,1.3881355932203392,0.7865168539325843,2.3545454545454545,4,primary67_shared_extra_minimum,rolling,0.35,250,0,0,0.0,0.0,0,0,1.2952380952380953
0.35,347,1.372316384180791,250,0,0.45821325648414984,0.3379032258064516,1.3560487781392503,0.5752807420951804,56.418602631351376,1.3560487781392503,1.3560487781392503,1,1,1.305084745762712,1.423728813559322,1.2899140660334691,0.9064327485380117,1.3560487781392503,1.372316384180791,1.372316384180791,0.755056179775281,2.3545454545454545,4,primary67_shared_extra_conservative,rolling,0.35,250,0,0,0.0,0.0,0,0,1.2899140660334691
0.35,347,1.372316384180791,250,0,0.45821325648414984,0.3379032258064516,1.3560487781392503,0.5754319053253062,56.71987332728867,1.3560487781392503,1.3560487781392503,1,1,1.305084745762712,1.4039548022598871,1.2899140660334691,0.9093567251461988,1.3560487781392503,1.372316384180791,1.372316384180791,0.755056179775281,2.3545454545454545,4,primary67_shared_extra_geomean,rolling,0.35,250,0,0,0.0,0.0,0,0,1.2899140660334691
0.35,351,1.3881355932203392,250,0,0.452991452991453,0.3379032258064516,1.340595230810028,0.5753737656214117,52.968346687853135,1.340595230810028,1.340595230810028,1,1,1.344632768361582,1.423728813559322,1.2769953051643192,0.9046242774566474,1.340595230810028,1.3881355932203392,1.3881355932203392,0.802247191011236,2.3545454545454545,4,primary75_shared_extra_minimum,rolling,0.35,250,0,0,0.0,0.0,0,0,1.2769953051643192
0.35,347,1.372316384180791,250,0,0.45244956772334294,0.3379032258064516,1.3389915608041654,0.5754493472364746,55.766018463570674,1.3389915608041654,1.3389915608041654,1,1,1.2853107344632768,1.463276836158192,1.2769953051643192,0.9239766081871345,1.3389915608041654,1.372316384180791,1.372316384180791,0.7235955056179775,2.3068181818181817,4,primary80_shared_xgb_conservative,rolling,0.35,250,0,0,0.0,0.0,0,0,1.2769953051643192
0.22,327,1.293220338983051,60,0,0.43425076452599387,0.3379032258064516,1.2851335274754951,0.5797138945171352,53.19057046508324,1.2851335274754951,1.2851335274754951,1,1,1.1864406779661016,1.364406779661017,1.2338308457711442,0.9347826086956522,1.2851335274754951,1.293220338983051,1.293220338983051,0.7393258426966293,2.115909090909091,4,primary75_shared_hist_minimum,rolling,0.22,60,0,0,0.0,0.0,0,0,1.2338308457711442
