h,origin,n_train,n_query,constant_prediction,weighted_train_mean,target_clip_lo,target_clip_hi,coefficients,last_target_maturity,min_train_date
1,2025-07-01,4125,330,False,-2.6229278362618333,-496.86345070140777,535.163836303891,"[1.7999794338742423, 1.700666282013619, 12.564388763081125, 1.459038184730879, 5.916597343881526, -6.88013594214453, 12.829027495934092, 15.34193298779518, -7.942292055751285, -16.957283527630267, 5.124879641238182, 8.68091033984043, 29.298102061331488, 23.89192081450297, 0.5722338757406596, -1.3391787189633941, 6.06267434587274, 2.7642822314596565, -18.389398785596534, 2.1598790524164904, 6.748149976305867, -14.761756798098615, 3.691369657951202, -15.903689867428799, -7.004508577698778, 15.410629299089372, -1.895592624181096, -6.798837517372006, -4.472906219359404, 14.984960332268678, -12.170242879819764, -3.6341952119815204, 9.849597033274065, 7.508402540416729, -0.6549687395851561, -17.592262982050773, 3.8983770017565496, 26.000329974930036, 32.5916743821251, 17.491300428522095, 42.570803722971505, -44.49278827593567, -6.346797451537293, 4.730784663433295, -4.9679711124707016, 32.98129286519183, 6.556318385480704, -6.24193098108786, 0.9251011413708964, -0.45514442539952793, -0.2235983107959524, 0.7664522884678655, -1.012810693637138, 35.11672642087169, 32.03162443027155, 14.488870804650174, 6.730636383923003, -0.9839940279809473, 6.179656298162304, 10.171418450664259, 3.793601110742522, 3.5718304273807897, -6.273621755687286, -6.888282599981633, 0.4214656270327561, 31.51342416858016, -37.5049011235391, 7.856826227822609, 13.573488407749107, -15.898905725766591, -9.02419624227727, 5.059645355135246, -8.826050898434376, -0.265565523585872, -1.7708891068970842, -3.989824220427033, 7.51798892184385, 4.067455946413617, -0.12845699584426953, -4.317893413470779, 4.1574175428293465, 35.064480132029054, 24.07064431768307, -6.300702182175507, 11.446017837194539, 4.431222692783698, -6.384934972059132]",2025-06-28,2022-02-24
1,2025-10-01,4450,325,False,-0.9798288418577145,-485.406397652147,467.65492482665996,"[2.6537763715240295, -0.5229761104560178, 17.538739729548197, 4.0486523024561025, 6.067169502230327, -1.1524053440747528, 11.814801972257348, 16.082382382952392, -4.372582260627254, -15.75673154481061, 2.8470814441533157, 7.608394355100599, 29.198192568263256, 23.766346373181253, -0.31396610543034886, -1.5926234695339019, 8.025698080650555, -0.4505161029700916, -15.875842864952352, 3.437986401126551, 1.839895912895837, -13.543642387177986, 2.944709857574842, -14.479437801204554, -6.882845559395663, 15.829632469728642, -1.7126463702740262, -5.605976155174941, -2.748768740312695, 12.045253346146461, -9.487081055923193, -3.564418484373907, 9.289065073300177, 5.647416076375808, 0.6106643039133383, -14.096252100773638, 9.29626130743234, 19.30437100365362, 28.569758347838274, 9.137968764686914, 43.592951508974494, -42.93169617065717, -4.807598697509028, 7.261800782304895, -1.1218172949352208, 32.789168667947756, 4.9250643662179785, -5.9403200966807965, 0.6321169419764485, -0.6672918931913091, -0.37103657684439184, 0.8953021829963133, -0.4890906549410502, 34.97262643360117, 31.852128118374868, 14.471829452364, 7.069896825416007, -0.9291732916528627, 6.1828523436070215, 7.512414948196624, 3.684985276358993, 4.432460181213542, -5.050857283867879, -5.956308810092919, 0.5888577122905071, 25.09775239635383, -34.01982191524442, 5.890539595043666, 11.585195980084054, -16.30228014883897, -8.846586814351888, 5.154681158502594, -8.296656764365595, 1.2533880500580044, -2.298333109958145, -3.5453654717734335, 7.003654960091367, 3.7960528283788615, -1.4673769613114371, -8.506050446767913, 7.346852107317202, 34.21649793655662, 23.232443617365977, -6.32631282735025, 11.630516358773663, 4.437708824221725, -5.344679005426759]",2025-09-27,2022-02-24
1,2026-01-01,4770,270,False,-1.930656748907753,-479.8262388073868,407.7922814124259,"[-0.11509910750119788, -3.840157528170793, 18.63506637729689, -5.652097696031477, -6.511066203039309, 7.069627317353674, 3.9708273799610168, 6.206965436612997, -3.8009964399404623, -13.38352685986311, 1.293191486261058, 5.80216524416553, 29.019966610781925, 20.32552193611012, -2.95586558054436, -3.125485662088807, 6.623093252455608, -0.6460773122688959, -15.890838680233035, 0.5167764088213044, 3.337063617734637, -10.803043880296272, 2.632970324712174, -14.19942533323457, -8.234210915015815, 16.089059091310723, -2.3566447890388833, -4.638719266909183, -0.6841661132212343, 11.168651780387226, -7.290732309229172, -4.6400987098691315, 7.961433889760316, 6.0323557461022785, 1.8053138665509547, -11.955770739350962, 10.545989699338104, 12.88091671871519, 29.104075168612855, 4.636870823222873, 39.42090594735796, -40.65068462660317, -3.0307778898198365, 13.205119182005353, -4.981434963681485, 32.495897587632975, 4.037817514156781, -5.651734208451033, 0.5542596932982776, -0.47078041649642177, -0.2834049931699514, 0.7205905377455396, -0.5206648213731402, 34.216328878387394, 31.851980207579278, 13.978728468935905, 7.078274378899609, -1.0321311609391377, 6.694049834938599, 5.833992942373828, 4.2616718762906896, 4.970987423860332, -3.5414272236462483, -5.77272535386443, -0.9757369301534582, 17.812087799310884, -30.827033055770954, 4.0483172262985585, 10.499623651077101, -16.238643693736904, -8.431138726098563, 5.157000577474144, -8.037214927840518, 1.9717706560637716, -2.797931337040682, -3.6937822742897066, 6.260054047835207, 2.666857329884756, -0.15752255960410186, -11.093762081764678, 8.793393929081907, 33.11762195690429, 22.38801881089819, -6.470290090986209, 11.380321062145818, 5.047357397549668, -3.7770930659014925]",2025-12-27,2022-02-24
1,2026-04-01,5045,310,False,-0.8738568630460609,-470.82181303605336,396.01183553592335,"[-1.4100649260236922, -0.5723618560917348, 16.21883132597522, -6.150712378741714, -4.252475026103376, 4.262372615071638, 2.0553659840388536, 8.155723279231244, -6.230930798969671, -12.917136958561917, 2.042132038528036, 6.577016384678149, 23.97440266913778, 18.118644833365646, -3.0690442452652458, -2.5810975216201975, 4.838640837359867, -0.8561688217299198, -14.764053603435844, 1.4619900368095302, 2.6037932178191734, -10.187367021662185, 0.7992677869181911, -11.773493937879048, -7.425426390539349, 14.793646319449774, -1.7297379191546607, -4.011779613039624, 0.9602637741451997, 8.368762135842461, -6.007445739959063, -3.002344322843118, 7.347009668981293, 5.144771087901433, 2.4810993076208727, -8.963578697302053, 16.06253486496904, 8.989398517322432, 30.116479450639826, 4.496775549222132, 33.611883432135734, -35.51809391031408, -6.371197197355293, 11.84769224623304, -10.468696788389485, 26.943000088051868, 3.7223775758078648, -4.919877408200111, 0.4831791678671469, -0.6169809738665688, 0.2277438441221104, 0.47113146526185645, -0.5650735033865191, 34.155911360394185, 31.697709853094416, 13.31066094136771, 7.016377727320236, -1.0582242637336572, 7.228378447570063, 4.445795861366121, 4.482649405507017, 3.826152922671276, -3.106986902199679, -6.0837354103114425, -1.2314895666957024, 16.041103285194072, -29.32041350253551, 3.368407142391922, 9.455210774455159, -15.888606278651256, -8.320005196803447, 4.880272368799985, -8.003611268611438, 2.8406993345238263, -2.047805388369532, -3.7757813242450995, 5.893470811330325, 2.3820141057338824, 0.49603793952299347, -10.94215238238263, 9.634555713485813, 32.2048217995412, 21.741238025171587, -6.235023517157389, 11.258937479362388, 5.380613148608498, -2.8750191865417842]",2026-03-28,2022-02-24
1,2026-07-01,5355,230,False,-1.4243340879090702,-463.13582534564256,390.32251365046056,"[-0.22445911309769806, 2.7845057898505434, 10.743869881637801, -10.863490169997954, 4.329139334835225, -6.145109966066036, 0.11754134094184367, 6.507474442407405, -3.095638454749902, -15.065757047979535, 1.6007842313870022, 6.13173786123819, 21.50729679658931, 14.119205163313028, 0.14843686316227472, 3.225938182402607, 3.194661487143886, 2.054016415856612, -10.098036126193747, 1.1494367988763365, 4.561336719057756, -11.531724926230604, 0.4489252774264996, -8.74239520371499, -4.241176825864386, 9.403153540855206, -3.1672029543851346, -3.202978113847098, -2.0298356888602127, 6.512479775344621, -5.497423141763919, -2.3617586763076366, 5.894121686777448, 4.557453389025707, 2.869047699031598, -7.850806262609127, 17.331587464919124, 8.005817497380079, 26.02784297176527, 4.323346885506798, 29.55540253938466, -23.310620275229798, -8.056455006863505, 10.14451290237847, -14.251769251807033, 23.98711655843851, 2.286568947912049, -3.9313618065078324, 0.5242126098021209, -0.653187767744447, 0.2676751943990625, 0.5060312126049195, -0.6447312490656767, 33.283242194428745, 30.773969570464963, 13.737463446458875, 7.693715438071908, -1.2742053784768053, 9.366433832430728, 1.5458153964255585, 5.518942632963092, 0.03703201602719583, -3.407195201633336, -6.91705007690999, 4.729769118078972, 17.481325437206763, -26.617060796370925, 3.5203687968697115, 9.294996777010512, -24.990065197350166, -10.524469075488947, 5.193643320742274, -8.845215957850291, 5.126277720031686, 1.6173016872445727, -9.575884171533936, 8.036582623886598, 1.920604844404494, 6.0455397780024285, -4.57941622867029, 11.770187792834578, 29.684984109364525, 19.555149009592586, -6.83657377480208, 13.222994479521965, 3.3384669362110335, 0.19070318522819274]",2026-06-27,2022-02-24
3,2023-01-01,1050,280,False,-15.898732978151513,-843.6006024226167,1193.7240326513431,"[-43.820200311828636, 10.302904491226178, 65.86619020169832, -124.76434269877177, 42.66340958773162, 6.504261107879385, 14.630576803721405, -1.8067837327405467, 1.3486958839890544, -31.003898905237268, 31.889350285525175, 49.06685405495619, 80.41760671008824, 60.6938883209299, -10.527966727276175, 37.46255926746407, -201.00712267087542, 31.27833351897467, -39.7933902174302, 243.49029620852312, 65.21922404190717, -88.2950800343753, 26.489227311233023, -17.65058419610749, -9.210267654996207, 11.359124460231184, -63.7052504728144, -41.31932750338041, -45.99143449876763, 57.50984929039542, -37.093753079109106, -16.19277445861092, 22.044096813053265, 14.982106274129091, 3.373724153369952, -61.896786322987715, 8.371009752748042, 241.61779649721976, 120.82820494424642, 49.1768546316415, 0.04722718059232924, -125.29900790980061, -46.208209086358636, -45.00122215136993, -114.50518220339256, 92.64917899451963, 32.56748700553203, -22.04028896779914, 4.607373850836544, -3.7969063491528843, -15.41001608760481, 19.668644808115925, -5.069096222192745, 31.729340223226636, 45.53739479930136, 24.405113519632955, 3.0568111640271014, -13.132140049814593, 9.085397739481012, 48.26420504556898, -20.840208209498726, 12.072813076840967, -42.44151212203049, 27.94925194252804, 21.06846259293188, 79.08221696132601, -54.083283748464865, 31.54551230611418, 31.93800709524974, -10.417954880521545, -24.071097565076258, 14.310634607888751, -36.28422818921379, -15.793311861703435, 66.74692602719384, -79.82875696637312, 13.476455035094661, 12.17653395989217, -22.646732272283252, 80.74374296987115, -53.46089732107756, 17.062243170809907, 33.94868918349806, -19.964691159314274, 13.094369624512975, -17.30204723168516, 0.0]",2022-12-29,2022-02-24
3,2023-04-01,1330,305,False,-5.263578864219576,-801.8562492892999,1057.7518718140639,"[-40.28536159401398, 13.211383988911189, 95.74118120790695, -118.36697345320319, 39.42924091282834, 1.734815525184794, -6.988366300400204, -1.9007785895617346, 14.80059485507354, -49.51879706949629, 25.577834616141352, 35.864923239281126, 80.09237248968653, 43.69455648719513, 1.7342123780201792, 35.74656308951787, -118.76932131991182, 46.952214436756634, -60.567324157735534, 112.43980877448853, 70.44695296979964, -77.39591750273878, -33.504775427695165, 46.414999471324236, -8.197845089259474, 1.7130428492836183, -61.01006260997556, -34.50965196263237, -40.150479336802825, 23.91192321543299, -22.268045003423406, -16.91692935641173, 4.14845735017641, 10.706764196137142, 13.648178461079535, -32.52451641442673, -0.2772088841249646, 221.0692636131655, 148.52879296508115, 44.568243819831835, 26.4027714882679, -115.0917080871509, -40.234175796319576, -30.419381361591796, -132.80188953575043, 93.1052330093776, 35.81188460531426, -23.450943965949236, 4.273293091429946, -3.2741177658549714, -5.184173704957954, 9.2055139198415, -5.020515540467287, 18.78276315704681, 45.294767768996635, 11.005265543577949, 14.294112282139057, -12.293106124705114, 12.198275386989007, 54.87431510730075, -39.06073465474585, 32.12730123688448, -32.47341013903705, 15.829839008378514, 9.111485313807604, 80.42327735130877, -68.31948239129925, 23.1900013933664, 31.741143094133452, -10.424231545959996, -21.71638441574018, 28.36819401214264, -32.7589119868947, -25.854537810064024, 60.14914927661368, -67.71712572701722, 14.984761366476123, -1.3998656731391705, -24.0769280250722, 84.24683493995065, -65.46050254984256, 13.753671089879575, 38.397845979080316, -28.93610680321164, 22.664044454492235, -8.611746903320276, 2.0281635238574696]",2023-03-29,2022-02-24
3,2023-07-01,1635,330,False,3.3291375365321567,-772.3507602154746,1032.2358763268412,"[-61.62414732924279, 11.24630469980574, 100.00656520782293, -137.99101867075626, 18.19964916583371, 21.275186101763378, -9.652391857686098, -15.986222596762317, 9.936062015578194, -38.292059830287485, 21.527632458319104, 33.14836626638053, 74.21061085076838, 38.78161118090304, 2.571658274318979, 29.524775602903688, -90.096526258882, 25.183404319600225, -42.47308199183594, 83.19976552153874, 53.57281881015785, -60.293575541004735, -33.778066896140885, 42.654832953487535, -11.156837833431839, 3.160793773640406, -57.115559857257445, -10.628375924295002, -22.286042455975405, 20.81381305705144, -21.63478664173167, -22.172950500331634, 7.275204035887174, 17.726937385104787, 13.343944198363442, -23.349558624902365, 1.8666125633668094, 213.86868654372861, 142.37666305156952, 47.70115577367782, 16.42831164258465, -103.53226326870508, -42.97311163308428, -29.390030800306064, -121.9456533975229, 86.04803363419886, 37.034035985308506, -21.564292609480763, 1.2725789623511297, -2.1379863846470455, -0.9156421849312517, 5.9893875574204065, -4.208337950193278, 17.14215382810657, 51.15412356986616, 2.475488189588694, -5.708026407783632, -12.023446385554331, 23.504890771405844, 33.89157232507797, -3.675824158510794, 39.705861218016274, -11.224959389044306, 0.7604765174809872, -14.890954373126567, 67.8460627344141, -73.28951438745405, 16.091432180742057, 29.02059627289905, -17.685547961385318, -33.064587739354124, 15.474212704035633, -25.41114724885782, -13.6189794507889, 27.76773389976457, -47.976058411274366, 11.460688087494775, 16.71923240996596, -2.837721371495577, 85.91980566421066, -55.5797227793898, 12.987179757378685, 43.20284918209774, -25.16322543989159, 12.13693898742931, -7.06592462516989, 2.2031275214467914]",2023-06-28,2022-02-24
3,2023-10-01,1965,320,False,8.688426549742088,-758.0704003023131,1018.7598880382974,"[-8.950253509388622, 5.948726483688721, 59.76584845388028, -76.97167697564608, -9.754605645847667, 41.24423667170406, -13.403974061787277, -2.6527114303809305, 5.709407295788896, -46.66990214714061, 16.491766284201486, 29.43579449499511, 61.090683418490975, 35.75614267242915, 12.12378402419961, 27.45763018785414, -47.531591399665764, 16.71501526801828, -61.04231810393455, 59.59083913461575, 26.848628531336708, -61.72567901382859, -26.068795639254507, 40.99454415964825, -6.162114952645696, -0.35280224142502997, -6.905663465728249, -4.932497643352575, -19.03813374479872, 24.999357597113136, -20.693865757358825, -15.511213332598086, 20.943908514567088, 11.003879587651593, 19.93446010712513, -14.603553182919496, 18.420953567996424, 200.54942901034664, 133.00752722443877, 26.16033422680221, 19.18402161177333, -108.3378963975789, -36.15388995442993, -37.85963497702361, -75.38454495120156, 71.03227728513035, 24.73546900426751, -18.698327813113735, 3.582871048198544, -2.2933050570722786, -1.2729839165732686, 5.186892578814238, -5.2034746533666905, 20.469917364031325, 44.92601968044213, 3.0486306706334676, 5.421417242404359, -5.889421325545306, 3.27271525095034, 38.938591171628204, -32.72094678899029, 32.65568422112457, -29.273034485927543, 7.392538853724297, -10.35094603961082, 61.608966094461934, -80.39128475549195, 18.123295132938402, 22.18876599840361, -21.415520027467043, -23.002864615034653, 16.124002887950397, -11.407610467912713, -12.754303630192007, 30.015960263498076, -35.24855896388483, 5.7103578618969095, 16.337418646158625, -1.7365817769231358, 96.20177061797796, -45.69055808221297, 10.706589106349108, 40.00781761174172, -21.155414292342613, 17.35640974448416, 4.134165750664335, -2.4693524649807643]",2023-09-28,2022-02-24
3,2024-01-01,2290,285,False,3.962777255133734,-743.1576220557433,960.6527708945736,"[-25.6490021440502, 6.5251208154038425, 33.00620667365954, -63.437053560038635, -15.932768256259433, 15.274811001217039, -1.2437349816960475, 2.347722370201828, 8.145789194858745, -76.51064800512391, 9.950594264025346, 30.45878632324048, 61.34096390115563, 25.51849240071366, 9.982217944615131, 12.294814991548966, -49.30655008741007, 19.601449184215145, -63.522823962819594, 53.22048416961447, 28.354330139197653, -53.55804384717743, -23.751740939508238, 34.332297105533776, -5.521301610391216, 2.5251892118046717, 14.969452257406111, -18.826034777104848, -21.490530822976446, 30.8176459718165, -21.665105454732835, -14.810526201019556, 18.15925991138835, 11.58432740224227, 19.906214541582013, -17.324068712130675, 21.368975022025147, 187.01130031548107, 125.38835269318086, 22.565925957899516, 8.842833017844978, -102.04534045819446, -35.99799014624939, -17.5129110901796, -63.118281200519924, 70.51763813534988, 13.615051877737615, -16.25499048612593, 6.541629162877339, -3.087984865061449, -1.6044140132064797, 4.025245105594453, -5.8744753902201525, 21.33886364183298, 39.60970929436861, 8.291077944183021, 1.946733867641194, -1.033261090431397, -1.0422256706772117, 27.693514930735223, -11.501988570151275, 21.101451660092387, -15.888697778496727, -5.482038362965444, -18.59503935519336, 50.75198874634953, -82.31340775772833, 17.709460197049083, 18.791133283988515, -16.950683546369937, -16.349268711763685, 14.287462940016006, -9.067229236687835, -2.94880226456742, 19.21364454582968, -31.34917112591058, 3.593285726057643, 9.329021355116012, 16.75480678527846, 91.00318174694686, -41.80699281879754, 7.706372263119897, 32.569580981381506, -14.627423277467338, 11.458676168343727, 7.023800261283973, -6.72857367653029]",2023-12-29,2022-02-24
3,2024-04-01,2575,300,False,4.156581383608152,-727.7627753305048,934.0059902378329,"[-31.34397726413972, 11.134263500062051, 44.040218697151154, -45.19577864469446, 1.2633897024677234, -7.501690496848671, 11.873372265335504, 4.580917011822099, 17.381260570881857, -93.8904057494084, 9.138240513272368, 26.294516586132314, 49.56225095898233, 31.295779621745503, 2.644880454356455, 10.366055041547504, -43.24907803648113, 15.762336440559029, -53.22591923067365, 47.53338142993833, 23.53873062878835, -49.53900361558481, -22.555837379935895, 31.000248010801542, -3.6578771823636185, 2.908994119255573, 8.237841968205585, -20.46754793677843, -16.228648997249465, 19.59910216778791, -19.55336053410504, -11.013814090683699, 13.24033036528192, 10.110961931100459, 18.48562215279235, -13.866938893123649, 24.70198326729101, 171.0902113994698, 103.14755258327247, 16.71628256389373, 11.116905415753079, -107.25069374632261, -34.59657354070093, -27.93415454745102, -33.326218479034054, 57.11592522067958, 15.528489099680403, -13.53546881380771, 7.023486533787902, -3.0729803764687165, -0.7808299536804242, 2.4498893703667086, -5.619565574015417, 18.83754910826981, 37.32469211176937, 8.983610620317858, 4.321081742942421, -3.143377913890167, 1.7608104830230225, 26.603138516952633, 4.8220381421873135, 8.954925247499812, -14.888411809491714, -7.195351528276933, -5.965842785115979, 50.11416202843881, -83.58537030641607, 17.33225544276714, 18.825162275699565, -19.556034032629757, -16.44873795632192, 10.73167106340777, -10.647517786968443, 0.7326334430975967, 14.173716165028987, -28.025669532604134, 0.6291886594925082, 11.761693017469891, 2.6868156065773086, 90.87966553665036, -42.59566751377612, 8.8801535173761, 33.592139861851244, -14.376261877769588, 13.796113792827184, 11.184607747619863, -6.989499189059897]",2024-03-29,2022-02-24
3,2024-07-01,2875,325,False,0.8918389177935159,-707.127362633236,880.784496772993,"[-29.554099187868644, 22.66296247834664, 64.45973603341186, -32.28521034603759, -26.434696872463977, 3.5936614415102857, 4.38946795493108, 43.45826580317801, -47.76584642102617, -56.2765874159829, 8.573343304440156, 28.20082926597418, 52.07641551458257, 27.69378818260165, 6.7809678207770085, 19.464154519672096, -30.571130510475015, 18.440691703300974, -24.16134976526198, 45.2175978111979, 18.768657323717964, -51.32860120679504, -23.27478897865044, 25.157868307338205, -3.842610523865377, 6.041601014733504, -7.429050746137914, -1.9291618036978582, -12.450167023137672, 22.07124862943549, -15.230528499827097, -12.010121051936034, 10.436380272664227, 11.993499088638545, 13.79770224072142, -10.647476494968242, 21.26716575591447, 160.28114537038053, 66.4788492456578, 14.205763509386266, 10.144752609002587, -95.7799838734279, -35.1400509172875, -12.072965218367699, -7.2121085478797085, 59.8167337051975, 15.202561191671759, -13.698166338457172, 4.0084210630218475, -0.9101975639660581, -1.8881102877371887, 1.290602947309018, -2.500716158618389, 25.73769552276737, 46.08353383892257, 3.0950083824502532, 1.933875082169292, -4.930487161003231, 2.3439473739628958, 23.614755483606007, -0.6827918522925558, 19.839227075793683, -14.414698686995468, 0.11602811285544289, -12.599014908362038, 99.28770115107571, -128.48444970820827, 3.717507465248152, 15.935985774078006, -15.935765903433015, -12.720328740392727, 8.193694809449413, -9.906102924946586, 2.183741938463854, 12.702524813042738, -26.14587749803241, 1.111717289780473, 3.7228593285485037, 8.743085628926133, -7.676341004262485, 38.79118355761827, 19.160448674527434, 35.081208088678565, -14.583102381787203, 9.597645882960128, 13.013423846273177, -6.291645944128397]",2024-06-28,2022-02-24
3,2024-10-01,3205,330,False,3.323712768488375,-699.930554164585,849.2939161836525,"[-24.3387120475778, 17.970953389560457, 41.38066973629856, -24.210266094401895, -19.157609228788893, -18.938264440263353, 20.950004810682117, 25.64905973005077, -45.93338267845323, -61.4654602020513, 6.294566618679877, 25.30910967411668, 64.59624796936073, 25.723915018228173, 10.67990981425994, 10.116823627731273, -23.598255582533582, 0.8521230487447528, -22.04535662134803, 35.982227036967316, 12.834356128490679, -33.331473105223964, -21.001767300949226, 21.545745608347747, -12.036328157284956, 7.4716192867612685, -0.03573008160643122, -6.254126414309968, -6.892284462525293, 22.471821501188387, -15.022191845194703, -13.125776417009423, 12.315627981502928, 15.989221443100057, 6.243605634576236, -16.454299369904682, 0.9162218646737709, 111.04910449017909, 54.53219364381109, 34.29708942616859, 41.19533033419238, -85.18549001143234, -34.13756187680702, 26.8171351290067, -1.4263881332161825, 73.56008439308164, 16.220519017836097, -15.547865130274488, 4.743190324584316, -0.2544342946207104, -2.290006701206807, 2.679954930226283, -4.878704258972231, 29.692473721542452, 44.1529335259698, 8.20933730160288, 4.5303354407263345, -4.6429031586310865, 6.823112877730883, 19.362193843356785, -3.2250630594385834, 26.971816385449365, -15.480930669171025, -4.066435069717443, -19.490913008709732, 96.99544929582912, -96.80754736151893, 4.223575559041857, 15.0333715646191, -17.541425520552984, -13.97956836906296, 7.764267701404043, -13.956768245635939, 3.648722671249536, 11.235023868149536, -26.149442988102145, 2.1359930691138627, 7.504774664103167, 17.410400518254434, -10.17868607671513, 1.506432452853124, 23.843174323714788, 33.20532782235127, -13.802241288480552, 12.628338287680048, 13.477231657255816, -11.823832556999474]",2024-09-28,2022-02-24
3,2025-01-01,3535,285,False,4.520181095648924,-686.4704442287211,804.1258357148321,"[-13.265248309043399, 19.70444256831247, 43.51690296445472, -8.451184570326634, -7.771936875649036, -16.295116076986968, 21.950726414747695, 24.609573133813086, -26.299440102118957, -64.94824504547476, 1.8979118165024753, 17.423982400962053, 35.468295795859326, 32.23787301917725, 9.624006003733491, 10.84358975719916, 3.2185399492535978, -11.487072830974165, -28.083977554774183, 21.632955229590607, 7.584055199710234, -31.074235407270148, -21.107385088673777, 22.9092786850626, -6.500604294793688, 5.005676895387713, -4.03883004668877, -3.2955103861703874, -8.203338808160325, 17.540080993299792, -17.758183262883207, -11.624472227758583, 11.50278678354959, 14.222231924482083, 3.5536036311881114, -20.005168593358754, 5.64949845326023, 98.49246447786632, 46.23910646874012, 20.741879915149124, 12.94382757843407, -74.5656371574807, -24.097766996971714, -5.782171249481858, 1.8076201747384237, 40.20053251941651, 10.031985481444307, -8.229017095672411, 3.7463211925867803, -0.13339777966898397, -2.4052967011762725, 2.3739959224140383, -3.581622634168482, 32.28150406206765, 45.05797008585642, 23.7675821825531, 8.741436361645995, -4.779505181621389, 5.670701082866768, 19.446509105628106, 7.542469257222237, 25.628385538460957, -18.913444203608424, -2.165261852277332, -18.316122419865003, 107.26269469836282, -100.0715621082348, 1.1729495044759464, 9.735452089754796, -20.991219850997382, -14.842651145881435, 7.783531007806506, -13.389987493611425, 2.6389382059162307, 3.1808113966350433, -22.598928551184475, 5.5819924013973905, 6.857961713836011, 11.373869959696355, -10.838719088450858, -2.0158734374054244, 23.8572396992568, 34.38607272358478, -14.020955590645036, 16.806681390422014, 10.022142772310778, -5.840534928820419]",2024-12-29,2022-02-24
3,2025-04-01,3820,295,False,-2.966905253266247,-670.5447983553406,758.3743840770538,"[-8.357516082876028, 19.42742595961116, 44.73148473885607, 13.926823500726481, -6.764265411520389, -6.918122692732138, 33.34892506146138, 31.5298037006531, -15.744330221054302, -61.05619469659808, 0.2151913801066534, 17.213628457746466, 34.84829739214332, 41.05101853007778, 6.657461466872231, 10.890620134009565, 12.226265525053188, -11.367089417177601, -32.11909528224881, 11.563327051050727, 11.27921680260099, -27.663783541977693, -0.1193983893404961, 0.9178332267235386, -8.381010609370222, 6.956438474975922, -8.77714094736024, -5.387060178143875, -8.302513095249521, 22.426602469663738, -20.21304370911239, -11.141732639516785, 18.63800894885326, 13.175208122559932, 3.88297970119595, -19.07690017657737, 4.057860456845785, 78.62258330611769, 48.72324862649248, 13.677816337873534, 33.31459635323026, -77.92485306252307, -17.73220534024678, -7.957814808319951, 2.3998186009188363, 39.717728340026625, 9.828976845730658, -8.860920838082823, 2.665348514582206, -0.27495383844966215, -1.3373726671686683, 1.7670402191173789, -2.8200622280751007, 25.17235518688131, 36.2693014375124, 12.9900706280414, 7.094515160662937, -3.693033297325445, 3.9390130032405626, 23.522337320836243, 3.6197686576119352, 16.324612915153384, -17.927812746935494, -1.8153839138058667, -15.184659620083277, 100.04387572354868, -101.91416289524577, 6.972019097999555, 14.716986188746855, -17.498537479448288, -12.344768995207986, 6.707101641042854, -11.430583973892867, -1.4414932260775273, 6.566586100697582, -22.208697596051472, 5.876494906109269, 4.742073245831041, 8.926069078191402, -18.551181117629977, 1.1661856154565453, 19.81293061772422, 28.71376655819973, -11.526565130014923, 13.830031559530838, 9.727926539815696, -1.6719051865335592]",2025-03-29,2022-02-24
3,2025-07-01,4115,330,False,-4.604202092828285,-642.292764460782,652.8569032174981,"[-9.098811040002145, 16.15918566021514, 42.28071917572238, 12.885560723913063, -4.178979411572201, -9.567774331601933, 28.40445723861117, 33.952030089163415, -14.263525397015032, -64.0398905980754, -1.8378484150700096, 15.227703789923448, 29.981344984093752, 39.84023744690788, 3.6665615518732038, 8.26506603703497, 17.275961067696834, -12.164228014578313, -34.963191347560695, 9.009643741960593, 7.958353963540398, -28.638054319813275, 1.2996901906451734, -3.440369347516351, -11.356865068577777, 10.003453505826155, -8.186239202346199, -6.872549446263617, -10.27611206090094, 23.436079870952486, -15.76123150143324, -7.391644443557052, 15.337233128716633, 9.802636709944114, 3.0229153877976676, -18.09899151398961, 4.657511115318032, 70.31982441078863, 48.08053447591226, 8.528789741167033, 30.353206596135536, -77.16640893684765, -15.155563979492719, -9.7155697393521, 4.372911282919535, 34.160156223217285, 8.219127738318406, -7.456021062286708, 2.7025729093598136, -0.2746918282405165, -2.221963889959213, 2.3048962609558665, -2.510813452116167, 25.961690782760073, 34.594973869803226, 14.34870618081351, 6.581177003537322, -3.776558885944181, 4.149136756997672, 23.008714446352194, 3.6737676616320347, 20.418674600641733, -16.445031631911416, -1.1050608253845826, -17.479884702731635, 86.38698853538055, -92.9101960784479, 6.152591690412186, 11.796405522032554, -17.409162366823765, -11.967423150454216, 6.527248560491049, -10.62613651202623, -1.7872772468297555, 5.428562575238128, -22.30757757181577, 5.053388224583249, 4.59138487786165, 10.947978303377266, -16.829062640311633, 2.3448445710048773, 20.22438134028275, 28.056036561363396, -11.47019261772145, 13.154309096015808, 11.592120844909346, -3.0420448138181264]",2025-06-28,2022-02-24
