clock,h,period,n,positive_rate,brier_raw,logloss_raw,ece_raw,auc_raw,average_precision_raw,brier_calibrated,logloss_calibrated,ece_calibrated,auc_calibrated,average_precision_calibrated,brier_prior,logloss_prior,ece_prior,auc_prior,average_precision_prior
1900,3,screen_2024,1240,0.38870967741935486,0.17134223627901993,0.5224880163660656,0.07031380973917148,0.8107352828474146,0.7538728143517563,0.16811393992536258,0.5129268669348056,0.06527326671102772,0.820769331829777,0.7567605238623385,0.17134223627901993,0.5224880163660656,0.07031380973917148,0.8107352828474146,0.7538728143517563
1900,3,opened_2025_2026,2030,0.3334975369458128,0.1607894890015307,0.49606603103359787,0.05913144612660798,0.8089163421512019,0.7151806815027291,0.15913529222915532,0.48980106341773727,0.04668261389060783,0.8139906832128614,0.7193896902668082,0.1607894890015307,0.49606603103359787,0.05913144612660798,0.8089163421512019,0.7151806815027291
1900,5,screen_2024,1240,0.3346774193548387,0.1681177137159541,0.5097573228590867,0.06244230421037124,0.8053975903614458,0.6751465653271661,0.16565512064389942,0.5010318128955994,0.06128110864116621,0.8176619204089084,0.6738161585543347,0.1681177137159541,0.5097573228590867,0.06244230421037124,0.8053975903614458,0.6751465653271661
1900,5,opened_2025_2026,2020,0.2698019801980198,0.159819234000344,0.4943476713401112,0.06556655082352117,0.781544394339916,0.5716354862002264,0.1575558174767826,0.4865915315895124,0.05431830498738059,0.7833207899238066,0.5930306301866968,0.159819234000344,0.4943476713401112,0.06556655082352117,0.781544394339916,0.5716354862002264
1900,10,screen_2024,1240,0.2693548387096774,0.1798798394589588,0.5419173075930724,0.06822655380825667,0.7029451031711412,0.501069186702338,0.17915802207134154,0.5373520436121392,0.06869190151474258,0.7224887972399573,0.49306540159651585,0.1798798394589588,0.5419173075930724,0.06822655380825667,0.7029451031711412,0.501069186702338
1900,10,opened_2025_2026,1995,0.2025062656641604,0.15370147877027457,0.4814742098395166,0.056542603909230355,0.6828524932945841,0.3348262613310421,0.1526527341135286,0.47829319968655665,0.0434842502545818,0.6773450286574856,0.3435437831182519,0.15370147877027457,0.4814742098395166,0.056542603909230355,0.6828524932945841,0.3348262613310421
1900,20,screen_2024,1240,0.18870967741935485,0.1398199116946604,0.44664085699256656,0.032126528978798474,0.693344208254745,0.41637662358480376,0.13942237509913405,0.4444234153014153,0.031617719468084664,0.7042998419737982,0.39940918579841644,0.1398199116946604,0.44664085699256656,0.032126528978798474,0.693344208254745,0.41637662358480376
1900,20,opened_2025_2026,1945,0.15012853470437018,0.12851905236040956,0.42552785303607477,0.04322342373901543,0.5764715875659863,0.20491477383788856,0.12746221602294544,0.421583905808687,0.04233655431061651,0.5898615220147677,0.2141344871372351,0.12851905236040956,0.42552785303607477,0.04322342373901543,0.5764715875659863,0.20491477383788856
2000,3,screen_2024,1240,0.38870967741935486,0.17134223627901993,0.5224880163660656,0.07031380973917148,0.8107352828474146,0.7538728143517563,0.17013912240317924,0.5181408788312696,0.059909340601456036,0.8111184707518146,0.7558582229466388,0.17134223627901993,0.5224880163660656,0.07031380973917148,0.8107352828474146,0.7538728143517563
2000,3,opened_2025_2026,2030,0.3334975369458128,0.1607894890015307,0.49606603103359787,0.05913144612660798,0.8089163421512019,0.7151806815027291,0.15919934119680904,0.49007522257512476,0.051055367674835254,0.8144088141566255,0.7209832620638944,0.1607894890015307,0.49606603103359787,0.05913144612660798,0.8089163421512019,0.7151806815027291
2000,5,screen_2024,1240,0.3346774193548387,0.1681177137159541,0.5097573228590867,0.06244230421037124,0.8053975903614458,0.6751465653271661,0.16669721421917805,0.5044207328360644,0.04924006813093068,0.8095275648046732,0.6730821282835956,0.1681177137159541,0.5097573228590867,0.06244230421037124,0.8053975903614458,0.6751465653271661
2000,5,opened_2025_2026,2020,0.2698019801980198,0.159819234000344,0.4943476713401112,0.06556655082352117,0.781544394339916,0.5716354862002264,0.15763235788713137,0.48656641784568927,0.05128494032634274,0.7793549992225159,0.5927682653748093,0.159819234000344,0.4943476713401112,0.06556655082352117,0.781544394339916,0.5716354862002264
2000,10,screen_2024,1240,0.2693548387096774,0.1798798394589588,0.5419173075930724,0.06822655380825667,0.7029451031711412,0.501069186702338,0.1776578519163666,0.5342234849551889,0.06690741087177715,0.7189891739699409,0.5049075075431843,0.1798798394589588,0.5419173075930724,0.06822655380825667,0.7029451031711412,0.501069186702338
2000,10,opened_2025_2026,1995,0.2025062656641604,0.15370147877027457,0.4814742098395166,0.056542603909230355,0.6828524932945841,0.3348262613310421,0.1528105328772974,0.47919072090842585,0.03983973564439571,0.6573205717806225,0.3446863315334057,0.15370147877027457,0.4814742098395166,0.056542603909230355,0.6828524932945841,0.3348262613310421
2000,20,screen_2024,1240,0.18870967741935485,0.1398199116946604,0.44664085699256656,0.032126528978798474,0.693344208254745,0.41637662358480376,0.13815963472546428,0.44244668621322336,0.030861202842190627,0.6989643336561826,0.41768460458467505,0.1398199116946604,0.44664085699256656,0.032126528978798474,0.693344208254745,0.41637662358480376
2000,20,opened_2025_2026,1945,0.15012853470437018,0.12851905236040956,0.42552785303607477,0.04322342373901543,0.5764715875659863,0.20491477383788856,0.12731889073256453,0.42216355207025086,0.039283006191541625,0.5818520083865781,0.21638366698124617,0.12851905236040956,0.42552785303607477,0.04322342373901543,0.5764715875659863,0.20491477383788856
