candidate,subset,n,target_rate,lift,benefit_bps
pooled_hit_lcb,control,544,0.4944852941176471,1.8463221702729151,71.28443344868988
pooled_hit_lcb,challenger,497,0.4969818913480885,1.855644030541846,79.05606919643972
pooled_hit_lcb,intersection,421,0.5130641330166271,1.9156923266055208,86.00590377512525
pooled_hit_lcb,control_only,123,0.43089430894308944,1.6088844807117202,20.896311437069652
pooled_hit_lcb,challenger_only,76,0.40789473684210525,1.523008074715439,40.557643438194944
pooled_hit_lcb,neither,1400,0.17214285714285715,0.6427515183522577,-40.178470839738914
shrunk_hit_lcb,control,544,0.4944852941176471,1.8463221702729151,71.28443344868988
shrunk_hit_lcb,challenger,490,0.5081632653061224,1.8973933381115846,83.65772945903775
shrunk_hit_lcb,intersection,423,0.5130023640661938,1.9154616920771006,85.85153586184502
shrunk_hit_lcb,control_only,121,0.4297520661157025,1.6046195444615878,20.359769640717765
shrunk_hit_lcb,challenger_only,67,0.47761194029850745,1.7833199988964603,69.80728008012015
shrunk_hit_lcb,neither,1409,0.170333569907736,0.6359959541841528,-41.05363097210768
