policy,n_test,n_signals,signal_share,frequency,base_rate,hit_rate,aggregate_lift,mean_corridor_lift,min_corridor_lift,benefit_bps,year
future_test_top15_noncausal,330,47,0.14242424242424243,0.7,0.2878787878787879,0.3617021276595745,1.2564389697648377,1.1406514145880144,0.7764705882352941,6.087078617822966,2013
future_test_top15_noncausal,1235,233,0.18866396761133603,0.8961538461538462,0.357085020242915,0.5150214592274678,1.4422936556596886,1.4328037220563865,1.1438715652979314,186.1241007492277,2014
future_test_top15_noncausal,1235,153,0.12388663967611337,0.5884615384615384,0.26558704453441295,0.35947712418300654,1.3535190498963814,1.3090584657615416,1.0139573070607553,20.09660295646043,2015
future_test_top15_noncausal,1240,232,0.1870967741935484,0.8898630136986302,0.1620967741935484,0.1853448275862069,1.1434208268999828,1.1893460983967805,0.7380952380952381,-12.642557720683936,2016
future_test_top15_noncausal,1235,162,0.1311740890688259,0.6406779661016949,0.21700404858299596,0.30864197530864196,1.4222867145752716,1.3833170799863745,1.0466101694915253,14.574625916445092,2017
future_test_top15_noncausal,1235,179,0.14493927125506073,0.707909604519774,0.28825910931174087,0.3854748603351955,1.3372512711066475,1.3734166599267508,1.009132420091324,42.02651281075801,2018
future_test_top15_noncausal,1230,229,0.1861788617886179,0.9030985915492957,0.2105691056910569,0.22707423580786026,1.078383436462039,1.0686067699296689,0.9761904761904762,-5.514683728526725,2019
future_test_top15_noncausal,1215,165,0.13580246913580246,0.6328767123287671,0.2674897119341564,0.3151515151515151,1.178181818181818,1.1929383243499156,0.9267734553775744,16.7407333784599,2020
future_test_top15_noncausal,1240,185,0.14919354838709678,0.7115384615384615,0.2314516129032258,0.21081081081081082,0.9108202278933987,0.8760760964489457,0.3578643578643579,-1.5280447520457798,2021
future_test_top15_noncausal,1235,176,0.14251012145748987,0.6960451977401131,0.2777327935222672,0.3068181818181818,1.1047243572753778,1.1298105112894015,0.7351190476190477,54.56699708716084,2022
future_test_top15_noncausal,1235,152,0.12307692307692308,0.6011299435028249,0.3781376518218624,0.625,1.6528372591006424,1.6603904832386456,1.4114285714285713,106.65323884970744,2023
future_test_top15_noncausal,1240,221,0.1782258064516129,0.8740112994350284,0.3379032258064516,0.46153846153846156,1.365889480447953,1.3639822679140823,1.1813274055255638,37.43693871051655,2024
future_test_top15_noncausal,1235,201,0.16275303643724695,0.7926760563380281,0.22186234817813766,0.27860696517412936,1.255764970766605,1.250604251559752,0.9378262933080208,8.782280575522341,2025
future_test_top15_noncausal,780,125,0.16025641025641027,0.78125,0.3423076923076923,0.632,1.8462921348314607,1.8651547401661817,1.4231578947368422,130.09259088708512,2026
train_score_q15,330,52,0.15757575757575756,0.774468085106383,0.2878787878787879,0.3076923076923077,1.068825910931174,0.9605498721227622,0.8627450980392156,-1.4048512180018358,2013
train_score_q15,1235,212,0.17165991902834007,0.8153846153846154,0.357085020242915,0.45754716981132076,1.2813395798571001,1.3090612392764291,1.0232451093210586,146.6474219306477,2014
train_score_q15,1235,341,0.2761133603238866,1.3115384615384618,0.26558704453441295,0.34017595307917886,1.2808454330877619,1.2593943893869084,1.1109445277361318,20.305546478131227,2015
train_score_q15,1240,392,0.3161290322580645,1.5035616438356163,0.1620967741935484,0.17091836734693877,1.0544217687074828,1.065304636202821,0.9323308270676692,-40.620721483896304,2016
train_score_q15,1235,3,0.0024291497975708503,0.011864406779661017,0.21700404858299596,0.0,0.0,0.0,0.0,-26.247041204830424,2017
train_score_q15,1235,528,0.42753036437246966,2.088135593220339,0.28825910931174087,0.32954545454545453,1.143226506639428,1.138054805589032,1.0781746031746031,33.46244302185348,2018
train_score_q15,1230,334,0.27154471544715447,1.3171830985915491,0.2105691056910569,0.18263473053892215,0.8673386817099392,0.8718881836463701,0.43514150943396224,-15.52824448964294,2019
train_score_q15,1215,216,0.17777777777777778,0.8284931506849315,0.2674897119341564,0.28703703703703703,1.073076923076923,1.1584786362231552,0.7465437788018433,13.945989643442065,2020
train_score_q15,1240,114,0.09193548387096774,0.4384615384615385,0.2314516129032258,0.18421052631578946,0.7958921694480102,0.7476865709246662,0.3749055177626606,-3.9222820790568393,2021
train_score_q15,1235,383,0.3101214574898785,1.5146892655367232,0.2777327935222672,0.2950391644908616,1.062313026665347,1.0796265590156042,0.8112359550561798,10.009826546229487,2022
train_score_q15,1235,526,0.42591093117408907,2.080225988700565,0.3781376518218624,0.43155893536121676,1.1412747005805195,1.1373721052435493,1.0467532467532468,51.165125679290924,2023
train_score_q15,1240,252,0.2032258064516129,0.9966101694915255,0.3379032258064516,0.4365079365079365,1.2918134636511724,1.2460923996962314,0.896694214876033,40.87725797295294,2024
train_score_q15,1235,132,0.10688259109311742,0.5205633802816901,0.22186234817813766,0.3560606060606061,1.604871709798717,1.521381788145087,1.04,25.976524102467273,2025
train_score_q15,780,33,0.04230769230769231,0.20625,0.3423076923076923,0.696969696969697,2.0360912495743957,1.9193884711779448,1.0,113.33415464583817,2026
train_score_q20,330,72,0.21818181818181817,1.0723404255319149,0.2878787878787879,0.2777777777777778,0.9649122807017544,0.8481963220070636,0.0,-1.6796815806154592,2013
train_score_q20,1235,262,0.21214574898785424,1.0076923076923077,0.357085020242915,0.4312977099236641,1.2078291876547056,1.2369181971203795,1.0128365127473702,127.41562027883845,2014
train_score_q20,1235,386,0.3125506072874494,1.4846153846153844,0.26558704453441295,0.34196891191709844,1.2875963604195628,1.2714860617326962,1.1690331304935768,17.806774045690343,2015
train_score_q20,1240,463,0.37338709677419357,1.775890410958904,0.1620967741935484,0.16414686825053995,1.0126473464212413,1.024598510083555,0.8166160081053699,-42.05538567711492,2016
train_score_q20,1235,3,0.0024291497975708503,0.011864406779661017,0.21700404858299596,0.0,0.0,0.0,0.0,-26.247041204830424,2017
train_score_q20,1235,573,0.46396761133603237,2.266101694915254,0.28825910931174087,0.3263525305410122,1.132149930388062,1.1206113367586568,1.0019400352733685,30.94018486342561,2018
train_score_q20,1230,416,0.3382113821138211,1.6405633802816901,0.2105691056910569,0.20192307692307693,0.9589397089397089,0.9362107860380448,0.6792452830188679,-14.441412203027763,2019
train_score_q20,1215,256,0.21069958847736625,0.9819178082191782,0.2674897119341564,0.265625,0.9930288461538461,1.042615163295339,0.7492884250474383,3.968927594404941,2020
train_score_q20,1240,170,0.13709677419354838,0.6538461538461539,0.2314516129032258,0.21176470588235294,0.9149415863906538,0.8596424815348215,0.5079365079365079,2.2502659650041443,2021
train_score_q20,1235,422,0.3417004048582996,1.6689265536723166,0.2777327935222672,0.2938388625592417,1.0579912398270073,1.0709546241830725,0.84,8.352702303303895,2022
train_score_q20,1235,613,0.49635627530364373,2.4242937853107343,0.3781376518218624,0.4274061990212072,1.1302926248205372,1.1276937423269637,1.0623655913978494,50.16419132171958,2023
train_score_q20,1240,337,0.2717741935483871,1.3327683615819208,0.3379032258064516,0.4332344213649852,1.2821257338725098,1.2314416597186788,1.0693200663349918,42.08073936496556,2024
train_score_q20,1235,179,0.14493927125506073,0.7059154929577464,0.22186234817813766,0.33519553072625696,1.5108265709741873,1.404451150849038,1.1026785714285714,22.037101677859898,2025
train_score_q20,780,70,0.08974358974358974,0.4375,0.3423076923076923,0.6571428571428571,1.9197431781701444,1.894503759398496,1.368421052631579,110.04913101954706,2026
train_score_q30,330,101,0.30606060606060603,1.504255319148936,0.2878787878787879,0.33663366336633666,1.1693590411672745,1.2912593776641093,0.8034782608695652,11.142578735737114,2013
train_score_q30,1235,363,0.29392712550607286,1.396153846153846,0.357085020242915,0.4132231404958678,1.1572121961732351,1.198305742378311,0.9025185958501891,108.16910275748607,2014
train_score_q30,1235,481,0.3894736842105263,1.85,0.26558704453441295,0.3305613305613306,1.2446440342781806,1.2546185880595888,1.1405483405483405,13.814256221866842,2015
train_score_q30,1240,592,0.4774193548387097,2.2706849315068487,0.1620967741935484,0.1570945945945946,0.9691407825736184,0.9786888220571852,0.7755193209738664,-40.03713593270936,2016
train_score_q30,1235,11,0.008906882591093117,0.043502824858757075,0.21700404858299596,0.18181818181818182,0.8378561736770692,0.3590116279069767,0.0,31.349702563336795,2017
train_score_q30,1235,655,0.5303643724696356,2.5903954802259888,0.28825910931174087,0.31755725190839695,1.101638219401321,1.0960858858925184,1.0478126380910295,28.682492946586724,2018
train_score_q30,1230,546,0.44390243902439025,2.1532394366197183,0.2105691056910569,0.23626373626373626,1.122024693453265,1.1201134649479856,0.8794438927507447,-8.725441752496915,2019
train_score_q30,1215,352,0.2897119341563786,1.35013698630137,0.2674897119341564,0.24431818181818182,0.9133741258741259,0.9255730205413475,0.7126099706744868,-1.7026235636880087,2020
train_score_q30,1240,299,0.2411290322580645,1.15,0.2314516129032258,0.23745819397993312,1.0259517788680037,1.002890193942488,0.7085714285714285,4.916260639785169,2021
train_score_q30,1235,493,0.3991902834008097,1.9497175141242937,0.2777327935222672,0.29411764705882354,1.0589950265820613,1.0742648118999758,0.8921739130434784,6.379019356465871,2022
train_score_q30,1235,765,0.6194331983805668,3.0254237288135597,0.3781376518218624,0.4261437908496732,1.12695413640117,1.1231830963422804,1.0599999999999998,41.37544656904287,2023
train_score_q30,1240,495,0.39919354838709675,1.9576271186440681,0.3379032258064516,0.39595959595959596,1.1718136014078735,1.1352672623186428,0.9016456180635285,32.841597533466704,2024
train_score_q30,1235,288,0.23319838056680162,1.1357746478873239,0.22186234817813766,0.3020833333333333,1.3615799878345498,1.3492931654380347,0.9241496598639455,11.83786544084653,2025
train_score_q30,780,124,0.15897435897435896,0.775,0.3423076923076923,0.6290322580645161,1.8376223269300471,1.8617837104839396,1.2163742690058479,122.46100840173078,2026
train_score_q40,330,130,0.3939393939393939,1.9361702127659577,0.2878787878787879,0.36153846153846153,1.2558704453441294,1.33260502599209,0.9565217391304347,16.893122693804848,2013
train_score_q40,1235,442,0.35789473684210527,1.7,0.357085020242915,0.38461538461538464,1.0770975056689343,1.0963949892587788,0.8811277330264671,96.34024365752674,2014
train_score_q40,1235,558,0.4518218623481781,2.1461538461538465,0.26558704453441295,0.31899641577060933,1.2010993093801907,1.2017974055810925,1.1291797283176592,10.361351490356888,2015
train_score_q40,1240,736,0.5935483870967742,2.8230136986301364,0.1620967741935484,0.14945652173913043,0.9220203331170235,0.9295562708319922,0.861111111111111,-39.65982169212584,2016
train_score_q40,1235,32,0.025910931174089068,0.1265536723163842,0.21700404858299596,0.21875,1.008045708955224,1.2487387999597304,0.0,15.912662261251693,2017
train_score_q40,1235,728,0.5894736842105263,2.8790960451977403,0.28825910931174087,0.3076923076923077,1.0674157303370788,1.0643362451800107,1.0363636363636364,23.91397627727675,2018
train_score_q40,1230,681,0.5536585365853659,2.685633802816901,0.2105691056910569,0.23201174743024963,1.1018318507305291,1.0955511355370302,0.9617542070372258,-6.937779446021101,2019
train_score_q40,1215,439,0.36131687242798355,1.683835616438356,0.2674897119341564,0.2505694760820046,0.9367443490450325,0.9367493864981296,0.7838709677419355,0.8776527502760213,2020
train_score_q40,1240,432,0.34838709677419355,1.6615384615384614,0.2314516129032258,0.2523148148148148,1.090140663311395,1.0970517185702549,0.9294532627865961,7.318118701384503,2021
train_score_q40,1235,560,0.4534412955465587,2.2146892655367236,0.2777327935222672,0.2910714285714286,1.0480268638067474,1.0576017978437333,0.8887096774193548,1.5404994705414539,2022
train_score_q40,1235,875,0.708502024291498,3.4604519774011293,0.3781376518218624,0.41942857142857143,1.1091954726215967,1.1107697863814592,1.0452568473022217,41.7814041504137,2023
train_score_q40,1240,608,0.49032258064516127,2.4045197740112996,0.3379032258064516,0.38980263157894735,1.1535925135033287,1.1352765853495763,1.0153743315508021,31.413946463652128,2024
train_score_q40,1235,424,0.34331983805668015,1.6721126760563378,0.22186234817813766,0.2688679245283019,1.2118681999724554,1.2267361003645345,0.7755102040816326,-8.59473801392971,2025
train_score_q40,780,197,0.25256410256410255,1.23125,0.3423076923076923,0.5685279187817259,1.6608680773398734,1.6761515500462867,0.961593172119488,107.02311694334514,2026
past_oof_previous_fold_q15,960,127,0.13229166666666667,0.6395683453237411,0.3541666666666667,0.5433070866141733,1.5340435386753126,1.5449565188494074,1.4222222222222223,284.19592210739376,2014
past_oof_previous_fold_q15,1235,432,0.3497975708502024,1.6615384615384614,0.26558704453441295,0.32407407407407407,1.2202179313459802,1.2325496504089029,1.0847972972972975,19.57317314401677,2015
past_oof_previous_fold_q15,1240,234,0.18870967741935485,0.8975342465753424,0.1620967741935484,0.17094017094017094,1.0545562784368754,1.0052242600138919,0.8010335917312661,-63.80024607082407,2016
past_oof_previous_fold_q15,1235,57,0.046153846153846156,0.22542372881355935,0.21700404858299596,0.2631578947368421,1.2126865671641789,0.8821428571428571,0.0,-10.95035009931258,2017
past_oof_previous_fold_q15,1235,686,0.5554655870445344,2.7129943502824863,0.28825910931174087,0.3177842565597668,1.1024257214924493,1.0899086757096295,1.004460186278368,27.5336916603167,2018
past_oof_previous_fold_q15,1230,226,0.183739837398374,0.8912676056338027,0.2105691056910569,0.13716814159292035,0.6514162708852974,0.6417648830706135,0.3937575030012005,-23.702427569628604,2019
past_oof_previous_fold_q15,1215,137,0.11275720164609053,0.5254794520547945,0.2674897119341564,0.3284671532846715,1.227961819202695,1.2750405402335896,0.6123991935483871,14.030867042360908,2020
past_oof_previous_fold_q15,1240,224,0.18064516129032257,0.8615384615384615,0.2314516129032258,0.22321428571428573,0.9644101543056247,0.9169694902939642,0.43738977072310403,2.088935392845065,2021
past_oof_previous_fold_q15,1235,363,0.29392712550607286,1.435593220338983,0.2777327935222672,0.2837465564738292,1.0216530531929418,1.0335295347072178,0.7511627906976744,4.885537489874991,2022
past_oof_previous_fold_q15,1235,206,0.16680161943319838,0.8146892655367232,0.3781376518218624,0.4174757281553398,1.1040311012245065,1.1190446680971848,0.9798052650558962,30.88282746302704,2023
past_oof_previous_fold_q15,1240,279,0.225,1.1033898305084746,0.3379032258064516,0.4157706093189964,1.230442853354548,1.2352325123624877,0.9492822966507176,37.6601924391593,2024
past_oof_previous_fold_q15,1235,206,0.16680161943319838,0.8123943661971831,0.22186234817813766,0.33980582524271846,1.5316065480830559,1.4751141846774012,1.1026785714285714,29.709584526964523,2025
past_oof_previous_fold_q15,780,135,0.17307692307692307,0.84375,0.3423076923076923,0.6074074074074074,1.77444860590928,1.7903483977322985,1.1973684210526316,109.32381764649875,2026
past_oof_expanding_q15,960,118,0.12291666666666666,0.5942446043165468,0.3541666666666667,0.5423728813559322,1.5314057826520437,1.5574147121115705,1.4117647058823528,289.0422092401946,2014
