policy,n_test,n_signals,signal_share,frequency,base_rate,hit_rate,aggregate_lift,mean_corridor_lift,min_corridor_lift,benefit_bps,period
future_test_top15_noncausal,2470,328,0.13279352226720648,0.6395543175487466,0.32793522267206476,0.45426829268292684,1.3852378801565794,1.4006382835635953,1.0756668481219378,78.70452375760927,2022-2023
future_test_top15_noncausal,3255,547,0.16804915514592933,0.7993736951983298,0.29493087557603687,0.43327239488117003,1.4690642138939671,1.465905162122267,1.2924764890282132,48.08112561533781,2024-2026
train_score_q15,2470,909,0.3680161943319838,1.7724233983286908,0.32793522267206476,0.37403740374037403,1.1405831941218814,1.138857668998209,0.9299698795180723,33.824664108375046,2022-2023
train_score_q15,3255,417,0.12811059907834102,0.6093945720250521,0.29493087557603687,0.4316546762589928,1.4635791366906474,1.414695101139318,1.1843541540327471,41.89447792331531,2024-2026
train_score_q20,2470,1035,0.4190283400809717,2.018105849582173,0.32793522267206476,0.37294685990338167,1.1372577085942626,1.1344618213849316,0.9689494680851063,33.11641512290661,2022-2023
train_score_q20,3255,586,0.18003072196620584,0.8563674321503132,0.29493087557603687,0.4300341296928328,1.4580844709897611,1.4125136182707294,1.1580459770114944,44.07728590050958,2024-2026
train_score_q30,2470,1258,0.5093117408906883,2.452924791086351,0.32793522267206476,0.3744038155802862,1.1417005240534652,1.1408451411800884,1.0081632653061223,27.66063049924918,2022-2023
train_score_q30,3255,907,0.2786482334869432,1.3254697286012527,0.29493087557603687,0.3980154355016538,1.3495210859977949,1.3294773022626045,1.0932601880877741,38.424543624966304,2024-2026
train_score_q40,2470,1435,0.5809716599190283,2.798050139275766,0.32793522267206476,0.3693379790940767,1.1262528498300857,1.1258738355807032,1.0817518248175182,26.07763647046355,2022-2023
train_score_q40,3255,1229,0.3775729646697389,1.7960334029227556,0.29493087557603687,0.37672904800650936,1.2773469283970709,1.2656238823911317,1.0592032750747913,29.73072788432327,2024-2026
past_oof_previous_fold_q15,2470,569,0.23036437246963562,1.1094707520891365,0.32793522267206476,0.3321616871704745,1.012888107791447,1.0053887003778033,0.750233644859813,14.297561627782407,2022-2023
past_oof_previous_fold_q15,3255,620,0.19047619047619047,0.9060542797494782,0.29493087557603687,0.432258064516129,1.465625,1.452364874366312,1.2009365687526605,50.62271529896366,2024-2026
past_oof_expanding_q15,2470,653,0.26437246963562755,1.2732590529247911,0.32793522267206476,0.39203675344563554,1.1954701000132344,1.21269276981013,0.98896484375,47.807593268396396,2022-2023
past_oof_expanding_q15,3255,350,0.10752688172043011,0.511482254697286,0.29493087557603687,0.43142857142857144,1.4628125,1.3912609500212416,1.1224137931034481,40.776851241844895,2024-2026
past_oof_rolling_120_q15,2470,403,0.1631578947368421,0.7857938718662952,0.32793522267206476,0.3746898263027295,1.1425726802070888,1.1313398335266112,0.9379746835443038,28.816318765894724,2022-2023
past_oof_rolling_120_q15,3255,580,0.1781874039938556,0.8475991649269309,0.29493087557603687,0.42758620689655175,1.4497844827586208,1.436605305235171,1.107142857142857,48.9625845157572,2024-2026
past_oof_rolling_250_q15,2470,491,0.19878542510121458,0.9573816155988858,0.32793522267206476,0.3380855397148676,1.0309522013527443,1.0131932461529503,0.7303763440860216,14.440889523585424,2022-2023
past_oof_rolling_250_q15,3255,445,0.13671274961597543,0.6503131524008351,0.29493087557603687,0.43595505617977526,1.4781601123595505,1.460279218106811,1.140664423885618,46.84789874030129,2024-2026
past_oof_previous_fold_q20,2470,632,0.25587044534412956,1.2323119777158775,0.32793522267206476,0.33544303797468356,1.0228942022190968,1.0110797979837716,0.8054347826086956,10.852395699406872,2022-2023
past_oof_previous_fold_q20,3255,725,0.2227342549923195,1.0594989561586636,0.29493087557603687,0.4289655172413793,1.4544612068965517,1.4440250844637286,1.1758620689655173,49.28745737637897,2024-2026
past_oof_expanding_q20,2470,818,0.3311740890688259,1.5949860724233984,0.32793522267206476,0.3863080684596577,1.1780011470313019,1.1905017881469289,0.9953125,38.0419032184604,2022-2023
past_oof_expanding_q20,3255,497,0.15268817204301074,0.7263048016701461,0.29493087557603687,0.4346076458752515,1.4735915492957747,1.4423939240243484,1.334641518275539,47.0659568364463,2024-2026
past_oof_rolling_120_q20,2470,515,0.20850202429149797,1.0041782729805013,0.32793522267206476,0.3844660194174757,1.1723840345199568,1.1643060398732303,0.8420454545454544,30.183174575036485,2022-2023
past_oof_rolling_120_q20,3255,700,0.21505376344086022,1.022964509394572,0.29493087557603687,0.4057142857142857,1.3756249999999999,1.3697622615917198,1.1107219827586206,43.79720844805325,2024-2026
past_oof_rolling_250_q20,2470,595,0.2408906882591093,1.16016713091922,0.32793522267206476,0.33277310924369746,1.0147525676937441,1.0075908814889343,0.7248913043478261,7.452698363985003,2022-2023
past_oof_rolling_250_q20,3255,579,0.17788018433179723,0.8461377870563673,0.29493087557603687,0.4265975820379965,1.4464324265975819,1.4260881308745301,1.1623702711750918,49.870723709729106,2024-2026
