candidate,control,h,metric,block_dates,draws,estimate,ci_lo,ci_hi,difference,delta_lo,delta_hi
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,1,lift,20,1000,1.9439077036484145,1.7817894157927106,2.1174105871475994,-0.0040734589907058805,-0.01198933881379921,0.003917033113186844
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,1,sym,20,1000,31.491213985953774,25.199470823353778,38.68436985386561,0.4310074828578081,-0.44910427992206486,1.489572963960884
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,1,forward,20,1000,93.66926606785961,81.59774220877576,107.79217749955696,-0.07767311134489319,-1.6051569291318422,1.6916511362324875
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,3,lift,20,1000,2.4066344859475715,2.1260244367257837,2.7225138105327766,0.004510705582732477,-0.025092134477804673,0.037677857564383826
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,3,sym,20,1000,61.56320017602866,49.97584487188791,76.52044307173891,0.927330033018329,-0.5082752662555003,2.5894209194131954
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,3,forward,20,1000,122.0069161682896,102.54149505074882,141.8391082794944,0.6475884986269875,-2.1935375941793156,3.6333531628438425
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,5,lift,20,1000,2.4660540982240726,2.1607136619328946,2.8025132175989014,0.019828825748165357,-0.016046270883826007,0.060403984258554415
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,5,sym,20,1000,73.81945344223817,58.46232484313683,91.60504774904352,0.9189896653130489,-0.9052698070893653,3.173642590085068
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,5,forward,20,1000,131.01360615314445,105.72701030624226,156.0002506754419,0.7756974655226827,-2.0941486607302364,4.1557873312231175
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,10,lift,20,1000,2.464507210090248,2.135221657839255,2.874360059070981,0.035525090079378874,-0.004441722078174514,0.0803373225506594
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,10,sym,20,1000,78.19786494920325,58.463300477730655,98.56698424560415,1.1739825859043833,-1.3216805122216266,4.343773402545712
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,10,forward,20,1000,130.19876965938565,95.12730821784014,162.2009992871921,1.7745478676513642,-1.811546442922068,5.8981312807407
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,20,lift,20,1000,2.4720622641601078,2.080371223080654,2.9376317516541253,0.06096181000062861,-0.001496124724765779,0.14491204339801197
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,20,sym,20,1000,86.40367914461534,54.398515856302346,116.52519171521246,0.6434986367007554,-1.2809835895036432,2.8208589901256675
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,20,forward,20,1000,124.7358154062743,60.24758265122157,180.0059100067637,0.42775705989051005,-7.770034399449836,7.3854336285108815
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,1,lift,50,1000,1.9439077036484145,1.7519377372690006,2.139407244096496,-0.0040734589907058805,-0.010369475980364978,0.005640259536478691
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,1,sym,50,1000,31.491213985953774,24.50943475516945,39.184479185050385,0.4310074828578081,-0.4492698073417542,1.4389861512407764
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,1,forward,50,1000,93.66926606785961,78.8046751066008,108.90022652350865,-0.07767311134489319,-2.157343479080884,1.9418804656470097
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,3,lift,50,1000,2.4066344859475715,2.0816068619682166,2.788841501502317,0.004510705582732477,-0.02258776650225659,0.03247352987101889
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,3,sym,50,1000,61.56320017602866,48.01915589282529,76.84265414389331,0.927330033018329,-0.5849836087025431,2.5368226423874005
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,3,forward,50,1000,122.0069161682896,101.94167761548763,141.6118399032432,0.6475884986269875,-2.9592020982640888,3.773637083661491
soft730_pace_competence_dual_month24_cap2,roll_cat_dual_pace_month24_cap2,5,lift,50,1000,2.4660540982240726,2.12478103695506,2.8583966440843622,0.019828825748165357,-0.008140079832206003,0.05408737594621531
