rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,stage1_rate_target,stage1_rolling_window,stage1_cooldown_days,robustness
0.3,905,1.7646239554317549,120,0,0.3524861878453039,0.32793522267206476,1.0748652888616057,0.4826982002082404,30.562080787709583,0.9792380789733706,0.9939081251462206,1,2,1.5891364902506964,1.988857938718663,0.812141625566382,0.9477777777777778,local_logit_top80_5y__global_xgb_offset,0.3,120,0,0.812141625566382
0.25,711,1.386350974930362,120,0,0.33755274261603374,0.32793522267206476,1.0293274990883992,0.5021463632307006,2.724167974957321,0.8942624668915186,0.9825688838013253,1,2,1.286908077994429,1.5501392757660168,0.7076730235473184,0.896600566572238,local_logit_top80_5y__global_hist_residual,0.25,120,0,0.7076730235473184
0.35,839,1.635933147632312,120,0,0.2765196662693683,0.32793522267206476,0.8432142909695552,0.43277331548415887,-15.61160618687374,0.7364829048502518,0.8026627443448019,0,2,1.3551532033426184,1.7938718662952646,0.6663669064748201,0.8992805755395683,extra_top80_5y__local_hist_residual,0.35,120,0,0.6663669064748201
0.3,726,1.4155988857938717,120,0,0.28236914600550966,0.32793522267206476,0.8610515933748258,0.46810538450096684,-35.806572813984374,0.6602788475193597,0.8246753463765298,0,2,1.3356545961002786,1.511142061281337,0.7646747321683164,0.8876560332871013,local_cat_top80_5y__global_hist_residual,0.3,120,0,0.6602788475193597
0.2,398,0.7760445682451254,0,0,0.19597989949748743,0.32793522267206476,0.5976177182207333,0.4351870444741931,-94.50842568372339,0.7056419121848309,0.7056419121848309,0,1,0.7311977715877438,0.818941504178273,0.4955246913580247,0.9541984732824428,local_cat_top80_5y__global_ridge_residual,0.2,0,0,0.4955246913580247
0.25,681,1.3278551532033425,120,0,0.25697503671071953,0.32793522267206476,0.7836152354018238,0.43033244087460953,-36.08803991381614,0.472416930297955,0.6935348646595312,0,2,1.2381615598885793,1.4331476323119778,0.6810661764705883,0.9171597633136095,local_cat_top80_5y__global_xgb_offset,0.25,120,0,0.472416930297955
0.2,280,0.5459610027855153,500,0,0.24642857142857144,0.32793522267206476,0.7514550264550265,0.4421790867172393,14.14360482579869,0.46347601492306667,0.7432962607394253,1,2,0.38997214484679665,0.7701949860724234,0.55812902496893,0.8945454545454545,extra_top80_5y__local_extra_residual,0.2,500,0,0.46347601492306667
0.25,366,0.7136490250696379,0,0,0.19672131147540983,0.32793522267206476,0.5998785670916819,0.4453815261044176,-64.16647911676331,0.6529727443360561,0.6549606190096219,0,2,0.3802228412256268,1.033426183844011,0.4540441176470588,0.8670360110803325,hist_top80_expand__local_hist_residual,0.25,0,0,0.4540441176470588
