rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,robustness
0.25,1150,1.109579600275672,500,0,0.31130434782608696,0.24577822990844353,1.2666066801036568,0.569620835469677,4.65249763953866,1.2435128395228146,1.2910305118259173,4,4,0.9359062715368711,1.2350103376981392,1.2210381799163181,0.8724890829694323,local_hist_window3,1.2210381799163181
0.25,1357,1.3093039283252927,120,0,0.3220338983050847,0.24577822990844353,1.3102620945111685,0.5747535314431084,12.937086316285646,1.1866138059701492,1.274169216068455,4,4,1.244658855961406,1.3507925568573398,1.1926086077366973,0.8646449704142012,global_hist_window5,1.1866138059701492
0.35,1439,1.38842177808408,500,0,0.29325920778318276,0.24577822990844353,1.1931862634555823,0.5509051249024131,8.710311787403466,1.143529411764706,1.2034474343937664,4,4,1.3459682977257064,1.4376292212267403,1.119076836642666,0.8598326359832636,global_hist_window_equal,1.119076836642666
0.35,1214,1.171330117160579,0,0,0.3039538714991763,0.24577822990844353,1.236699733790109,0.5716211454256043,8.354679104525722,1.2326468463289388,1.2938909387159292,4,4,1.0806340454858718,1.230186078566506,1.1158926728586174,0.8577336641852771,global_hist_window3,1.1158926728586174
0.25,1087,1.0487939352170916,0,0,0.29898804047838085,0.24577822990844353,1.216495214363611,0.5332965911993954,8.185298021023302,1.1041608542369443,1.1884861008961245,4,4,0.9117849758787043,1.191592005513439,1.117771280051982,0.899260628465804,global_extra_decay1p0,1.1041608542369443
0.3,1224,1.1809786354238456,0,0,0.3047385620915033,0.24577822990844353,1.2398924111587242,0.5535417600851799,4.654925365418632,1.1152998004830412,1.2280386701905688,4,4,0.9841488628532047,1.2832529290144727,1.0887275412256954,0.9376538146021329,global_extra_window3,1.0887275412256954
0.25,1338,1.2909717436250863,120,0,0.2907324364723468,0.24577822990844353,1.1829055672695237,0.5453855422978184,14.2696315558756,1.0878415869052576,1.2120797688378961,4,4,1.191592005513439,1.3700895933838733,1.1018031189083821,0.9152288072018004,local_extra_window3,1.0878415869052576
0.2,989,0.9542384562370779,0,0,0.2942366026289181,0.24577822990844353,1.1971629982790832,0.5249857304151623,9.54174327725061,1.1630241648898365,1.2316178030463745,3,3,0.8056512749827706,1.0661612680909718,1.0836569538746776,0.9441056910569106,global_extra_window_short,1.0836569538746776
0.3,1500,1.447277739490007,250,0,0.2946666666666667,0.24577822990844353,1.198912803532009,0.5471001255902115,3.2643076041786347,1.0857492066214942,1.1664544189084096,4,4,1.3025499655410062,1.529290144727774,1.075909556928704,0.9123745819397994,global_extra_window5,1.075909556928704
0.25,1022,0.9860785665058581,0,0,0.27690802348336596,0.24577822990844353,1.1266580591231323,0.5392844573627484,2.8663575274247357,1.1908854603387558,1.2210859809323011,4,4,0.906960716747071,1.0854583046175053,1.0549178798058978,0.855457227138643,global_hist_window2,1.0549178798058978
0.25,1003,0.9677463818056513,500,0,0.27916251246261214,0.24577822990844353,1.135830917842499,0.5373787196944388,3.731016043482021,1.130952380952381,1.1912447903069507,4,4,0.9214334941419711,0.9986216402481048,1.0515618314077877,0.843687374749499,global_hist_window_short,1.0515618314077877
0.35,1857,1.7917298414886285,120,0,0.2789445341949381,0.24577822990844353,1.1349440277881795,0.5326837136471718,8.57297583078658,1.0501296456352636,1.1476640402902665,4,4,1.7415575465196418,1.828394210889042,1.063402474013452,0.9114470842332614,global_hist_decay2p0,1.0501296456352636
0.35,1857,1.7917298414886285,120,0,0.2789445341949381,0.24577822990844353,1.1349440277881795,0.5326837136471718,8.57297583078658,1.0501296456352636,1.1476640402902665,4,4,1.7415575465196418,1.828394210889042,1.063402474013452,0.9114470842332614,global_hist_postshock4_decay2,1.0501296456352636
0.25,1504,1.4511371467953136,120,0,0.2958776595744681,0.24577822990844353,1.2038399808017473,0.5494504758314768,11.053490161373075,1.044718179289886,1.16992372899997,4,4,1.3266712611991731,1.582356995175741,1.0319817421072652,0.9172781854569713,global_extra_decay2p0,1.0319817421072652
0.25,1504,1.4511371467953136,120,0,0.2958776595744681,0.24577822990844353,1.2038399808017473,0.5494504758314768,11.053490161373075,1.044718179289886,1.16992372899997,4,4,1.3266712611991731,1.582356995175741,1.0319817421072652,0.9172781854569713,global_extra_postshock4_decay2,1.0319817421072652
0.3,1380,1.3314955203308063,250,0,0.28840579710144926,0.24577822990844353,1.1734391496304828,0.5411963360886957,5.914388324334284,1.0853598014888337,1.137187281867329,4,4,1.2639558924879395,1.4424534803583735,1.012663243311779,0.9294545454545454,global_extra_window_equal,1.012663243311779
0.4,1892,1.825499655410062,120,0,0.27906976744186046,0.24577822990844353,1.1354535653780995,0.5376937001234464,10.147645120171036,1.0071286472148542,1.1518438347562463,4,4,1.7801516195727085,1.8911095796002757,1.086613892454714,0.9051404345521993,global_hist_decay1p0,1.0071286472148542
0.3,1474,1.4221915920055135,120,0,0.2774762550881954,0.24577822990844353,1.128970027945762,0.5337607435011978,9.652918402238656,1.0135702561361988,1.1882015886646817,4,4,1.3314955203308063,1.529290144727774,0.999049668043768,0.9251191286589516,global_extra_window2,0.999049668043768
