rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,robustness
0.25,1339,1.2919365954514128,120,0,0.292755787901419,0.24577822990844353,1.1911379946485714,0.5477987546381734,3.8294990475217534,1.1190648785791955,1.171208381553209,4,4,1.2543073742246726,1.3556168159889732,1.1068472306755934,0.8590704647676162,global_gmm3_hist,1.1068472306755934
0.2,1079,1.0410751206064783,500,0,0.28637627432808155,0.24577822990844353,1.165181612849769,0.5553256815010799,6.289101496075654,1.0733990023681161,1.1503075136325924,4,4,0.9600275671950379,1.0902825637491387,1.0747461155148126,0.8361266294227188,global_compact_hist,1.0733990023681161
0.4,2086,2.012680909717436,500,0,0.2813998082454458,0.24577822990844353,1.1449338224556012,0.5424128237788898,12.416912292867426,1.0691707827767636,1.1115812482035832,4,4,1.9104066161268092,2.1130254996554103,1.0878855245658148,0.9356078808265257,global_path_knn300,1.0691707827767636
0.3,1646,1.588146106133701,500,0,0.2800729040097205,0.24577822990844353,1.1395350357680267,0.5333073101363627,9.834162702133426,1.0688624710147294,1.107391590559872,4,4,1.4713990351481738,1.7512060647829084,1.09214476514668,0.9189518586227909,local_path_knn150,1.0688624710147294
0.25,1400,1.3507925568573398,500,0,0.29285714285714287,0.24577822990844353,1.1915503784295176,0.5461153232563416,10.672586110507835,1.117141564902759,1.189060033285788,4,4,1.1481736733287389,1.5485871812543075,1.060885302517102,0.9275985663082438,local_compact_extra,1.060885302517102
0.2,1050,1.0130944176430048,250,0,0.2904761904761905,0.24577822990844353,1.181862976978871,0.5453234617878829,4.2734532844172906,1.0558133854421106,1.0963024620487307,4,4,0.9166092350103378,1.0999310820124053,1.0576210400478183,0.8870813397129187,global_compact_extra,1.0558133854421106
0.3,1595,1.5389386629910407,120,0,0.2852664576802508,0.24577822990844353,1.160666092300027,0.5419913239137697,1.803963184431552,1.0625444207533759,1.1596485028979306,4,4,1.500344589937974,1.6354238456237078,1.0555411559965935,0.9238993710691824,global_floor_q25,1.0555411559965935
0.2,1056,1.0188835286009648,120,0,0.30303030303030304,0.24577822990844353,1.2329420028095526,0.5353295045885982,12.908450697077427,1.2077967019740008,1.262220456860051,4,4,0.9359062715368711,1.0902825637491387,1.0481852567197811,0.8858230256898192,local_floor_q35,1.0481852567197811
0.2,1074,1.0362508614748451,120,0,0.28212290502793297,0.24577822990844353,1.1478758925598431,0.5415407935943632,1.0332983986774107,1.0919137962792413,1.1635355728918202,4,4,0.9889731219848381,1.0661612680909718,1.0422007232245971,0.8811973807296539,global_floor_q50,1.0422007232245971
0.25,1309,1.2629910406616127,120,0,0.28418640183346067,0.24577822990844353,1.156271659777698,0.5451403466146918,3.63034238666775,1.0716649967795033,1.1504000591389023,4,4,1.162646450723639,1.3893866299104067,1.037599184683701,0.8611963190184049,local_compact_hist,1.037599184683701
0.3,1743,1.6817367332873883,0,0,0.2794033275960987,0.24577822990844353,1.1368107244493586,0.5249815991582062,9.491414192757718,1.0291113381001022,1.0622602073418999,4,4,1.4810475534114405,1.838042729152309,1.0607134992292448,0.9430379746835443,local_path_knn300,1.0291113381001022
0.3,1639,1.5813921433494142,500,0,0.2654057352043929,0.24577822990844353,1.0798585997761516,0.5092857257702896,3.6373737771830355,1.0286924467444087,1.0786410889785398,4,4,1.3411440385940732,1.717436250861475,1.0478906270820563,0.9277845777233782,local_shrinkage_lda,1.0286924467444087
0.4,2086,2.012680909717436,120,0,0.2598274209012464,0.24577822990844353,1.057162064345717,0.513699024755385,2.2592265921363195,1.032398858485815,1.0534600709382769,4,4,1.8090971743625086,2.2963473466574778,1.0266888888888888,0.9413743392599712,local_compact_logit,1.0266888888888888
0.2,1152,1.1115093039283253,250,0,0.2734375,0.24577822990844353,1.1125375103476822,0.5220765439288835,13.463497517942903,1.0061514298802434,1.0527991919419648,4,4,0.9889731219848381,1.3797381116471399,1.0589227642276422,0.8788142981691369,local_spline_logit,1.0061514298802434
0.4,1925,1.8573397656788422,500,0,0.27584415584415584,0.24577822990844353,1.1223294917003526,0.513296394685551,5.940980395708328,1.010881010881011,1.1129343477174036,4,4,1.6595451412818747,2.0358373535492764,0.9820295237647502,0.9375,global_compact_logit,0.9820295237647502
0.2,1094,1.0555478980013784,500,0,0.26691042047531993,0.24577822990844353,1.0859807256922165,0.510381960386382,4.651655058779744,0.9800599586839321,1.054026852185115,3,4,0.8008270158511371,1.2639558924879395,1.028242677824268,0.8797061524334252,local_survival_logit,0.9800599586839321
0.35,1836,1.7714679531357684,120,0,0.2826797385620915,0.24577822990844353,1.1501414859542052,0.5098198861291596,8.176329535264008,1.022869022869023,1.1339727816941476,4,4,1.6884906960716748,1.9297036526533426,0.9636102809324567,0.9415619879847078,global_shrinkage_lda,0.9636102809324567
0.3,1615,1.5582356995175741,500,0,0.2606811145510836,0.24577822990844353,1.06063549504849,0.5083082927055848,4.7434487181058484,0.9385444168052863,0.9833713165441414,2,4,1.4376292212267403,1.6836664369400414,0.9758529082774048,0.9099378881987578,global_spline_logit,0.9385444168052863
0.35,1601,1.5447277739490006,250,0,0.2654590880699563,0.24577822990844353,1.0800756770395987,0.5124033732494636,3.597694322343069,0.931482699971446,1.0062297494830297,2,4,1.447277739490007,1.6450723638869746,0.9359644887887566,0.9223057644110275,global_survival_logit,0.931482699971446
