rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate
0.2,425,0.8252427184466019,0,0,0.30823529411764705,0.23885480572597137,1.290471394037067,0.5703329149889954,14.753553599050703,1.1780866192630899,1.3001287265993149,2,2,0.7281553398058253,0.9029126213592233,1.0020491803278688,0.8595238095238096,equal
0.2,551,1.0699029126213593,120,0,0.279491833030853,0.23885480572597137,1.1701327598637596,0.5703329149889954,12.237536734014624,1.1568069666182874,1.1761840810897415,2,2,0.9029126213592233,1.203883495145631,1.056307603686636,0.8791208791208791,equal
0.2,457,0.887378640776699,250,0,0.2910284463894967,0.23885480572597137,1.2184324510656155,0.5703329149889954,9.107675861096023,1.1515796703296703,1.2280177835301225,2,2,0.7766990291262136,1.0,0.9584818246614397,0.8672566371681416,equal
0.2,480,0.9320388349514563,500,0,0.3020833333333333,0.23885480572597137,1.2647153253424657,0.5703329149889954,12.55241653807329,1.1710843373493975,1.2742550002446733,2,2,0.8640776699029126,0.9902912621359223,0.9503971607233395,0.871578947368421,equal
0.2,230,0.44660194174757284,250,3,0.30434782608695654,0.23885480572597137,1.2741959499702205,0.5703329149889954,9.988461031951879,1.257800143781452,1.2852707282613824,2,2,0.4174757281553398,0.46601941747572817,0.8810810810810812,0.7244444444444444,equal
0.25,522,1.0135922330097087,0,0,0.29693486590038315,0.23885480572597137,1.243160525901433,0.5703329149889954,14.579058255568375,1.153355155482815,1.2494575005213302,2,2,0.970873786407767,1.0970873786407767,0.9543325526932084,0.8800773694390716,equal
0.25,672,1.3048543689320389,120,0,0.28720238095238093,0.23885480572597137,1.2024140777886496,0.5703329149889954,14.575020015567711,1.1772255152536844,1.2077585960155828,2,2,1.1650485436893203,1.4368932038834952,1.0915178571428572,0.904047976011994,equal
0.25,571,1.10873786407767,250,0,0.29422066549912435,0.23885480572597137,1.231797135522875,0.5703329149889954,12.895524445803757,1.1615934065934066,1.2417448384716425,2,2,1.0485436893203883,1.174757281553398,1.0107626514611545,0.8886925795053003,equal
0.25,587,1.1398058252427186,500,0,0.303236797274276,0.23885480572597137,1.269544468040419,0.5703329149889954,16.078450305159823,1.2292568448500651,1.2733130365890988,2,2,1.0097087378640777,1.2135922330097086,1.06669751454257,0.8831615120274914,equal
0.25,279,0.541747572815534,250,3,0.27956989247311825,0.23885480572597137,1.170459566946531,0.5703329149889954,9.247185084967846,1.0984162004570168,1.1722850233054314,2,2,0.5242718446601942,0.5728155339805825,0.8164845173041894,0.7518248175182481,equal
0.3,629,1.221359223300971,0,0,0.31001589825119236,0.23885480572597137,1.2979261493564473,0.5703329149889954,18.089657821909306,1.2234965034965035,1.3026613339656818,2,2,1.116504854368932,1.3300970873786409,1.1014891753222376,0.8910256410256411,equal
0.3,789,1.5320388349514564,120,0,0.28390367553865653,0.23885480572597137,1.1886035731027658,0.5703329149889954,13.210228527780503,1.1844115441237744,1.1951834395556837,2,2,1.3980582524271845,1.6407766990291262,1.1071489217184582,0.9196428571428571,equal
0.3,684,1.3281553398058255,250,0,0.29678362573099415,0.23885480572597137,1.2425273371785628,0.5703329149889954,15.320667017199593,1.220269344898425,1.2465327007780767,2,2,1.233009708737864,1.3883495145631068,1.144711640774633,0.898379970544919,equal
0.3,709,1.3766990291262138,500,0,0.2947813822284908,0.23885480572597137,1.2341446567614043,0.5703329149889954,15.992309978605848,1.2213723776223777,1.235909251009041,2,2,1.2815533980582525,1.4757281553398058,1.1013513513513513,0.9048295454545454,equal
0.3,330,0.6407766990291263,250,3,0.2909090909090909,0.23885480572597137,1.2179327521793275,0.5703329149889954,13.060219098767552,1.1320373529675856,1.2167002733679213,2,2,0.6019417475728155,0.6601941747572816,1.044871794871795,0.7692307692307693,equal
0.35,744,1.4446601941747574,0,0,0.28897849462365593,0.23885480572597137,1.2098500331418471,0.5703329149889954,14.662526816390585,1.2009565563969709,1.2040567169724548,2,2,1.3009708737864079,1.5922330097087378,1.0689586645468998,0.9093369418132612,equal
0.35,906,1.7592233009708738,120,0,0.2814569536423841,0.23885480572597137,1.1783600199582691,0.5703329149889954,11.224508782353597,1.1697622434464539,1.1833819248644013,2,2,1.6699029126213591,1.825242718446602,1.1152465062111803,0.9322974472807991,equal
0.35,802,1.5572815533980584,250,0,0.2955112219451372,0.23885480572597137,1.2372002357120897,0.5703329149889954,13.590625339389451,1.2207221350078492,1.2416351987780558,2,2,1.4757281553398058,1.6213592233009708,1.1303342816500712,0.9134253450439147,equal
0.35,825,1.6019417475728155,500,0,0.2909090909090909,0.23885480572597137,1.2179327521793275,0.5703329149889954,14.235943644270591,1.1970443349753694,1.2219038171223175,2,2,1.4368932038834952,1.7378640776699028,1.0715850986121258,0.9182926829268293,equal
0.35,384,0.7456310679611651,250,3,0.2864583333333333,0.23885480572597137,1.1992990154109588,0.5703329149889954,11.32409608153823,1.0793260793260793,1.1928888461146525,2,2,0.7087378640776699,0.7961165048543689,1.1213258286429018,0.8021108179419525,equal
0.4,843,1.6368932038834951,0,0,0.2823250296559905,0.23885480572597137,1.1819943450494808,0.5703329149889954,12.783044540468937,1.1648575799519196,1.1802257424268503,2,2,1.4757281553398058,1.8737864077669903,0.9820967464279566,0.9212410501193318,equal
0.4,1012,1.9650485436893204,120,0,0.2855731225296443,0.23885480572597137,1.195592953056473,0.5703329149889954,10.73179431344405,1.1714886477694826,1.198543689467612,2,2,1.883495145631068,2.0388349514563107,1.0788747931605074,0.9364448857994042,equal
0.4,901,1.749514563106796,250,0,0.28967813540510545,0.23885480572597137,1.2127791799066487,0.5703329149889954,12.404907759878915,1.1922200806027685,1.2180074479130776,2,2,1.6213592233009708,1.8737864077669903,1.0551869234503966,0.9252232142857143,equal
0.4,928,1.8019417475728154,500,0,0.2920258620689655,0.23885480572597137,1.2226082752716108,0.5703329149889954,14.787930980398041,1.21852294047416,1.2265364271346784,2,2,1.6504854368932038,1.9223300970873787,1.010651828298887,0.9263271939328277,equal
0.4,427,0.829126213592233,250,3,0.2810304449648712,0.23885480572597137,1.1765743800327226,0.5703329149889954,8.51795800407669,1.086102117492252,1.1752908777506508,2,2,0.7766990291262136,0.9029126213592233,1.0365659777424483,0.8293838862559242,equal
0.2,383,0.7436893203883495,0,0,0.30548302872062666,0.23885480572597137,1.278948639078651,0.5655423509234246,19.5985182575507,1.1636271013754456,1.2560592249333968,2,2,0.4368932038834951,0.941747572815534,1.1107051155441436,0.8465608465608465,global_soft
0.2,533,1.0349514563106796,120,0,0.2945590994371482,0.23885480572597137,1.233214037883266,0.5655423509234246,12.54123005787432,1.1847237269772481,1.2312882253065522,2,2,0.941747572815534,1.1359223300970873,1.1647751155947879,0.875,global_soft
0.2,454,0.8815533980582524,250,0,0.2841409691629956,0.23885480572597137,1.1895970369923359,0.5655423509234246,12.144292523609515,1.1482417582417583,1.1609268969613797,2,2,0.7475728155339806,0.941747572815534,1.045616535994298,0.8574610244988864,global_soft
0.2,424,0.8233009708737864,500,0,0.29245283018867924,0.23885480572597137,1.224395838718015,0.5655423509234246,14.22445521249694,1.161954261954262,1.1746064746064746,2,2,0.6310679611650486,0.9223300970873787,0.9488565488565489,0.8448687350835322,global_soft
0.2,226,0.4388349514563107,250,3,0.2920353982300885,0.23885480572597137,1.2226481997817917,0.5655423509234246,9.148901063682581,1.1895104895104895,1.2010149999511701,2,2,0.4174757281553398,0.4563106796116505,1.0253526496378194,0.7013574660633484,global_soft
0.25,466,0.9048543689320389,0,0,0.2918454935622318,0.23885480572597137,1.2218531365747547,0.5655423509234246,16.9078095611932,1.1429010989010988,1.1650798930798931,2,2,0.6213592233009708,1.0679611650485437,0.9636824324324325,0.8655097613882863,global_soft
0.25,650,1.2621359223300972,120,0,0.2815384615384615,0.23885480572597137,1.1787012644889356,0.5655423509234246,10.375608673423068,1.16829289353251,1.172094403853678,2,2,1.2233009708737863,1.3398058252427185,1.0838695838695838,0.8930232558139535,global_soft
0.25,548,1.0640776699029126,250,0,0.2773722627737226,0.23885480572597137,1.1612588741125887,0.5655423509234246,12.27770814832408,1.122695879971422,1.1417855204232914,2,2,0.9223300970873787,1.1359223300970873,1.020199146514936,0.8802946593001841,global_soft
0.25,534,1.036893203883495,500,0,0.299625468164794,0.23885480572597137,1.2544251192858242,0.5655423509234246,16.176669680958167,1.1669186305024455,1.2402407167134752,2,2,0.8058252427184466,1.203883495145631,1.1145299145299146,0.8733459357277883,global_soft
0.25,266,0.5165048543689321,250,3,0.2819548872180451,0.23885480572597137,1.1804446904933568,0.5655423509234246,9.241789315955158,1.1149907671646802,1.151687945986823,2,2,0.49514563106796117,0.5533980582524272,1.0391621129326045,0.7509578544061303,global_soft
0.3,556,1.079611650485437,0,0,0.3039568345323741,0.23885480572597137,1.2725590075884499,0.5655423509234246,17.656381833943787,1.1921114599686027,1.2331213670499386,2,2,0.7378640776699029,1.2912621359223302,1.1013513513513513,0.8856624319419237,global_soft
0.3,777,1.5087378640776699,120,0,0.28185328185328185,0.23885480572597137,1.180019305019305,0.5655423509234246,12.60521420689068,1.1412409086827693,1.1745257797851716,2,2,1.4271844660194175,1.5728155339805825,1.1319444444444444,0.9132124352331606,global_soft
