period,expert,currency,trend,vol,position,common,n,base_rate,mean_score_rank,rank_squared_error
general,global_gmm3_hist,UZS,2,0,0,2,57,0.19298245614035087,0.26078423899517067,0.16447959816645283
general,global_gmm3_hist,UZS,2,1,0,2,102,0.3235294117647059,0.3255598345457139,0.2846419875851933
general,global_gmm3_hist,UZS,2,1,1,2,23,0.21739130434782608,0.3339165067411984,0.21413110524496745
general,global_path_knn300,AMD,0,0,2,0,34,0.20588235294117646,0.7130119056608523,0.49622337390700677
general,global_path_knn300,AMD,0,1,2,0,30,0.36666666666666664,0.8036316557497559,0.4310811397149562
general,global_path_knn300,AMD,0,2,1,0,21,0.38095238095238093,0.6915906087921493,0.3970659093973933
general,global_path_knn300,AMD,0,2,2,0,36,0.3611111111111111,0.5610684126409415,0.38547276766436916
general,global_path_knn300,AMD,1,1,0,1,32,0.1875,0.308830971659919,0.14332465292006097
general,global_path_knn300,AMD,2,0,0,2,26,0.3076923076923077,0.4744115122558887,0.2261106988232256
general,global_path_knn300,AMD,2,1,0,2,83,0.2891566265060241,0.22979029775664325,0.2437810378998977
general,global_path_knn300,AMD,2,1,1,2,30,0.23333333333333334,0.4939018904359084,0.2672359017647284
general,global_path_knn300,AMD,2,2,1,2,26,0.23076923076923078,0.44390408478983573,0.24811609315542646
general,global_path_knn300,KGS,0,0,2,0,23,0.08695652173913043,0.504492224116045,0.344925982241327
general,global_path_knn300,KGS,0,1,1,0,21,0.2857142857142857,0.47916852794901577,0.35610907597081143
general,global_path_knn300,KGS,0,2,2,0,33,0.42424242424242425,0.4031526881334327,0.3140486695206326
general,global_path_knn300,KGS,1,1,0,1,46,0.2391304347826087,0.4692835768350642,0.2210518476603951
general,global_path_knn300,KGS,1,1,1,1,23,0.13043478260869565,0.5357674919822601,0.36571978648142567
general,global_path_knn300,KGS,2,0,0,2,43,0.27906976744186046,0.40781531909095575,0.2941825360963754
general,global_path_knn300,KGS,2,1,0,2,64,0.296875,0.2665029130048385,0.24826823273309953
general,global_path_knn300,KGS,2,2,0,2,43,0.18604651162790697,0.25541169779459777,0.1950349918365166
general,global_path_knn300,KZT,0,0,2,0,20,0.15,0.8731707317073172,0.6887781743671095
general,global_path_knn300,KZT,0,1,2,0,22,0.13636363636363635,0.8381569222390788,0.6574567489434556
general,global_path_knn300,KZT,0,2,2,0,36,0.3055555555555556,0.8241079036971207,0.4723759576994271
general,global_path_knn300,KZT,1,1,0,1,31,0.1935483870967742,0.3110878934308476,0.22831427832699458
general,global_path_knn300,KZT,2,0,0,2,40,0.175,0.29174072611171453,0.1889468304933996
general,global_path_knn300,KZT,2,1,0,1,26,0.15384615384615385,0.2542821550918717,0.19190674263696278
general,global_path_knn300,KZT,2,1,0,2,78,0.38461538461538464,0.24229866169729902,0.2950920374001946
general,global_path_knn300,KZT,2,1,1,2,24,0.25,0.24897688248137542,0.29363963956390776
general,global_path_knn300,KZT,2,2,1,2,27,0.1111111111111111,0.3953738142869508,0.19412932320778453
general,global_path_knn300,TJS,0,0,2,0,35,0.22857142857142856,0.7958564328269078,0.509735151632592
general,global_path_knn300,TJS,0,1,2,0,29,0.2413793103448276,0.7066808997002437,0.4120272088224187
general,global_path_knn300,TJS,0,2,1,0,28,0.25,0.7965498878528404,0.5509547953441586
general,global_path_knn300,TJS,0,2,2,0,27,0.4444444444444444,0.5319180969587474,0.30095071275916013
general,global_path_knn300,TJS,1,1,0,1,43,0.16279069767441862,0.34836644383768006,0.17169369216207903
general,global_path_knn300,TJS,1,1,1,1,30,0.16666666666666666,0.45854920290093587,0.20426917532515654
general,global_path_knn300,TJS,2,0,0,2,78,0.21794871794871795,0.1777935180472951,0.17915453668580744
general,global_path_knn300,TJS,2,1,0,2,55,0.43636363636363634,0.20891256796263216,0.30941757345660764
general,global_path_knn300,TJS,2,1,1,2,30,0.16666666666666666,0.31498579155832046,0.19574003872588674
general,global_path_knn300,TJS,2,2,0,2,25,0.12,0.3636285836542576,0.25290387302612277
general,global_path_knn300,UZS,0,0,2,0,30,0.13333333333333333,0.9601626016260163,0.805226166082799
general,global_path_knn300,UZS,0,2,1,0,24,0.16666666666666666,0.8402777777777778,0.6606455317601957
general,global_path_knn300,UZS,0,2,2,0,34,0.4117647058823529,0.8133668101386897,0.4677144206879658
general,global_path_knn300,UZS,1,1,0,1,36,0.05555555555555555,0.32557354925775983,0.14132933028096037
general,global_path_knn300,UZS,2,0,0,2,57,0.19298245614035087,0.26452416878739426,0.17174943862054315
general,global_path_knn300,UZS,2,1,0,2,102,0.3235294117647059,0.21008744500400467,0.22256997670923587
general,global_path_knn300,UZS,2,1,1,2,23,0.21739130434782608,0.37663556885524846,0.21556096762760657
general,global_survival_logit,AMD,0,0,2,0,34,0.20588235294117646,0.8531715836329594,0.575052892969494
general,global_survival_logit,AMD,0,1,2,0,30,0.36666666666666664,0.5869095816464237,0.3176908112290248
general,global_survival_logit,AMD,0,2,1,0,21,0.38095238095238093,0.7570740484732783,0.46366674048573486
general,global_survival_logit,AMD,0,2,2,0,36,0.3611111111111111,0.5889549938009502,0.3815088079462959
general,global_survival_logit,AMD,1,1,0,1,32,0.1875,0.3699392712550607,0.1943832057565277
general,global_survival_logit,AMD,2,0,0,2,26,0.3076923076923077,0.2178588338359248,0.2141142538488513
general,global_survival_logit,AMD,2,1,0,2,83,0.2891566265060241,0.29086485172446475,0.2540549767977388
general,global_survival_logit,AMD,2,1,1,2,30,0.23333333333333334,0.34507970990641085,0.22621133536290883
general,global_survival_logit,AMD,2,2,1,2,26,0.23076923076923078,0.5683556018057845,0.3294791540861834
general,global_survival_logit,KGS,0,0,2,0,23,0.08695652173913043,0.5887611393276404,0.3736983166017582
general,global_survival_logit,KGS,0,1,1,0,21,0.2857142857142857,0.615773329508888,0.4004788159059719
general,global_survival_logit,KGS,0,2,2,0,33,0.42424242424242425,0.5706103196475469,0.29495129226864175
general,global_survival_logit,KGS,1,1,0,1,46,0.2391304347826087,0.42008449216687205,0.2227055594791075
general,global_survival_logit,KGS,1,1,1,1,23,0.13043478260869565,0.4652571758951175,0.32048881974024357
general,global_survival_logit,KGS,2,0,0,2,43,0.27906976744186046,0.2401979358273952,0.24377076586485744
general,global_survival_logit,KGS,2,1,0,2,64,0.296875,0.23206218524735855,0.23964008125546116
general,global_survival_logit,KGS,2,2,0,2,43,0.18604651162790697,0.45131481349650143,0.2946529650212916
general,global_survival_logit,KZT,0,0,2,0,20,0.15,0.9331300813008129,0.729338522043757
general,global_survival_logit,KZT,0,1,2,0,22,0.13636363636363635,0.43990038630603456,0.30178626644015244
general,global_survival_logit,KZT,0,2,2,0,36,0.3055555555555556,0.7711348284198092,0.5349393288540525
general,global_survival_logit,KZT,1,1,0,1,31,0.1935483870967742,0.3485699360062688,0.22371580290374926
general,global_survival_logit,KZT,2,0,0,2,40,0.175,0.34840566472466344,0.2634261724824202
general,global_survival_logit,KZT,2,1,0,1,26,0.15384615384615385,0.3383681096231704,0.22269034707363478
general,global_survival_logit,KZT,2,1,0,2,78,0.38461538461538464,0.26403985621917886,0.31174582921107985
general,global_survival_logit,KZT,2,1,1,2,24,0.25,0.36914381795639817,0.16900181120258476
general,global_survival_logit,KZT,2,2,1,2,27,0.1111111111111111,0.568605865995682,0.4366146871134062
general,global_survival_logit,TJS,0,0,2,0,35,0.22857142857142856,0.909302336516714,0.6339322488669936
general,global_survival_logit,TJS,0,1,2,0,29,0.2413793103448276,0.547024626326118,0.37673261194966573
general,global_survival_logit,TJS,0,2,1,0,28,0.25,0.836004763315418,0.5928191505239203
general,global_survival_logit,TJS,0,2,2,0,27,0.4444444444444444,0.5843119542306534,0.3385581529708703
general,global_survival_logit,TJS,1,1,0,1,43,0.16279069767441862,0.3606063459184634,0.18720417536566278
general,global_survival_logit,TJS,1,1,1,1,30,0.16666666666666666,0.48694139977837025,0.388700826108743
general,global_survival_logit,TJS,2,0,0,2,78,0.21794871794871795,0.18784513600352445,0.1705197692085833
general,global_survival_logit,TJS,2,1,0,2,55,0.43636363636363634,0.28454416785610626,0.3186116449963855
general,global_survival_logit,TJS,2,1,1,2,30,0.16666666666666666,0.2681324950901331,0.17995825372205043
general,global_survival_logit,TJS,2,2,0,2,25,0.12,0.6585774003489022,0.5552344398646326
general,global_survival_logit,UZS,0,0,2,0,30,0.13333333333333333,0.9238482384823848,0.7421387181351488
general,global_survival_logit,UZS,0,2,1,0,24,0.16666666666666666,0.7508468834688347,0.5802824872760922
general,global_survival_logit,UZS,0,2,2,0,34,0.4117647058823529,0.5881157340985175,0.3451391561978748
general,global_survival_logit,UZS,1,1,0,1,36,0.05555555555555555,0.4753711201079622,0.25649357745032153
general,global_survival_logit,UZS,2,0,0,2,57,0.19298245614035087,0.2806497828455804,0.19018330030691805
general,global_survival_logit,UZS,2,1,0,2,102,0.3235294117647059,0.3439409370278509,0.2647333999295153
general,global_survival_logit,UZS,2,1,1,2,23,0.21739130434782608,0.29775546215240356,0.09938529918586983
general,local_floor_q35,AMD,0,0,2,0,34,0.20588235294117646,0.26946795307438665,0.19613724187475684
general,local_floor_q35,AMD,0,1,2,0,30,0.36666666666666664,0.47622856390507223,0.3706476033814218
general,local_floor_q35,AMD,0,2,1,0,21,0.38095238095238093,0.1788163341436769,0.3560458309547952
general,local_floor_q35,AMD,0,2,2,0,36,0.3611111111111111,0.18148495587519978,0.26464370030573786
general,local_floor_q35,AMD,1,1,0,1,32,0.1875,0.8223684210526315,0.5706022881869888
general,local_floor_q35,AMD,2,0,0,2,26,0.3076923076923077,0.4585140510389844,0.4031165184559903
general,local_floor_q35,AMD,2,1,0,2,83,0.2891566265060241,0.5574288860785296,0.37527403551460436
general,local_floor_q35,AMD,2,1,1,2,30,0.23333333333333334,0.4821950122335232,0.3101050247720843
general,local_floor_q35,AMD,2,2,1,2,26,0.23076923076923078,0.5657274409866491,0.30474553809339217
general,local_floor_q35,KGS,0,0,2,0,23,0.08695652173913043,0.17302933898904208,0.14050111073751245
general,local_floor_q35,KGS,0,1,1,0,21,0.2857142857142857,0.4493323678176053,0.318927390629958
general,local_floor_q35,KGS,0,2,2,0,33,0.42424242424242425,0.1198800486348625,0.3409914696795635
general,local_floor_q35,KGS,1,1,0,1,46,0.2391304347826087,0.911283224784369,0.634725667702627
general,local_floor_q35,KGS,1,1,1,1,23,0.13043478260869565,0.8872972667413701,0.8046565206136433
general,local_floor_q35,KGS,2,0,0,2,43,0.27906976744186046,0.5024606107091105,0.4232836943891933
general,local_floor_q35,KGS,2,1,0,2,64,0.296875,0.7336884072282018,0.5594344315084903
general,local_floor_q35,KGS,2,2,0,2,43,0.18604651162790697,0.3172365990678079,0.24179963964444984
general,local_floor_q35,KZT,0,0,2,0,20,0.15,0.26239837398373983,0.07910883072245357
general,local_floor_q35,KZT,0,1,2,0,22,0.13636363636363635,0.42760726650328706,0.3754422672133407
general,local_floor_q35,KZT,0,2,2,0,36,0.3055555555555556,0.24075811270933223,0.20255014857928838
general,local_floor_q35,KZT,1,1,0,1,31,0.1935483870967742,0.9352226720647774,0.6956313690365091
general,local_floor_q35,KZT,2,0,0,2,40,0.175,0.4389725486323689,0.4318228324890157
general,local_floor_q35,KZT,2,1,0,1,26,0.15384615384615385,0.8226409218312052,0.5732603134216011
general,local_floor_q35,KZT,2,1,0,2,78,0.38461538461538464,0.7947941485020581,0.5152115456492292
general,local_floor_q35,KZT,2,1,1,2,24,0.25,0.4593454790823212,0.3348346717243689
general,local_floor_q35,KZT,2,2,1,2,27,0.1111111111111111,0.37387097442724315,0.41637704222777167
general,local_floor_q35,TJS,0,0,2,0,35,0.22857142857142856,0.27909830862334073,0.21849346693801577
general,local_floor_q35,TJS,0,1,2,0,29,0.2413793103448276,0.3779233618107506,0.2784228921330055
general,local_floor_q35,TJS,0,2,1,0,28,0.25,0.239830345093503,0.17662019917459595
general,local_floor_q35,TJS,0,2,2,0,27,0.4444444444444444,0.11306835290575128,0.3074381308402063
general,local_floor_q35,TJS,1,1,0,1,43,0.16279069767441862,0.8632897090669429,0.636262206071769
general,local_floor_q35,TJS,1,1,1,1,30,0.16666666666666666,0.7285885915539317,0.5622287709053594
general,local_floor_q35,TJS,2,0,0,2,78,0.21794871794871795,0.4099420268572041,0.39679545461865406
general,local_floor_q35,TJS,2,1,0,2,55,0.43636363636363634,0.6602637413933948,0.40404717853221983
general,local_floor_q35,TJS,2,1,1,2,30,0.16666666666666666,0.361486894221169,0.32800603664952493
general,local_floor_q35,TJS,2,2,0,2,25,0.12,0.15158223889931208,0.09703293417446016
general,local_floor_q35,UZS,0,0,2,0,30,0.13333333333333333,0.6055555555555556,0.38874512525613064
general,local_floor_q35,UZS,0,2,1,0,24,0.16666666666666666,0.24983062330623307,0.21885052437922756
general,local_floor_q35,UZS,0,2,2,0,34,0.4117647058823529,0.1983500717360115,0.21354440050856752
general,local_floor_q35,UZS,1,1,0,1,36,0.05555555555555555,0.6385515069725596,0.42340383294996553
general,local_floor_q35,UZS,2,0,0,2,57,0.19298245614035087,0.46409863736395723,0.3806506030411425
general,local_floor_q35,UZS,2,1,0,2,102,0.3235294117647059,0.5952640033663971,0.37957121565293817
general,local_floor_q35,UZS,2,1,1,2,23,0.21739130434782608,0.31138883999295897,0.20508773835179211
general,local_spline_logit,AMD,0,0,2,0,34,0.20588235294117646,0.8490363559267886,0.6136112207454799
general,local_spline_logit,AMD,0,1,2,0,30,0.36666666666666664,0.8455328439924075,0.4646356202407699
general,local_spline_logit,AMD,0,2,1,0,21,0.38095238095238093,0.39525643376734515,0.4119654324549587
general,local_spline_logit,AMD,0,2,2,0,36,0.3611111111111111,0.6399348642609233,0.29679857504249285
general,local_spline_logit,AMD,1,1,0,1,32,0.1875,0.4977226720647773,0.32862262125260205
general,local_spline_logit,AMD,2,0,0,2,26,0.3076923076923077,0.5149751995807096,0.38430034470680663
general,local_spline_logit,AMD,2,1,0,2,83,0.2891566265060241,0.6198014136133753,0.35617463984927034
general,local_spline_logit,AMD,2,1,1,2,30,0.23333333333333334,0.15306167231712803,0.17239010248611167
general,local_spline_logit,AMD,2,2,1,2,26,0.23076923076923078,0.23565778712910143,0.16487255557385022
general,local_spline_logit,KGS,0,0,2,0,23,0.08695652173913043,0.4223592262326425,0.22587207210925736
general,local_spline_logit,KGS,0,1,1,0,21,0.2857142857142857,0.43886843437549466,0.29495759301713415
general,local_spline_logit,KGS,0,2,2,0,33,0.42424242424242425,0.5155908846537858,0.2629031008711442
general,local_spline_logit,KGS,1,1,0,1,46,0.2391304347826087,0.7897377222320014,0.5267954050970384
general,local_spline_logit,KGS,1,1,1,1,23,0.13043478260869565,0.3510360451254574,0.3089155710723523
general,local_spline_logit,KGS,2,0,0,2,43,0.27906976744186046,0.7182866739692724,0.41692098272556
general,local_spline_logit,KGS,2,1,0,2,64,0.296875,0.5687482513742141,0.36523375556658993
general,local_spline_logit,KGS,2,2,0,2,43,0.18604651162790697,0.6557736130981496,0.4089020848338992
general,local_spline_logit,KZT,0,0,2,0,20,0.15,0.8983739837398375,0.694728666798863
general,local_spline_logit,KZT,0,1,2,0,22,0.13636363636363635,0.9284017223683463,0.7858437198725675
general,local_spline_logit,KZT,0,2,2,0,36,0.3055555555555556,0.9188697065783074,0.5906734451061332
general,local_spline_logit,KZT,1,1,0,1,31,0.1935483870967742,0.3810891994253624,0.20904689366296567
general,local_spline_logit,KZT,2,0,0,2,40,0.175,0.45142975873078567,0.27505413873438783
general,local_spline_logit,KZT,2,1,0,1,26,0.15384615384615385,0.6124260355029586,0.4021733237340771
general,local_spline_logit,KZT,2,1,0,2,78,0.38461538461538464,0.4289286742135562,0.31890976697116463
general,local_spline_logit,KZT,2,1,1,2,24,0.25,0.1858137761539559,0.23320860980267044
general,local_spline_logit,KZT,2,2,1,2,27,0.1111111111111111,0.38424965896082713,0.16815887173731792
general,local_spline_logit,TJS,0,0,2,0,35,0.22857142857142856,0.8755490978854265,0.6416081356636563
general,local_spline_logit,TJS,0,1,2,0,29,0.2413793103448276,0.8405293008674887,0.5874278421568457
general,local_spline_logit,TJS,0,2,1,0,28,0.25,0.8950360187523216,0.6155724730731721
general,local_spline_logit,TJS,0,2,2,0,27,0.4444444444444444,0.9400782896717856,0.45543878203009674
general,local_spline_logit,TJS,1,1,0,1,43,0.16279069767441862,0.3551454665285755,0.19833711152795985
general,local_spline_logit,TJS,1,1,1,1,30,0.16666666666666666,0.5413674116498249,0.320761535328331
general,local_spline_logit,TJS,2,0,0,2,78,0.21794871794871795,0.1449856058822189,0.18101053465929368
general,local_spline_logit,TJS,2,1,0,2,55,0.43636363636363634,0.13349072835594017,0.36981036968339437
general,local_spline_logit,TJS,2,1,1,2,30,0.16666666666666666,0.2994508629296819,0.17342566736200513
general,local_spline_logit,TJS,2,2,0,2,25,0.12,0.13643856357591916,0.1215652534254898
general,local_spline_logit,UZS,0,0,2,0,30,0.13333333333333333,1.0,0.8666666666666667
general,local_spline_logit,UZS,0,2,1,0,24,0.16666666666666666,0.926490514905149,0.7414099852380637
general,local_spline_logit,UZS,0,2,2,0,34,0.4117647058823529,1.0,0.5882352941176471
general,local_spline_logit,UZS,1,1,0,1,36,0.05555555555555555,0.33153396311291045,0.15336717169233682
general,local_spline_logit,UZS,2,0,0,2,57,0.19298245614035087,0.1875546062087512,0.15504218384758855
general,local_spline_logit,UZS,2,1,0,2,102,0.3235294117647059,0.13611964650249028,0.30041891560314415
general,local_spline_logit,UZS,2,1,1,2,23,0.21739130434782608,0.06672505556247255,0.2066147947008349
