rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,robustness
0.2,1088,1.0497587870434184,120,0,0.3226102941176471,0.24577822990844353,1.312607281116089,0.5668653987355228,12.02563578224165,1.1847237269772481,1.2619627256330206,4,4,1.0227429359062716,1.0709855272226052,1.1834491197600063,0.8374884579870729,b5_d10__global_combined_hist,1.1834491197600063
0.2,951,0.9175740868366643,500,0,0.3038906414300736,0.24577822990844353,1.236442469063586,0.5761194143172841,12.576078823929645,1.1520522388059702,1.2866814442821806,4,4,0.9117849758787043,0.9214334941419711,1.1512124552218244,0.8160676532769556,b2_d7__global_combined_hist,1.1512124552218244
0.25,1246,1.2022053756030324,120,0,0.30818619582664525,0.24577822990844353,1.2539198282185111,0.5691829222323258,5.953585782395631,1.1463187325256292,1.23725635806648,4,4,1.1192281185389388,1.2398345968297726,1.152340932044438,0.863013698630137,b5_d10__local_combined_hist,1.1463187325256292
0.2,1038,1.0015161957270848,120,0,0.30732177263969174,0.24577822990844353,1.2504027421556994,0.5642263071297009,8.748804704155951,1.145114345114345,1.1855837765501267,4,4,0.9600275671950379,1.0372157133011717,1.1430232558139537,0.8625363020329139,b5_d10__global_combined_extra,1.1430232558139537
0.25,1276,1.2311509303928325,120,0,0.30407523510971785,0.24577822990844353,1.2371935269571717,0.5575117863644403,5.204027397451689,1.1001752923934598,1.2529375253970245,4,4,1.0999310820124053,1.3797381116471399,1.1156702062172978,0.8678206136900078,b7_d14__local_combined_hist,1.1001752923934598
0.4,1879,1.8129565816678155,500,0,0.2916444917509313,0.24577822990844353,1.186616454433632,0.5680453750466721,2.3585636394830773,1.1380272550292017,1.2105360984221143,4,4,1.6788421778084082,1.9152308752584426,1.0873370845957775,0.9119530416221985,b2_d7__local_combined_hist,1.0873370845957775
0.25,1171,1.129841488628532,500,0,0.28778821520068315,0.24577822990844353,1.1709263888339054,0.5632062216283137,10.710039923074431,1.0821753505021379,1.1578672551560771,4,4,1.109579600275672,1.1481736733287389,1.1050235883827215,0.9142367066895368,b2_d7__global_combined_extra,1.0821753505021379
0.35,1826,1.7618194348725018,120,0,0.2858707557502738,0.24577822990844353,1.163124805060096,0.5630659822029916,1.970928968474865,1.0634573304157549,1.166611931045309,4,4,1.6933149552033082,1.813921433494142,1.078043605240258,0.9308072487644151,b7_d14__global_combined_hist,1.0634573304157549
0.3,1579,1.523501033769814,120,0,0.2849905003166561,0.24577822990844353,1.1595433021989776,0.524022924233194,9.620863250620733,1.075748202820026,1.1666853884248172,4,4,1.4713990351481738,1.5871812543073742,1.0526573241671073,0.9085133418043202,b2_d7__local_combined_logit,1.0526573241671073
0.3,1579,1.523501033769814,120,0,0.2862571247625079,0.24577822990844353,1.1646968279865286,0.5178948186445189,6.969214022365003,1.0886039539334669,1.1707813641582299,4,4,1.476223294279807,1.5775327360441076,1.0378167294189478,0.9078780177890724,b5_d10__local_combined_logit,1.0378167294189478
0.35,1702,1.6421778084079945,120,0,0.290834312573443,0.24577822990844353,1.1833200714391328,0.5518142247439515,1.330723928216258,1.0192403301183257,1.1710433360412238,4,4,1.582356995175741,1.7126119917298415,1.0883017900428866,0.928697701826753,b7_d14__global_combined_extra,1.0192403301183257
0.4,2107,2.0329427980702963,120,0,0.2752728998576175,0.24577822990844353,1.1200052175498263,0.5291367504113392,10.384177261935395,1.0109004866528306,1.032975194167598,4,4,2.016540317022743,2.0985527222605103,1.056989247311828,0.9219790675547098,b2_d7__global_external_logit,1.0109004866528306
0.25,1353,1.3054445210199863,120,0,0.2719881744271988,0.24577822990844353,1.1066406269119886,0.5137921455202883,6.539678109885664,1.0115272570146217,1.0999625717566017,4,4,1.2205375603032391,1.4038594073053068,0.9799858012476776,0.8991097922848664,b7_d14__local_combined_logit,0.9799858012476776
0.3,1549,1.494555478980014,120,0,0.27566171723692706,0.24577822990844353,1.1215872021684574,0.5193836343270383,-4.229005670544794,0.9526585820895521,1.0133835050992825,2,4,1.4521019986216404,1.5244658855961406,1.0248265891936224,0.9132124352331606,b7_d14__global_combined_logit,0.9526585820895521
0.3,1507,1.4540317022742935,120,0,0.28268082282680823,0.24577822990844353,1.1501458975113927,0.519939232559843,-5.292495267124986,0.9093532338308458,1.0497222334799952,2,4,1.4135079255685734,1.500344589937974,1.0668456452511172,0.9054593874833555,b5_d10__global_combined_logit,0.9093532338308458
0.4,1602,1.5456926257753274,500,0,0.2808988764044944,0.24577822990844353,1.142895676761664,0.5338847928654755,10.40168857797971,0.9038485490098392,1.1585190623419093,3,4,1.5244658855961406,1.6305995864920746,1.0803055982204333,0.8966812773951158,b5_d10__global_external_logit,0.9038485490098392
0.3,1465,1.4135079255685734,250,0,0.2812286689419795,0.24577822990844353,1.144237506498203,0.5304297221830188,6.243952457740918,0.8819635962493105,1.060406068351107,3,4,1.4038594073053068,1.4521019986216404,1.1024457576672562,0.9041095890410958,b7_d14__global_external_logit,0.8819635962493105
0.4,1903,1.8361130254996556,120,0,0.28008407777193906,0.24577822990844353,1.1395804985505633,0.5305366882415048,-0.11050319693729334,0.87268622246734,1.1345109170552585,3,4,1.7560303239145418,1.8959338387319091,1.0310444289900014,0.9246575342465754,b2_d7__global_combined_logit,0.87268622246734
