clock,h,origin,n_train,n_query,constant_prediction,weighted_train_mean,target_clip_lo,target_clip_hi,coefficients,last_target_maturity,min_train_date
1830,3,2025-07-01,4115,330,False,-4.138363940315467,-642.292764460782,769.3321930882101,"[21.845518430539563, 4.869190943537669, 5.608979888622697, 11.86570223420707, 32.74496849814367, -36.43342789534699, 29.04886448446608, -16.383146525826223, 143.39929028365557, -1.9566734619623936, 12.94756830108423, -13.559236633639916, 9.203571894198, 2.8878976602854682, -0.1551973327428285, 9.764632533563736, -5.860099840846018, 3.4128970337932327, 5.834838591553298, 4.080348355574115, 0.955085698677692, -0.7295247631980248, 0.03692445324786639, 1.0856776640198922, -1.348163052743268, -4.8664083974116625, 27.996009154789213, 11.390036985383574, -22.72238417473657]",2025-06-27,2022-02-24
1830,3,2025-10-01,4440,320,False,-0.9520218242388976,-624.5827629148167,680.7575558900277,"[20.162455235271725, 4.359510750427171, 5.45416377568074, 13.802555777807441, 28.446073834729248, -31.15308954134012, 24.81563952555291, -14.834922803176548, 134.90278949004477, -2.2305682169011996, 10.40356339213615, -11.756284747712956, 5.511373265156786, 5.762360540210612, -1.581429013239081, 7.946468599163188, -11.480319970355538, -2.1616127719477234, 5.3152568072306146, 3.121462543775828, 0.8853042571390696, -0.4076914958750851, -0.1360466838935262, 0.9432540342275602, -1.2848201115972746, -3.028901014331189, 26.238296333677397, 8.780175582370589, -21.558359505986882]",2025-09-26,2022-02-24
1830,3,2026-01-01,4765,275,False,-2.6443405227858254,-614.4372730990315,628.9587514123025,"[17.2630718893781, 7.955965222933181, 8.06883445867219, 13.284441973786498, 24.546734543710368, -35.21804991475259, 25.431568064796505, -12.110728106441048, 130.4943180545848, -1.6737569782106398, 7.4458714207496, -8.499006847100324, 7.849498435460119, 4.663332250445353, -1.1678993102194528, 6.505079800218577, -11.566368504183385, -1.2192031923773843, 5.985935302414287, 2.630325777456382, 0.9343789927250774, -0.3838664486763796, -0.27267256910441656, 0.69353800147818, -0.9713779764211795, -1.7792910520124718, 26.144118668447156, 6.742848727295712, -20.583478866553293]",2025-12-29,2022-02-24
1830,3,2026-04-01,5035,310,False,-0.8648809263821039,-597.2381117623435,620.7714847017887,"[19.25261166635961, 6.503621562835002, 7.721630590537319, 12.836236383077082, 15.45465884750684, -26.661933706460708, 19.66699387329303, -12.009200639377934, 128.2374216508122, -1.3110860847498251, 7.052792312146368, -8.907580035001686, 6.71481149198962, 5.290535059449309, -0.32959439422783166, 5.573086558019173, -14.658627572463343, -3.4291635951476707, 5.332926377778228, 1.583806456857147, 0.9747977397760229, -0.17778991291213697, -0.3010762245584525, 0.42934504260438405, -0.9252766449107296, -1.7087959630709608, 25.308794498458944, 6.084903208478302, -19.87046593185966]",2026-03-27,2022-02-24
1830,3,2026-07-01,5345,225,False,-3.1139837632378553,-587.3349042031401,602.6438540710153,"[18.000479441833008, 10.033264204410647, 9.877122499695943, 13.523448461068035, 13.417200714080844, -28.574218933055807, 18.536816983335786, -11.221239796212412, 124.6791260431622, 0.7871763320141836, 8.44613916276437, -9.649068737072724, 6.654169491263414, 5.164211163846807, -0.23300032558425243, 5.230550848239704, -12.05655012022541, -2.5420710431421365, 2.4392338921659884, 1.8443257418272798, 1.153385242226529, -0.3673178806240265, -0.3668148203604631, 0.42275788266971903, -0.8420104239103366, -1.7028318357407382, 24.947942244866464, 5.32520515853808, -19.139196668021718]",2026-06-26,2022-02-24
1830,5,2023-01-01,1045,285,False,-19.999298058321568,-1070.8872486150897,1208.8410038338714,"[9.198635100225129, 19.318260323003766, -23.840415958585698, 33.25480084257586, -17.86035215188147, -24.692720399051346, -28.269067197889115, 6.179740340768456, 270.73124943728925, -24.96240492733155, 28.771788806308418, -24.129046306513228, 13.072572057224708, -13.77986281229605, -14.547425972074953, 52.79080966764114, -27.142079065314682, 14.080040279723603, 14.866652594633402, 8.906560888497566, 1.9907028643796163, -5.998242551245497, -3.548682470066786, 6.569651641012312, 0.9865705159207004, 0.0, 47.30596336017729, 82.49731916572085, -47.99464607295639]",2022-12-29,2022-02-24
1830,5,2023-04-01,1325,305,False,-5.740625980132125,-1004.8809845100977,1107.3651994167612,"[27.851761794841703, 24.205228335298226, 3.5291285738816347, 28.335859312634405, -5.1106478810286395, -41.68375512968368, 9.403393546461041, 3.158719002218434, 238.45708938758807, -22.399680512015358, 30.694013867928707, -24.370389760485025, 11.818161876053638, -4.383520553785834, -14.845471578598229, 62.378517010225075, -2.9111983094163705, 23.28512786974476, 10.522858697536861, 3.328190629070726, -0.3643373741409106, -4.772326266889731, -4.500248430412023, 6.299206898950875, 3.3377051724925444, -9.432577850408556, 44.446220685968356, 71.77918230901463, -42.4902895360162]",2023-03-29,2022-02-24
1830,5,2023-07-01,1630,325,False,6.270219616770115,-965.870524838005,1090.3424449151416,"[18.799050776626412, 2.2981213639627645, -4.257337002696285, 21.4338493372499, 12.624906200431216, -33.91408143956704, 9.982732408313629, 8.81031551917331, 218.43106428872107, -23.99534125071185, 13.115290499505514, -4.837885794086451, 20.001689640870406, -10.323186125220111, -15.738208956475264, 28.62985263817729, -39.35927624228312, 16.144466230150567, 17.47287584382141, 1.3710903708461357, -0.4077722595197004, -2.969869014138701, -2.0401564440279025, 2.4818765587669493, 2.9359211589212557, 3.4544148514339166, 41.80954568203449, 62.886955636398596, -39.06741306712313]",2023-06-28,2022-02-24
1830,5,2023-10-01,1960,320,False,14.35609478022004,-945.6187660151171,1058.3037639111294,"[23.059958660635214, 8.707133032345237, -8.246318407962306, 25.536752597434692, 32.6464213140872, -42.20414845881216, 21.54314208448419, -4.430369244043525, 204.01227385083857, -17.95692632455554, 20.237156755886335, -13.594530890324563, 22.508193250676864, -10.653391813410398, -6.144031780065403, 32.57740092616421, -34.486161478583135, 21.436056022852217, 27.296633373138665, 10.5544458244687, 0.5003542829689911, -4.238233738556599, -1.7819418902069912, 3.023378336500586, 2.4964430092949956, -3.3932475490379033, 51.349992910865495, 41.64385812978781, -35.670967813511105]",2023-09-28,2022-02-24
1830,5,2024-01-01,2285,285,False,7.2638455664686035,-922.1232443954863,1039.0518167526213,"[28.311607883587943, -0.0075444934230209405, -10.144314876242476, 17.077096721592273, 44.57374289867275, -42.6041048197211, 29.558493456998544, 3.0077034864272116, 191.2796414671047, -12.880985145270055, 16.012066357096007, -11.667979944438448, 23.44230983371447, -13.272378038085987, -3.984548316974094, 19.905166746769755, -48.43189438370186, 13.958619048081937, 37.51703100594017, 17.252804986699743, 0.6636862683109812, -3.9772956160019883, -1.1930545177509198, 1.370886839033327, 3.1357770264099787, -6.429249913199287, 47.987633733667366, 36.69799029519663, -33.939431462332344]",2023-12-29,2022-02-24
1830,5,2024-04-01,2570,300,False,7.229408168999094,-858.8440248113787,1013.5623233984381,"[25.22292837289708, 3.8882716269012785, -4.8978007902139, 27.782005855812685, 26.216547353759847, -41.990967059551714, 26.820238356795308, 3.3872113169742675, 178.48456891149004, -11.423034351717744, 13.481910818948862, -8.236135611515813, 25.22216031025771, -11.775185044997743, -3.2234071896193828, 20.231769590724003, -41.504620787133454, 14.746275518379136, 32.0270756308624, 14.405211995991188, 0.7446120708605467, -3.8649758396066485, -1.1074664512782322, 2.0477223840648837, 2.180107835957157, -13.013019294518116, 43.91595824786146, 33.2844322769866, -32.06555785255811]",2024-03-29,2022-02-24
1830,5,2024-07-01,2870,330,False,2.568246160410026,-817.0958145665713,997.3930399041518,"[21.60537848484782, -3.6777330527209093, -9.913853487680687, 20.29055643426508, 49.80944981474117, -44.31109376687723, 40.60437718300416, 8.469603469308561, 166.63577998750887, -7.923262055959226, 8.523262933038172, -1.2468054219844424, 25.423489279853353, -13.984160824200734, -6.57199834058552, 19.864593450631183, -27.446574951936043, 16.47589194783181, 25.85239863993803, 11.098690577062259, 0.6927657847776426, -3.5811679243155123, -0.4529929096134479, 2.4250254796089954, 0.916369569542507, -11.373790482747783, 43.81084860359252, 32.23765213373217, -30.843008514994086]",2024-06-28,2022-02-24
1830,5,2024-10-01,3195,325,False,5.963882353412344,-786.5437267981632,984.5519035166994,"[19.552232576810336, -10.197042324468333, -0.8428537576278584, 26.898229349653658, 61.114678817951244, -62.86210161707966, 52.77671091417317, -0.7228718412968134, 157.9579563467454, -9.336664358757375, 1.1558193898420246, 4.018250641042117, 12.331799440808231, 3.135748077448652, -1.4330036115520166, 16.654260846843112, -17.525748214395126, 18.74619356258982, 23.197605626860774, 5.067515489611187, 1.0418208231986827, -3.0956689845717262, 0.1670951110425418, 2.259378544425509, -0.3726254940932972, -14.128835154050106, 39.75855552801772, 28.09186081176303, -28.772153876236075]",2024-09-27,2022-02-24
1830,5,2025-01-01,3525,290,False,7.620492952565795,-770.2647496809547,953.6782601009149,"[22.90964523685035, 7.124302042412314, 10.899658798081992, 27.165530500087183, 50.19815285286667, -68.72726022700972, 48.48796822393764, -16.767011620145652, 153.85668448643642, -8.490437853291663, 8.42767045033594, -6.6066725181043, 1.3777420022075522, 19.847934545093693, -7.632150468632233, 13.279513476427546, -16.17141754465374, 12.402253846997747, 15.467869320262949, 4.560181490600276, 0.5397291845672667, -2.227255523141553, 0.02652382394058493, 3.0102615991161463, -1.349259084479158, -9.48502847952129, 38.27845791858616, 20.80947706445897, -26.777704879821947]",2024-12-28,2022-02-24
1830,5,2025-04-01,3810,295,False,-3.6908461480722266,-752.1839072849261,945.2132761434705,"[32.872146360124134, 16.64337541058331, 9.039489487899493, 26.506832365075407, 59.16127341603646, -84.75748692373094, 55.20703445596678, -20.821223476248996, 150.20462101883675, -3.6754577030356166, 9.619605412036538, -10.443402788586729, -1.3892426788373011, 20.518646568865876, -6.169715915496361, 16.33464862460939, -7.874793890869075, 10.515080301976973, 17.900827246905965, 12.516533870114639, 0.4325934476241771, -2.3319182692753935, 0.20080978433037333, 2.7481435810026973, -1.049628543680743, -10.398818232979016, 35.09445824210275, 22.937200021984395, -26.398189281582173]",2025-03-28,2022-02-24
1830,5,2025-07-01,4105,330,False,-6.351006151169173,-745.3332406748739,934.7060147545548,"[34.67298146504333, 19.662978508952, 10.22463862171714, 24.290278217898212, 46.73314579868003, -81.08707301922617, 49.88954176534639, -19.904192502427247, 145.57129383512415, -2.3441769336433853, 10.700657490926426, -13.001333104281944, 9.48679269058677, 6.109492259512943, -2.5464276468725475, 14.561433151860978, -11.891780892333838, 6.053394303922038, 18.25895266359888, 13.352184814234995, 1.6144198613490603, -1.5226965109956814, -0.12736197847748323, 2.1960865206225795, -2.1604478925007293, -8.686665661892253, 34.31252923344402, 20.677557928586594, -25.364745484251088]",2025-06-27,2022-02-24
1830,5,2025-10-01,4430,320,False,-1.479849702173435,-720.8732262825083,909.697185331883,"[33.101895310397225, 18.031919794752913, 8.301101125144244, 25.848038600573727, 39.279371782629205, -67.93937634833996, 41.64026181892941, -18.869106947840365, 138.60424281476327, -3.189920390892602, 7.1342969920957096, -9.972648816218666, 4.3108235271564315, 8.936280515220032, -2.733602610044698, 12.644266238002674, -16.451238464840607, -0.7510237514659054, 14.810390041321776, 10.17856577763168, 1.8926907640283825, -0.9541212877703402, -0.3306292907349074, 1.7347198065198444, -2.342659992044484, -7.33377439966624, 32.76514004076636, 18.648635233082327, -24.21692615192496]",2025-09-26,2022-02-24
1830,5,2026-01-01,4755,275,False,-3.6873791085651257,-695.9844951805426,874.4277697002811,"[28.737204437761243, 21.317040712419917, 11.502063447770917, 25.078108875795085, 32.75104754231459, -69.97149116905129, 41.568668151800594, -16.96757016356019, 133.99032670756947, -2.091622954397064, 6.0893298365734125, -8.0377374538081, 8.20495372284712, 7.350606259484229, -2.538378922860464, 10.468492181530587, -14.283878716508164, 0.561622275776684, 13.621509446163603, 8.311422755459063, 1.8314014003851502, -0.7227799914566118, -0.5888572203208199, 1.2795627135616552, -1.7993269021662814, -5.276936118691105, 32.186785869582295, 15.672082216805187, -23.28309223641344]",2025-12-29,2022-02-24
1830,5,2026-04-01,5025,310,False,-0.4361667941662667,-684.757965100672,845.9781801638912,"[31.113098142763786, 16.86919907569904, 10.887398468771858, 21.902417615980323, 19.167922079945974, -52.35966369390453, 31.46678567685711, -16.936686735877846, 130.1543868792197, -2.7655297998515938, 4.659928748182089, -8.218846340757421, 7.430234081945814, 8.478737848931257, -1.1789076070732374, 7.864079204738042, -21.191481448538273, -4.893963687051056, 10.920357962259931, 5.144960079215125, 1.7513012579749652, -0.5632894025264644, -0.5685118030688037, 0.9364545243920729, -1.5559545767676388, -5.562509106208111, 31.03022080937682, 14.215513075397283, -22.52215790683698]",2026-03-27,2022-02-24
1830,5,2026-07-01,5335,225,False,-5.274307381324301,-677.493741526537,827.9986684582553,"[27.7520661240415, 23.81658223164152, 14.630943218282647, 23.558997903550654, 12.584862071774593, -54.66168977887448, 28.138176914469266, -15.00411467991598, 126.03658577087113, -0.14432883329282967, 8.075596119325427, -10.73567418221891, 7.74859228426699, 8.369872442771928, -1.2005018179423734, 5.465344672367761, -18.430772485967275, -4.348025137897402, 4.5330218801275795, 5.6596184928425375, 1.9286594556754462, -0.7280959026602536, -0.6576865316656461, 0.9673117174105688, -1.5101887387623822, -4.301056304519861, 30.39416930094902, 12.899532183926326, -21.995941152470575]",2026-06-26,2022-02-24
1830,10,2023-01-01,1020,285,False,-61.987410627334704,-1673.1150124459082,1531.0059462928741,"[15.56492628080327, -49.12141523665783, 47.15380746544488, 56.79893479967107, -30.534360499477394, -4.085727571253383, 29.061430323645286, -10.21236611384279, 288.6195473629736, -27.400728297484267, 28.41746147453351, -11.55874853794214, 3.232661462683604, 3.2326614626835632, -14.929661043961035, 129.64053096736347, -9.340897134187765, 31.384850086978588, 30.652130063281344, 42.95580984435268, 4.578839672594718, -12.489375151211856, -4.685500552565503, 16.598799897687318, -4.002763866504137, 0.0, 59.30673685544236, 123.49344888636867, -35.526759754395435]",2022-12-29,2022-02-24
1830,10,2023-04-01,1300,305,False,-20.650106879328607,-1627.6344395891736,1497.849032455912,"[59.18807028641808, 55.69691726531755, -17.853613738174907, 49.276572299705144, -6.628087552821744, -85.45619183895037, 23.093513791242046, -7.322172172056112, 257.4251577676085, -25.857292908822632, 38.40342530708373, -17.815496417269518, 19.65426030198259, 9.996070765045177, -12.52574500015528, 136.10602986272625, 0.3570951787258609, 58.30147726487855, 36.663910437345216, 29.586412194606748, -5.70852135585484, -10.096197432623086, -5.4389402026052895, 12.974449382120504, 8.269209608966777, -4.257604822140614, 53.259502841523364, 107.51924002301143, -29.9600123550415]",2023-03-29,2022-02-24
1830,10,2023-07-01,1605,325,False,4.030189355312713,-1544.8493948842356,1385.8468704457796,"[42.6031378287478, 17.503017577889583, -14.6666641796204, 31.780798251918984, 1.6667990295015933, -44.954846513714784, 9.332732600047569, 2.4674523261513994, 230.72305536136915, -32.18345132484666, 24.517822292019996, -0.641023774703092, 31.298464772161243, 1.9597456283217831, -4.811600642490591, 102.14210076650006, -67.2993393155455, 52.15978643397983, 60.54821641773032, 24.52217931841211, -4.942360388491213, -8.454950492558618, -7.122458737518127, 15.556884457038567, 4.962885161527517, -50.42906601266445, 52.18546973421125, 91.43079749867509, -26.530867519853565]",2023-06-28,2022-02-24
1830,10,2023-10-01,1935,320,False,22.015852277259246,-1483.023494557533,1297.9281220330527,"[42.757538327819766, 31.663640796374033, -19.566546679843384, 51.78498254526402, 49.14998778846976, -82.89596682727904, 43.566630305423665, -19.12480698245543, 212.7037983758166, -24.962123623778364, 21.27466409840213, -3.067675443972723, 37.53062544612748, -2.8413598370579565, -2.8161742267628918, 78.10611899388658, -70.69381586758857, 50.34770353173877, 69.83601978675185, 45.849498769847195, -1.8857373186373425, -9.939011880182655, -4.470291035817598, 10.171909197236937, 6.123131037400141, -28.17265060672574, 61.45618973323578, 59.032592499603574, -24.803705086355517]",2023-09-28,2022-02-24
1830,10,2024-01-01,2260,285,False,7.111597096719305,-1402.408373473034,1184.2265000645727,"[37.34950328645334, 12.056229318697845, -22.534077070016306, 29.922491254376848, 98.91662472217325, -103.6823154060377, 71.23264568885384, 6.070390758098146, 195.7772552773173, -16.096300569314707, 13.438773024052614, -2.39693284446727, 37.160563085050505, -16.09633119646769, -8.529216933221853, 37.73398215077293, -95.80748596918663, 28.597985716753495, 84.3628031269761, 61.39351811021605, 0.5926734036920241, -9.135142370988932, -1.7991846619227556, 3.618622812182126, 6.723030817030196, -6.77001556959102, 56.18699081951039, 46.845227375268244, -24.22252688377078]",2023-12-29,2022-02-24
1830,10,2024-04-01,2545,300,False,8.750653492424192,-1321.190834185157,1112.0011197165297,"[36.615640399773106, 11.187176531517448, -15.556859030266668, 51.845995355876106, 71.77339499854949, -105.08973317414167, 66.49664860695577, 8.767772725233634, 181.52257727440082, -14.659812207777698, 14.605974941313837, -2.421395303416863, 37.81052159545903, -12.421258270633848, -10.14483550024163, 32.84579189554732, -88.23773616982184, 24.338747363028812, 72.31874453332405, 49.24596728614976, 0.3142530584437159, -8.436401055213837, -1.6640539219585095, 5.069893577138991, 4.716308341589818, -18.138618733130905, 51.29814933356141, 40.38906805191171, -22.09662356866178]",2024-03-29,2022-02-24
1830,10,2024-07-01,2845,330,False,0.9832468334481951,-1246.570849700203,1086.2863626744581,"[35.33293994833911, 5.974030435780436, -14.681116841223691, 47.099435371752286, 73.33074000348778, -101.57181622965834, 74.75262222373338, 9.872892136627502, 169.81711060729722, -13.378896854738935, 8.95636132240235, 5.8074203001709925, 37.99766498615239, -15.397196307337751, -12.25712739382396, 27.796943092199108, -69.44546591307962, 25.599972985874878, 58.17183314708226, 42.740566409129734, 0.4721875655566184, -8.027119538253963, -0.5417322384298452, 5.147778536561878, 2.948885674564876, -10.946361089471702, 48.814923226135384, 36.861005233682704, -20.91516157084226]",2024-06-28,2022-02-24
1830,10,2024-10-01,3170,325,False,7.008667435152743,-1122.5281628893738,1055.073236017353,"[31.974949316059796, -7.472300377062811, -10.508845196890283, 49.2733006647855, 111.56336404100968, -134.3932342598249, 97.45965204186004, 5.240894464299615, 155.8819260196431, -12.843901269013255, 0.3547757246001763, 12.057250956732965, 34.546710830591685, -10.030412782940193, -5.223635576744572, 23.52129004683662, -51.55797038025578, 28.221881142366925, 57.56848168766439, 33.60270558092377, 1.7839372913110412, -6.7676302106280914, 0.3490480174353814, 5.780076034523993, -1.1454311326468911, -19.26043513243812, 45.665868460115554, 31.22202331746109, -19.122282986081856]",2024-09-27,2022-02-24
1830,10,2025-01-01,3500,290,False,14.181760816808438,-1107.3221337200284,1019.1828998679633,"[33.87403212063119, 15.02049887018683, 8.38889954758274, 53.29505592133547, 96.92733713484236, -153.76720537068263, 96.31246640653912, -10.908916291743017, 151.09198273452708, -10.6954950570524, 8.15002348426314, -4.555435358344901, 1.4235967398706633, 23.80285687305082, -8.530806070422766, 14.115806270516181, -54.21240375190305, 6.27515349298865, 43.07189378938134, 25.028773508578492, 1.955640836797365, -4.785238852374444, 0.4058205232679698, 6.273714788675212, -3.8499372963673104, -15.47140748727092, 47.32591732039372, 20.14243139935208, -16.903411012797434]",2024-12-28,2022-02-24
1830,10,2025-04-01,3785,295,False,-9.153151937869284,-1079.4715444363949,1010.7744679696935,"[58.38311696970323, 37.38222833438185, 6.258738672915892, 48.11886435382554, 104.443078367454, -167.62289605143238, 98.31526422984341, -17.60611055050701, 147.73408818361932, -6.739518668705758, 2.977970329248713, -1.5874733449111769, -7.527980393347915, 31.628610353553768, -9.768661105940971, 28.15134401606714, -34.00452985157842, 11.386205564558194, 50.56269521043051, 41.19121219337035, 1.1574253553205325, -5.150556811716595, 0.29729805192637154, 7.496616488194783, -3.8007830837297822, -34.29686728550741, 42.772919791520316, 21.876393146465215, -17.491793581642938]",2025-03-28,2022-02-24
1830,10,2025-07-01,4080,330,False,-13.238218456816728,-1065.6729899030013,974.3449835334072,"[61.68903301560343, 42.545737334723036, 9.523076068918776, 42.07758389557851, 95.72332056067091, -169.38043010616755, 97.40925052718211, -17.441331679469947, 140.33026336861533, -3.3522177226631635, 8.666604496985252, -8.958741486497875, 6.926472396261948, 11.401877849145906, -4.194996133547081, 25.70120272384399, -30.212943360890637, 4.537979815183411, 42.56650687145116, 39.8879588605736, 3.3391177324543184, -3.8884976013308616, -0.250028364702701, 6.240378764958069, -5.440970531378834, -28.126728874946604, 40.215582629872024, 20.3284769394474, -16.56789917629449]",2025-06-27,2022-02-24
1830,10,2025-10-01,4405,320,False,-4.6601214110996025,-1042.3621870027755,954.2785854278102,"[58.89537376218556, 42.30474726418279, 9.49771253441289, 50.64599715239798, 82.62003345077353, -155.89701300249789, 88.52494900845036, -18.071682477496733, 132.55546852390802, -4.077511582316804, 4.017282804058444, -6.030852638301996, 3.198607884932651, 10.72417716111177, -2.7161705263196203, 23.034866513555198, -33.63200218884547, -3.9543354694147217, 36.1044109174256, 33.417678988799246, 4.508236615803276, -2.3069415565760396, -0.5670427776232996, 4.953593117276692, -6.587845398877643, -25.71856923771269, 37.702654271078416, 17.170840121687668, -15.48374796790474]",2025-09-26,2022-02-24
