clock,h,origin,n_train,n_query,constant_prediction,weighted_train_mean,target_clip_lo,target_clip_hi,coefficients,last_target_maturity,min_train_date
1830,3,2023-01-01,1055,285,False,-12.96899879704078,-842.7719877545255,1192.6259129933699,"[2.575112547194257, 15.939068499993214, -10.171572424742886, 27.40133215386374, -10.280044578022919, -18.565283826705908, -12.260016336478218, -3.7535291965970323, 270.83595485530384, -17.041662497185012, 40.88787781121475, -30.250887270044156, 34.80824937759906, -38.54526300870274, -7.793215549618743, 30.44731342228626, -26.78229816402238, -3.972322573026378, 10.999949030545848, -3.9881563715962325, 1.609724510784816, -3.3309706549931413, -1.6014597545745568, 3.030617962503018, 0.2920879362789503, 0.0, 39.69442657076275, 51.090516623298655, -41.59466504166831]",2022-12-29,2022-02-24
1830,3,2023-04-01,1335,305,False,-3.0791376987464445,-801.3518422066961,1056.9217188253947,"[13.433771814812143, 11.702764814046782, 3.8269532099341808, 16.20166446240983, -6.306797024629037, -14.435193080306538, 4.171464825191206, 1.8197006076657365, 237.1842620104823, -14.286484122451556, 41.807668793342884, -31.673367549712, 13.4141938511092, -10.814018971496031, -10.414917971854093, 33.21962167833953, -10.61325924811778, 4.237466588526767, 3.843358714723872, -6.575889577307577, -1.1912971770362504, -1.825658370875525, -1.7518433691029849, 3.140372981055284, 1.6284259359603603, -4.963086553505784, 37.94519200335727, 44.428584303821616, -37.13920590498797]",2023-03-29,2022-02-24
1830,3,2023-07-01,1640,325,False,5.008419034113076,-771.6693577022261,1031.6887730187964,"[9.215214948997193, -0.8173370364681601, 0.9311510837343825, 13.150441784470983, 0.22654929122368223, -10.11674642239558, 3.4667339118644, 8.065613779156298, 216.69753596386226, -16.38369005966675, 30.88447366103053, -18.772972930696948, 19.082624394165705, -14.920690860791556, -9.118504493299596, 20.080816270960963, -19.51129108521796, 5.604220754148455, 3.106882216888084, -7.043855870358527, -0.22493397240821417, -1.4185772617983758, -0.8921768300782216, 1.6493631463932146, 0.8863249178940587, -2.700693905835179, 35.65875138093903, 38.926329639593234, -33.97227818944428]",2023-06-28,2022-02-24
1830,3,2023-10-01,1970,320,False,10.008684603865223,-757.8615025300123,1018.4048138366958,"[14.573049879588021, 4.496442362546257, -3.837593256530268, 14.767422770915585, 17.42157812649894, -16.41800295683227, 12.26703036706002, -1.9989813600709605, 202.73145926580239, -12.318766628628708, 31.435990066526617, -22.43054785373558, 20.276492413931386, -16.486888272029862, -4.654839094451112, 21.559805871534934, -19.33529814445969, 7.473315486861153, 9.68560468289108, -1.3890579053518657, 0.19880467347820877, -1.990807630171672, -0.6693837439273314, 1.516971523616396, 0.9444151770046904, -4.347332965492811, 40.329947391187474, 27.047768447102598, -31.205894430359564]",2023-09-28,2022-02-24
1830,3,2024-01-01,2295,285,False,5.0482469793745715,-742.5718062969838,958.9101521024478,"[18.26768469639452, -2.500090127215417, -6.005942283807541, 10.770275465376992, 28.12550221540638, -20.15648483561313, 18.73881494804389, 2.6975085184920715, 187.94692084914126, -8.609938514275997, 22.51455422197107, -16.773744359294902, 22.397798884719126, -18.797430503189506, -3.5256304124304605, 12.698718610749212, -25.858985613787446, 4.20113724354333, 14.668175573856852, 2.0611112317685545, 0.29216019685704125, -1.9463931781822712, -0.17491153957431793, 0.4565965924422798, 1.3725479284558135, -2.964971752555351, 37.01142971180291, 23.822892377210888, -29.772375904673066]",2023-12-29,2022-02-24
1830,3,2024-04-01,2580,300,False,5.078179946618289,-727.5348092166499,933.740774794699,"[16.88029983145601, -0.7605966601978952, -3.177141057700659, 16.494160346475322, 17.592497047878066, -21.22636242862176, 17.24058716700578, 3.0211535789465684, 176.34849427927793, -6.934809581577541, 18.747720255377175, -13.629007675063876, 24.169445264329095, -17.33732599195082, -2.6748475254767827, 12.59379111118005, -22.213390570256376, 5.31972246916908, 12.60179488464381, 1.9196788893486132, 0.2417726599309919, -1.9344037077774978, -0.16398354492306672, 0.9443852713450976, 0.9122293214239524, -5.789614077506551, 34.135882248449576, 21.69458766194672, -28.376616438974615]",2024-03-29,2022-02-24
1830,3,2024-07-01,2880,330,False,1.680308160607269,-706.6365101753589,900.1720306092666,"[14.169886301382533, -7.375718829703446, -10.479343460276787, 10.33131587973374, 41.86674372758985, -23.0670618466155, 29.576441825640995, 7.308612312042823, 165.88377768467177, -4.975396084336778, 11.20659379707966, -6.4400866192623925, 25.504366557756004, -18.324172278176192, -4.588366998306066, 13.94660474232475, -12.739350069609063, 6.469329424349567, 10.743029047246871, 1.141308865802848, 0.19042383471389496, -1.8197866631481818, 0.10827364237518121, 1.3268782060036084, 0.1942109800577683, -5.941587760702964, 35.79556081149085, 20.369373755777726, -27.38271289230159]",2024-06-28,2022-02-24
1830,3,2024-10-01,3205,325,False,4.076284620669911,-699.930554164585,863.3942200401884,"[12.596362616650406, -12.110482980717, -4.225053320094674, 14.606833008311408, 45.7778323787193, -31.70408216491342, 34.21935115032248, 0.6103580575102256, 158.27263019362803, -6.955040186268649, 7.565917582158192, -3.879014095174414, 9.75574962349124, -0.8813891855974879, -0.8868022495746387, 10.922534624255668, -7.992883819312581, 7.293170583773884, 7.03599260349523, -1.7540730524297068, 0.41511004997273676, -1.5072578989566374, 0.4130777198717703, 1.2255064974664849, -0.5464363683532067, -6.945322476622764, 32.94348975281995, 17.554247493021354, -25.64347498956582]",2024-09-27,2022-02-24
1830,3,2025-01-01,3535,290,False,4.937649684207203,-686.4704442287211,854.0191462166989,"[14.498284955949213, -2.377638286704677, 4.263067955064854, 14.006933396855977, 36.3004110831911, -31.938391613473467, 29.777550600988935, -12.323365831339581, 155.44188939476282, -4.978277747118416, 15.937850345115999, -12.966253663253116, 2.2109485504754463, 11.929356771637039, -3.1169815344527136, 9.417049920366534, -6.732624370401411, 6.651999259876875, 3.226444200782095, -0.7837327766239095, 0.24693703413186577, -1.0396692138881765, 0.2288995564161967, 1.479594246826819, -0.9157616234860478, -5.1841038349789175, 31.163230476744452, 13.261506101860215, -24.124371209421437]",2024-12-28,2022-02-24
1830,3,2025-04-01,3820,295,False,-2.414765280309721,-670.5447983553406,816.0471126819657,"[20.595378079266073, 1.9424059207748363, 3.2985680830707595, 12.150721006739301, 41.26306693889431, -36.94158510964371, 32.086742973151196, -15.938775878095658, 150.41824495469626, -2.518476411532352, 12.583358267832065, -12.361397588932034, 3.4751331081364105, 10.290017799128057, -2.6080248730609377, 11.160587791573, -2.509826404051401, 5.753583503080882, 4.484738950131531, 3.1348797077778823, 0.20688383979300481, -1.0903401815744775, 0.2668644569388999, 1.4249816966607287, -0.8083898118174806, -5.685843568832967, 29.278276480485054, 13.684458223392932, -23.644571492624173]",2025-03-28,2022-02-24
