candidate,h,mean_bps,ci_lo,ci_hi
cny_last_r25,1,21.6113225905319,13.990484923893932,31.67104889604442
cny_last_r25,3,26.756632527678125,13.59507270731047,42.25582244926766
cny_last_r25,5,36.85511492571199,14.75318812931607,62.36686047057779
cny_last_r25,10,44.1066111984999,2.1766262553241775,84.56033419500598
cny_last_r25,20,40.70100616561654,-27.688117555785528,105.93100715625677
cny_last_short_cap2,1,18.320382990856608,11.304983970661366,27.432736821455517
cny_last_short_cap2,3,21.749507327263128,12.065959364442797,31.409899356477872
cny_last_short_cap2,5,32.04685677633719,12.495449468061016,49.099541801720086
cny_last_short_cap2,10,43.774231835744075,2.1884812326185377,81.95993207960453
cny_last_short_cap2,20,52.91934051131965,-16.14245569160436,114.81939768145853
cny_last_urgent_cap2,1,21.3754328718398,14.214531731283243,28.808622744094098
cny_last_urgent_cap2,3,25.439816690713016,14.793533459014709,35.98060597854724
cny_last_urgent_cap2,5,32.4073640120898,13.579326591894262,50.71848984687158
cny_last_urgent_cap2,10,40.32975776019375,6.664105654084262,75.86999635620572
cny_last_urgent_cap2,20,43.668623451917775,-17.12693561374375,91.60259818708994
cny_cbr_w25_r25,1,9.791223158122056,4.5718871621802535,17.03001683364504
cny_cbr_w25_r25,3,15.447794158469492,4.573668264280302,29.752799811751487
cny_cbr_w25_r25,5,26.45393464793193,7.5798711439719835,50.3956173966187
cny_cbr_w25_r25,10,36.22125247188318,-4.589948206050974,72.84973062065444
cny_cbr_w25_r25,20,42.10834031975017,-26.361936556763233,110.54526792622927
cny_cbr_w25_short_cap2,1,6.4951803834187665,0.518861502231168,14.065872531879839
cny_cbr_w25_short_cap2,3,13.403370091835248,2.0551120025457545,25.04683042590199
cny_cbr_w25_short_cap2,5,27.504798261988178,9.859012875797784,47.92495231364374
cny_cbr_w25_short_cap2,10,47.35010569619123,9.645086184223684,88.62527126246064
cny_cbr_w25_short_cap2,20,66.49389056505152,-3.5613741272786443,127.99446874312284
cny_cbr_w25_urgent_cap2,1,9.780552619481668,2.9530752176609787,15.729378833231102
cny_cbr_w25_urgent_cap2,3,18.235826649883187,8.887607293118641,27.75435796850559
cny_cbr_w25_urgent_cap2,5,27.63151071136374,9.949689368527997,43.4347832145991
cny_cbr_w25_urgent_cap2,10,40.53728796880248,8.817861073948762,72.07546852979928
cny_cbr_w25_urgent_cap2,20,45.37066812161443,-15.37902465381787,91.14889660941061
market_hist_r25,1,7.722394079328509,0.9375053497366728,14.879091710658395
market_hist_r25,3,14.006742502082236,1.5939500637052233,24.947865735793773
market_hist_r25,5,24.270993049512043,8.283349105152531,40.231155255390256
market_hist_r25,10,43.318277141426854,14.220986845519123,70.17321287864388
market_hist_r25,20,70.19072636962376,6.304216473877192,115.01311725248672
market_hist_short_cap2,1,7.576052518129539,1.772229558910899,14.464023420136263
market_hist_short_cap2,3,13.927393985113852,2.6024006329556357,26.25110830844134
market_hist_short_cap2,5,25.80379071916632,9.439252466074903,42.92683978504596
market_hist_short_cap2,10,44.58230385967743,10.346034540174948,74.50740205794966
market_hist_short_cap2,20,65.92696616168533,-3.497113620125914,123.1212664193113
market_hist_urgent_cap2,1,7.563990138682828,0.6667242054815933,16.589680519092756
market_hist_urgent_cap2,3,14.262129315078827,2.6026967608807796,26.056651620560864
market_hist_urgent_cap2,5,21.2150913339851,5.392030568835631,37.487339689889595
market_hist_urgent_cap2,10,34.5420960816075,3.244280963216805,62.43009833509535
market_hist_urgent_cap2,20,52.23696554844158,-13.377334263782135,106.96498395739239
market_extra_r25,1,13.724108645124124,8.668259340492385,20.638446732979826
market_extra_r25,3,21.46495784957982,14.494344099142024,28.486270691731754
market_extra_r25,5,33.89305072860565,19.183774141979757,47.89689902812418
market_extra_r25,10,54.27831485551302,23.314072402224078,82.29586790868039
market_extra_r25,20,74.27853990577113,5.435984987989246,128.48018099155934
market_extra_short_cap2,1,7.292195890947184,1.2171380665716434,14.297119252368875
market_extra_short_cap2,3,17.682434221331697,9.707538030954577,26.322433821018663
market_extra_short_cap2,5,34.48793668593989,23.991218816073836,45.11260337695423
market_extra_short_cap2,10,64.29268083298471,36.423596336087634,88.88529409686072
market_extra_short_cap2,20,89.83426568243378,27.64826830344539,139.10629091107052
market_extra_urgent_cap2,1,8.546708807515971,1.020662354244177,16.207658676016315
market_extra_urgent_cap2,3,16.18629178076515,5.672075672212122,25.67449875205694
market_extra_urgent_cap2,5,26.462915341217936,11.710195165059801,40.23909252633574
market_extra_urgent_cap2,10,45.52264553331527,14.50546253305326,70.03819585024755
market_extra_urgent_cap2,20,66.93971991359233,8.035030474379699,116.7490766741431
local_ridge_r25,1,10.635459734459456,5.789329142398378,18.647445582268404
local_ridge_r25,3,11.900092356117225,4.5215518474050205,21.80182843164196
local_ridge_r25,5,13.870936907866596,-5.050767531922368,34.905009580497236
local_ridge_r25,10,15.14225819398942,-35.189773071453416,66.33514171229838
local_ridge_r25,20,26.393598034416875,-79.1821480800625,123.87727599729138
local_ridge_short_cap2,1,7.256583711866613,2.911316732359979,12.095673952489012
local_ridge_short_cap2,3,7.113272419859423,-4.328590690148496,16.98657606305764
local_ridge_short_cap2,5,11.10075582347704,-8.489881844439932,27.397863048215715
local_ridge_short_cap2,10,16.405405649997167,-29.832042308277394,59.91136224373595
local_ridge_short_cap2,20,20.637646853574658,-64.29001606702194,101.3556637921888
local_ridge_urgent_cap2,1,7.39911915764213,2.0992001131812317,13.961251649463161
local_ridge_urgent_cap2,3,12.708896468627824,1.9380101170223798,25.88020058707561
local_ridge_urgent_cap2,5,16.287793895195136,-2.3695322477959397,35.48251786792688
local_ridge_urgent_cap2,10,22.314567532442744,-14.413850936480204,61.253731732541645
local_ridge_urgent_cap2,20,28.127171775658944,-42.21792878437883,94.91255331663032
residual_w100_r25,1,6.445310094858589,-0.034965550123309874,15.573594211842558
residual_w100_r25,3,4.640363411664252,-14.255215070606868,31.683463163176537
residual_w100_r25,5,1.1578088487887244,-35.25825537747673,47.97385641526146
residual_w100_r25,10,-5.953315015558506,-81.32480470694149,82.70383598218203
residual_w100_r25,20,-2.394295924173567,-121.79918330327762,140.41668751609018
residual_w100_short_cap2,1,-0.7812206050430288,-10.90551496500593,6.340236080536602
residual_w100_short_cap2,3,-1.6007281475530633,-29.058623013709997,18.993428870450227
residual_w100_short_cap2,5,-1.038767750831371,-38.474400632889186,29.670784716656144
residual_w100_short_cap2,10,-8.127347557101293,-77.08544391852456,54.09206202866882
residual_w100_short_cap2,20,-4.721381881282348,-125.83464056115095,115.48278673190636
residual_w100_urgent_cap2,1,-1.8722725736413466,-12.441889240651868,7.932655239769491
residual_w100_urgent_cap2,3,1.017026596535012,-12.829015897029139,14.723171030034804
residual_w100_urgent_cap2,5,2.892518331140169,-20.209382108863426,23.799518982565004
residual_w100_urgent_cap2,10,-0.9102110562473023,-52.797619120003425,47.775327339802914
residual_w100_urgent_cap2,20,5.514065908084513,-92.41678812590551,98.50368039422221
local_rescaled_r25,1,12.2419610525266,6.556035922096338,20.22627782213122
local_rescaled_r25,3,15.261931710685575,6.154796905567956,25.22827371939295
local_rescaled_r25,5,19.3035764419248,-0.49701352555151346,38.39612864130093
local_rescaled_r25,10,25.47627090725207,-23.484367461442414,73.81022657826966
local_rescaled_r25,20,38.025848178825036,-61.80324222729598,135.16164753773018
