rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,period,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness,predeclared_order
0.22,343,1.356497175141243,20,0,0.5072886297376094,0.3379032258064516,1.5012837729704906,0.692906084029314,61.07284781927605,1.5012837729704906,1.5012837729704906,1,1,1.2853107344632768,1.384180790960452,1.423650975889782,0.7869822485207101,1.5012837729704906,1.356497175141243,1.356497175141243,1.1375,1.6068181818181817,4,geometry_minimum,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0,1.423650975889782,1
0.22,317,1.2501408450704226,20,0,0.3627760252365931,0.22186234817813766,1.6351401137488775,0.6846901418078796,42.30577095244408,1.6351401137488775,1.6351401137488775,1,1,1.2225352112676056,1.2619718309859154,1.4964923469387754,0.782051282051282,1.6351401137488775,1.2501408450704226,1.2501408450704226,1.041025641025641,1.5538461538461539,4,geometry_minimum,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0,1.4964923469387754,1
0.22,249,1.549333333333333,20,0,0.5421686746987951,0.3401273885350318,1.594016515500203,0.7461968388934681,105.24097366282969,1.594016515500203,1.594016515500203,1,1,1.462222222222222,1.6177777777777775,1.5424561403508774,0.8688524590163934,1.594016515500203,1.549333333333333,1.549333333333333,1.525,1.5866666666666664,3,geometry_minimum,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0,1.5424561403508774,1
0.22,566,1.3362563237774032,20,0,0.4416961130742049,0.26782178217821784,1.6492165404988797,0.7187207472701619,69.99281242750772,1.594016515500203,1.6145783146245403,2,2,1.2984822934232716,1.3693086003372683,1.5897688145597637,0.8128342245989305,1.6145783146245403,1.2501408450704226,1.549333333333333,1.041025641025641,1.5866666666666664,7,geometry_minimum,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0,1.5897688145597637,1
0.22,314,1.2418079096045198,20,0,0.5318471337579618,0.3379032258064516,1.5739628779471901,0.6996066849031538,67.08716153864428,1.5739628779471901,1.5739628779471901,1,1,1.2062146892655368,1.265536723163842,1.3956447271837533,0.7572815533980582,1.5739628779471901,1.2418079096045198,1.2418079096045198,1.1549999999999998,1.4318181818181819,4,geometry_geometric,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0,1.3956447271837533,2
0.22,337,1.3290140845070424,20,0,0.34421364985163205,0.22186234817813766,1.551473932725422,0.6856433763491496,41.90442579001803,1.551473932725422,1.551473932725422,1,1,1.3014084507042254,1.380281690140845,1.4294852269265914,0.7891566265060241,1.551473932725422,1.3290140845070424,1.3290140845070424,1.1846153846153846,1.5384615384615385,4,geometry_geometric,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0,1.4294852269265914,2
0.22,245,1.5244444444444443,20,0,0.5387755102040817,0.3401273885350318,1.5840403577161204,0.7535609445721806,102.45214201929923,1.5840403577161204,1.5840403577161204,1,1,1.462222222222222,1.5866666666666664,1.5237028742067937,0.8916666666666667,1.5840403577161204,1.5244444444444443,1.5244444444444443,1.4,1.6545454545454545,3,geometry_geometric,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0,1.5237028742067937,2
0.22,582,1.3740303541315346,20,0,0.4261168384879725,0.26782178217821784,1.5910462361288435,0.7228706512243497,67.39272557725839,1.551473932725422,1.5677571452207713,2,2,1.345699831365936,1.3811129848229344,1.5167345634635354,0.8249566724436742,1.5677571452207713,1.3290140845070424,1.5244444444444443,1.1846153846153846,1.6545454545454545,7,geometry_geometric,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0,1.5167345634635354,2
0.22,323,1.2774011299435029,20,0,0.5263157894736842,0.3379032258064516,1.5575932671774901,0.6972767362695821,65.64096547261983,1.5575932671774901,1.5575932671774901,1,1,1.2457627118644068,1.305084745762712,1.4100923951670221,0.7641509433962265,1.5575932671774901,1.2774011299435029,1.2774011299435029,1.1375,1.4954545454545456,4,geometry_harmonic,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0,1.4100923951670221,3
0.22,326,1.2856338028169014,20,0,0.3558282208588957,0.22186234817813766,1.6038242801486722,0.6869403070098817,43.19087633447791,1.6038242801486722,1.6038242801486722,1,1,1.2619718309859154,1.3014084507042254,1.473469387755102,0.7819314641744548,1.6038242801486722,1.2856338028169014,1.2856338028169014,1.0769230769230769,1.5384615384615385,4,geometry_harmonic,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0,1.473469387755102,3
0.22,247,1.5368888888888887,20,0,0.5384615384615384,0.3401273885350318,1.5831172572745607,0.7513123074920828,101.71322954179612,1.5831172572745607,1.5831172572745607,1,1,1.431111111111111,1.6177777777777775,1.5568268497330282,0.8925619834710744,1.5831172572745607,1.5368888888888887,1.5368888888888887,1.425,1.6727272727272726,3,geometry_harmonic,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0,1.5568268497330282,3
0.22,573,1.3527824620573357,20,0,0.43455497382198954,0.26782178217821784,1.6225527673205524,0.7224594726666242,68.41778949714387,1.5831172572745607,1.5934707687116165,2,2,1.3102866779089377,1.3929173693086003,1.5884665792922672,0.8221830985915493,1.5934707687116165,1.2856338028169014,1.5368888888888887,1.0769230769230769,1.6727272727272726,7,geometry_harmonic,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0,1.5884665792922672,3
0.22,330,1.305084745762712,20,0,0.5333333333333333,0.3379032258064516,1.5783611774065236,0.6993784865653678,66.59530712648791,1.5783611774065236,1.5783611774065236,1,1,1.2457627118644068,1.344632768361582,1.4688462449656479,0.7692307692307693,1.5783611774065236,1.305084745762712,1.305084745762712,1.1375,1.5590909090909093,4,geometry_min75_max25,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0,1.4688462449656479,4
0.22,323,1.2738028169014084,20,0,0.3591331269349845,0.22186234817813766,1.618720480893087,0.6845724116454119,43.82975349775225,1.618720480893087,1.618720480893087,1,1,1.2619718309859154,1.3014084507042254,1.473469387755102,0.779874213836478,1.618720480893087,1.2738028169014084,1.2738028169014084,1.0769230769230769,1.5384615384615385,4,geometry_min75_max25,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0,1.473469387755102,4
0.22,246,1.5306666666666666,20,0,0.540650406504065,0.3401273885350318,1.589552693279742,0.7518256619380215,104.71990333521475,1.589552693279742,1.589552693279742,1,1,1.462222222222222,1.6177777777777775,1.5392156862745099,0.8838174273858921,1.589552693279742,1.5306666666666666,1.5306666666666666,1.425,1.6545454545454545,3,geometry_min75_max25,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0,1.5392156862745099,4
0.22,569,1.3433389544688028,20,0,0.437609841827768,0.26782178217821784,1.6339591136637548,0.7215077630261744,70.15484464013498,1.589552693279742,1.6041365870864146,2,2,1.3102866779089377,1.3693086003372683,1.5830721003134798,0.8173758865248227,1.6041365870864146,1.2738028169014084,1.5306666666666666,1.0769230769230769,1.6545454545454545,7,geometry_min75_max25,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0,1.5830721003134798,4
0.22,338,1.3367231638418078,20,0,0.5236686390532544,0.3379032258064516,1.5497592182005622,0.6958494065389724,63.994621224032684,1.5497592182005622,1.5497592182005622,1,1,1.2853107344632768,1.364406779661017,1.423650975889782,0.7747747747747747,1.5497592182005622,1.3367231638418078,1.3367231638418078,1.1375,1.5590909090909093,4,geometry_min90_max10,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0,1.423650975889782,5
0.22,318,1.2540845070422535,20,0,0.36163522012578614,0.22186234817813766,1.6299981637056418,0.6847015350494087,42.443492088467266,1.6299981637056418,1.6299981637056418,1,1,1.2422535211267605,1.2816901408450705,1.4964923469387754,0.7827476038338658,1.6299981637056418,1.2540845070422535,1.2540845070422535,1.058974358974359,1.5384615384615385,4,geometry_min90_max10,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0,1.4964923469387754,5
0.22,256,1.5928888888888888,20,0,0.54296875,0.3401273885350318,1.5963687968164795,0.7478742787731552,104.24371080638576,1.5963687968164795,1.5963687968164795,1,1,1.5244444444444443,1.7422222222222221,1.57,0.8725099601593626,1.5963687968164795,1.5928888888888888,1.5928888888888888,1.571111111111111,1.6545454545454545,3,geometry_min90_max10,retrospective_2026,rolling,0.22,20,0,0,0.0,0.0,0,0,1.57,5
0.22,574,1.355143338954469,20,0,0.4425087108013937,0.26782178217821784,1.65225063922147,0.7199705301203916,70.00595897311383,1.5963687968164795,1.6131834802610605,2,2,1.3220910623946038,1.4047217537942664,1.5992777276199737,0.8154657293497364,1.6131834802610605,1.2540845070422535,1.5928888888888888,1.058974358974359,1.6545454545454545,7,geometry_min90_max10,combined_2025_2026,rolling,0.22,20,0,0,0.0,0.0,0,0,1.5992777276199737,5
0.22,308,1.2180790960451977,20,0,0.4967532467532468,0.3379032258064516,1.4701050739236898,0.6946110308460198,55.18514999548404,1.4701050739236898,1.4701050739236898,1,1,1.1864406779661016,1.265536723163842,1.2955223880597015,0.7524752475247525,1.4701050739236898,1.2180790960451977,1.2180790960451977,1.209090909090909,1.3045454545454545,4,geometry_highgate65,screen_2024,rolling,0.22,20,0,0,0.0,0.0,0,0,1.2955223880597015,6
0.22,316,1.2461971830985916,20,0,0.3829113924050633,0.22186234817813766,1.7258962394899748,0.689059449934299,46.51048264523198,1.7258962394899748,1.7258962394899748,1,1,1.2225352112676056,1.2619718309859154,1.5752551020408163,0.7781350482315113,1.7258962394899748,1.2461971830985916,1.2461971830985916,1.1128205128205129,1.5384615384615385,4,geometry_highgate65,retrospective_2025,rolling,0.22,20,0,0,0.0,0.0,0,0,1.5752551020408163,6
