candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high
geometry_minimum,566,1.6492165404988797,1.393737975640034,1.953414459762436,0.00024993751562109475,32.27367412496433,104.10182353508395
geometry_geometric,582,1.5910462361288435,1.3586652743477885,1.8846132141765397,0.00024993751562109475,32.302241463353184,101.59945067739311
geometry_harmonic,573,1.6225527673205524,1.3860037710124022,1.9229570905977307,0.00024993751562109475,32.47588556420658,102.68239819495138
geometry_min75_max25,569,1.6339591136637548,1.4012787863420233,1.9395084940442575,0.00024993751562109475,34.025588772782186,104.3960813464557
geometry_min90_max10,574,1.65225063922147,1.4036803800313709,1.9456379927236447,0.00024993751562109475,32.86187307046363,103.52442081781743
geometry_highgate65,559,1.716624947506605,1.4817775200617784,2.0194545734055227,0.00024993751562109475,32.31378179529369,106.50051657755124
geometry_highgate70,554,1.7253781938781638,1.485957183935497,2.031998962102694,0.00024993751562109475,35.20168163875323,108.4070774587079
geometry_highgate75,552,1.697808674221115,1.4631017444607268,2.0061898603180217,0.00024993751562109475,34.59525289119426,107.69140615472594
geometry_stale20_minimum,556,0.9065945025864705,0.6591792197081131,1.1400998439734802,0.8055486128467882,-76.65232378916956,14.133694971938386
primary90_geometry_min75_max2510,530,1.8669131238447318,1.590081994270661,2.1485137009899464,0.00024993751562109475,39.825568685767244,111.03391640012686
primary75_geometry_min75_max2525,527,1.9271361278397232,1.6246189017918022,2.2426376284770955,0.00024993751562109475,47.90858791126342,115.52179404329574
primary60_geometry_min75_max2540,544,1.8943677286071543,1.596776393914908,2.2105001630019,0.00024993751562109475,47.400849521604094,113.07105962765495
