hypothesis,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better,control_benefit_bps,challenger_benefit_bps,benefit_difference_bps,benefit_difference_ci_low,benefit_difference_ci_high,circular_p_unadjusted,p_holm_two_hypotheses
rocket_freshness,rocket_logit_stale20,rocket_logit,0.8837112279014249,1.2087065737712688,0.3249953458698439,0.05587893013777884,0.6250628277145713,0.010997250687328168,-14.883128653986144,20.42169621809184,35.30482487207799,-6.305302948037004,78.98307968043834,0.05773556610847288,0.021994501374656337
primary_increment,logit50_extra50,primary75_rocket25,1.8463221702729151,1.9108404914646078,0.06451832119169265,-0.1287451831835905,0.2982792908030171,0.21919520119970007,71.28443344868988,81.05376489523908,9.769331446549202,-5.305379113289303,28.233119507348604,0.17845538615346163,0.21919520119970007
