candidate,horizon_lift_min,horizon_lift_mean,symmetric_benefit_min,future_benefit_min
cny_last_basis,1.494807121661721,1.6181416687726693,18.834367363079615,63.28353242449184
cny_mean_basis,1.577735815124539,1.6729836549847157,16.49971198892799,62.46220424789807
last_basis_arithmetic,1.5178041543026706,1.628373400394262,17.549538158233446,63.5161664232309
last_basis_maximum,1.523553412462908,1.6931918995524409,21.086933254390846,65.59951196173624
last_basis_minimum,1.379048948956437,1.5335591992236288,9.329105657844554,37.46088636335112
mean_basis_arithmetic,1.5746203525920752,1.6464042127579084,16.975751597054852,61.55629464343812
noon60_cny_last_basis40,1.531466937439128,1.6860520803706973,13.723935047652839,53.57757856887007
noon60_cny_mean_basis40,1.5424865534872394,1.6903075786690784,14.091490356535745,54.389008376820875
noon60_last_basis_arithmetic40,1.5120388550170507,1.673674377163558,14.253839113547025,52.71420145023489
noon60_last_basis_maximum40,1.5368927209418008,1.695621198021615,15.026672924491962,54.905388013084035
noon60_last_basis_minimum40,1.5532472067039107,1.7240449647262668,12.151039957698835,54.38463186376965
noon60_mean_basis_arithmetic40,1.5407307229042957,1.676975381938331,13.754873188912175,53.83583886506137
noon60_usd_last_basis40,1.5349296578364022,1.684254368048133,12.926626154324609,53.872522029502605
noon60_usd_mean_basis40,1.5250910649239338,1.6512342298559974,12.154508169800236,51.813604651916705
noon75_cny_last_basis25,1.5472418154921423,1.7222962866355942,13.083643113506774,52.97345141512804
noon75_cny_mean_basis25,1.5502039742071323,1.7250151167095553,12.72680059000925,53.75700690309344
noon75_last_basis_arithmetic25,1.519343692366396,1.7009871354542203,13.174646139882437,52.533483928570206
noon75_last_basis_maximum25,1.5197422452460674,1.6762427806116673,13.108047375761357,52.11877903174096
noon75_last_basis_minimum25,1.5593645110763033,1.7346150623983156,12.219812891417114,53.75899143718259
noon75_mean_basis_arithmetic25,1.53515106853353,1.6752516021325234,12.513727367668077,53.038462038415034
noon75_usd_last_basis25,1.5236165855592012,1.6720040514699868,12.47841106889744,52.978170288361746
noon75_usd_mean_basis25,1.5205428640003489,1.6563753846801306,11.969939480322061,51.22262517569296
noon90_cny_last_basis10,1.5538441456728886,1.7034023387840993,12.89576232495792,54.77046605558488
noon90_cny_mean_basis10,1.5501005688085296,1.7319001418812252,12.259258013965244,54.65541444526888
noon90_last_basis_arithmetic10,1.5358348564670465,1.6905965877988773,13.022862069509253,53.52625915783589
noon90_last_basis_maximum10,1.5316386324353948,1.6642163057666366,12.939410863956967,53.72383341714042
noon90_last_basis_minimum10,1.5618091337473026,1.733930161278046,12.478838267154647,54.43321299883728
noon90_mean_basis_arithmetic10,1.5334427837359543,1.6785640408895368,12.356142241860443,53.67146398964529
noon90_usd_last_basis10,1.5334548294714918,1.6794411266537685,12.374181041617778,53.032736095162974
noon90_usd_mean_basis10,1.5251685196533311,1.6670408195594717,12.156903794136738,51.65873112279389
noon_consensus,1.565624159129013,1.7222082478709044,11.517488945235309,53.403549854213466
usd_last_basis,1.1288419972890793,1.2485385984427795,3.1847250194277033,15.111047780979753
usd_mean_basis,1.145252225519288,1.2421791677020422,3.3744232066497455,15.896468367340375
