rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness,passed_2025
0.35,686,1.6195615514333894,120.0,0.0,0.36443148688046645,0.26782178217821784,1.360723851198784,0.5355450740433849,11.932224778325715,1.334397810218978,1.4022176317012494,2.0,2.0,1.5345699831365938,1.6998313659359192,1.2647132481843226,0.9295154185022027,1.4022176317012494,1.431111111111111,1.7983098591549296,0.18666666666666665,3.7153846153846155,7.0,cbr_macro_tree_consensus,rolling,0.35,120,0,0,0.0,0.0,0,0,1.2647132481843226,False
0.35,677,1.5983136593591907,120.0,0.0,0.36779911373707536,0.26782178217821784,1.3732979847484144,0.5647574983846557,34.33273328715097,1.3215971891812759,1.3368934851015868,2.0,2.0,1.4991568296795954,1.6998313659359192,1.153686396677051,0.9434523809523809,1.3368934851015868,1.4591549295774648,1.910222222222222,0.0,4.425,7.0,cbr_macro_full_hist_anchor50,rolling,0.35,120,0,0,0.0,0.0,0,0,1.153686396677051,False
0.22,690,1.6290050590219225,60.0,0.0,0.3463768115942029,0.26782178217821784,1.293310830721423,0.571906881179395,18.954505604625055,1.1410884228032894,1.26320592663049,2.0,2.0,1.5463743676222599,1.7706576728499157,1.2116055237829542,0.9357664233576642,1.26320592663049,1.5577464788732394,1.8355555555555554,0.3076923076923077,3.925,7.0,cbr_macro_diverse_anchor,rolling,0.22,60,0,0,0.0,0.0,0,0,1.2116055237829542,False
0.2,504,1.1898819561551435,60.0,0.0,0.33134920634920634,0.26782178217821784,1.237200363817739,0.5590903580502888,8.679773949005078,1.0356577610847328,1.241539626725023,2.0,2.0,1.0623946037099494,1.2512647554806071,1.0528396836808052,0.8517034068136272,1.241539626725023,1.2133333333333332,1.2185915492957746,0.19090909090909092,3.0307692307692307,7.0,cbr_macro_old_anchor,rolling,0.2,60,0,0,0.0,0.0,0,0,1.0528396836808052,False
,490,1.1568296795952784,,,0.32448979591836735,0.26782178217821784,1.2115885171073975,0.5520165871179883,-0.4828866941228709,1.1853105346904755,,,,1.1568296795952784,1.1568296795952784,1.0402441350371923,0.8680412371134021,1.199685658460821,1.1397183098591548,1.2506666666666666,0.9227272727272727,1.4769230769230768,,cbr_macro_full_hist_anchor25,weekly,0.0,0,0,60,0.9,0.0,4,2,1.0402441350371923,False
,500,1.1804384485666106,,,0.316,0.26782178217821784,1.1798890942698705,0.5261048392841743,-8.301702441340483,1.152025372542618,,,,1.1450252951096123,1.2158516020236088,1.1014739712021813,0.7616161616161616,1.1891833886687133,1.1635555555555555,1.2343661971830986,0.9955555555555555,1.4923076923076921,,round5_reset_hist,weekly,0.0,0,0,20,0.75,0.3,4,2,1.1014739712021813,False
0.3,759,1.791905564924115,60.0,0.0,0.310935441370224,0.26782178217821784,1.1609789123250507,0.5492726888703088,8.648361632600054,1.0401459854014599,1.166687405097605,2.0,2.0,1.6998313659359192,1.8768971332209108,1.0709496335568376,0.9177718832891246,1.166687405097605,1.8106666666666666,1.8456338028169013,0.5755555555555556,3.425,7.0,cbr_macro_compact_xgb,rolling,0.3,60,0,0,0.0,0.0,0,0,1.0709496335568376,False
,410,0.9679595278246207,,,0.3097560975609756,0.26782178217821784,1.156575447455029,0.5239989551815372,-11.99219849704243,1.1209035580524345,,,,0.9679595278246207,0.9679595278246207,1.099375125982665,0.7753086419753087,1.1554152826758521,0.9859154929577465,0.9955555555555554,0.875,1.0769230769230769,,cbr_macro_full_hist,weekly,0.0,0,0,20,0.9,0.0,4,1,1.099375125982665,False
0.3,697,1.6455311973018552,40.0,0.0,0.30703012912482064,0.26782178217821784,1.1463971549577405,0.5341146975712969,-3.9044338665272367,1.0384988817032785,1.1424174916576968,2.0,2.0,1.5935919055649241,1.7352445193929176,1.1094052299819008,0.8930635838150289,1.1424174916576968,1.660281690140845,1.7173333333333332,0.9384615384615385,2.925,7.0,cbr_macro_compact_cat,rolling,0.3,40,0,0,0.0,0.0,0,0,1.1094052299819008,False
0.35,803,1.8957841483979765,60.0,0.0,0.3013698630136986,0.26782178217821784,1.125262704783126,0.5245607325727155,3.189620285796075,1.0644898276129835,1.1105479359297385,2.0,2.0,1.8650927487352447,1.9713322091062395,1.0565958782299405,0.9097744360902256,1.1105479359297385,1.8535211267605634,2.0719999999999996,0.8590909090909091,3.325,7.0,cbr_macro_compact_hist,rolling,0.35,60,0,0,0.0,0.0,0,0,1.0565958782299405,False
,411,0.9703204047217538,,,0.2944038929440389,0.26782178217821784,1.0992529828964113,0.5360387382692258,-17.082550060968245,1.0657771535580525,,,,0.9679595278246207,0.9797639123102867,1.0396061758782726,0.729064039408867,1.0985456564893818,0.9898591549295775,0.9955555555555554,0.8909090909090909,1.0769230769230769,,cbr_macro_old_reset,weekly,0.0,0,0,20,0.8,0.0,4,1,1.0396061758782726,False
0.2,526,1.2418212478920743,20.0,0.0,0.2870722433460076,0.26782178217821784,1.0718778771884203,0.5917709298009471,11.636103990304074,1.0177182368193605,1.0853741413259934,2.0,2.0,1.2276559865092749,1.2512647554806071,1.0207968901846454,0.7888675623800384,1.0853741413259934,1.1324444444444444,1.3566197183098592,0.75,1.6153846153846154,7.0,cbr_macro_only_logit,rolling,0.2,20,0,0,0.0,0.0,0,0,1.0207968901846454,False
,498,1.175716694772344,,,0.29116465863453816,0.26782178217821784,1.0871582448091812,0.5313276818152846,2.564750728019848,1.009996826404316,,,,1.1450252951096123,1.2158516020236088,0.9780449119292095,0.7545638945233266,1.0811939978670555,1.1791549295774648,1.2382222222222221,0.9384615384615385,1.525,,cbr_macro_full_extra,weekly,0.0,0,0,20,0.9,0.3,4,2,0.9780449119292095,False
0.3,801,1.89106239460371,60.0,0.0,0.2958801498127341,0.26782178217821784,1.1047650695410773,0.5731854090351801,7.127694251889263,0.8994610516775373,1.0671462561758474,1.0,2.0,1.8414839797639124,1.9241146711635753,1.0048469387755101,0.9334170854271356,1.0671462561758474,1.7785915492957747,2.1777777777777776,0.6066666666666666,4.1,7.0,cbr_macro_resolved_anchor25,rolling,0.3,60,0,0,0.0,0.0,0,0,1.0048469387755101,False
