rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,selected_rate,selected_rolling,selected_cooldown,robustness
0.35,806,1.5715877437325905,120,0,0.6401985111662531,0.5421052631578948,1.180948709918331,0.5780981227660427,62.67231563611698,1.1426539943118406,1.2076767074946013,2,2,1.403899721448468,1.7061281337047354,1.1435185185185184,0.916354556803995,close_trend_anchor,0.35,120,0,1.1426539943118406
0.2,759,1.4799442896935935,120,0,0.5942028985507246,0.5421052631578948,1.0961024342197832,0.6028701625518602,60.24628974823706,1.0813120837198638,1.144631840066915,2,2,1.3161559888579388,1.5988857938718664,1.0164609053497942,0.9416445623342176,close_upper_range,0.2,120,0,1.0164609053497942
0.35,904,1.762674094707521,120,0,0.5420353982300885,0.5421052631578948,0.999871122948707,0.4484472160426939,0.28940764096903404,0.9681538055542619,0.9920982931514626,1,2,1.6866295264623956,1.8913649025069639,0.9632759181020475,0.8776418242491657,markov_decay4_p40,0.35,120,0,0.9632759181020475
0.4,1101,2.1467966573816155,250,0,0.5985467756584922,0.5421052631578948,1.1041154114088692,0.5563731462240387,32.12848442380641,1.0709640121404829,1.0999825861532813,2,2,2.066852367688022,2.2423398328690807,0.9591450481318321,0.9525547445255474,eb_expand_anchor50,0.4,250,0,0.9591450481318321
0.4,575,1.1211699164345403,250,3,0.5443478260869565,0.5421052631578948,1.0041367665681722,0.5142217194958562,-1.0484164556314728,0.9941298862694886,1.0069177757150876,1,2,1.0139275766016713,1.2089136490250696,0.9520279886148008,0.787719298245614,markov_decay4_anchor25,0.4,250,3,0.9520279886148008
0.2,516,1.0061281337047354,120,0,0.5910852713178295,0.5421052631578948,1.0903514713629865,0.5617716218009797,14.568018730059844,0.9235632704858593,1.044179444927202,1,2,0.9456824512534819,1.052924791086351,1.0185567010309278,0.8512720156555773,close_extra_7y,0.2,120,0,0.9235632704858593
0.2,741,1.4448467966573815,500,0,0.582995951417004,0.5421052631578948,1.075429424943988,0.5500947894525191,44.86432506247228,1.0278717101813988,1.0724385201923492,2,2,1.3746518105849583,1.520891364902507,0.9208731910718665,0.9279891304347826,eb_decay4_anchor50,0.2,500,0,0.9208731910718665
0.25,822,1.6027855153203343,250,0,0.5523114355231143,0.5421052631578948,1.018826919897007,0.484661012976019,19.64226061522765,1.0006132552663856,1.0078989458872758,2,2,1.403899721448468,1.9206128133704736,0.9201960784313726,0.9106487148102815,eb_expand_p70_lcb,0.25,250,0,0.9201960784313726
0.25,759,1.4799442896935935,250,0,0.5599472990777339,0.5421052631578948,1.0329124934443634,0.4940600590725491,38.19289497884086,0.988986503692386,1.0343268671874226,1,2,1.1309192200557103,1.8036211699164346,0.9080882352941176,0.8846153846153846,eb_decay4_anchor25,0.25,250,0,0.9080882352941176
0.25,678,1.3220055710306406,120,0,0.528023598820059,0.5421052631578948,0.9740241143282642,0.4485667346139649,-21.516082773523642,0.8784635778719002,0.9517890845814811,1,2,1.277158774373259,1.3649025069637883,0.9463880456246868,0.7979197622585439,markov_decay2_lcb,0.25,120,0,0.8784635778719002
0.3,377,0.7350974930362117,250,3,0.5013262599469496,0.5421052631578948,0.9247765960186448,0.41502856890047535,-25.26630058496797,0.8924700101170691,0.9305615349513716,0,2,0.692200557103064,0.7799442896935933,0.866436353972894,0.7419354838709677,eb_decay2_p50_lcb,0.3,250,3,0.866436353972894
0.22,699,1.3629526462395545,120,0,0.5393419170243204,0.5421052631578948,0.9949025653846687,0.45085508604346647,37.39142691169337,0.9409789341498174,0.9961742174979206,1,2,1.2186629526462396,1.501392757660167,0.8422104644326865,0.8573487031700289,eb_decay4_p40,0.22,120,0,0.8422104644326865
0.18,554,1.0802228412256267,120,0,0.48375451263537905,0.5421052631578948,0.8923626932108933,0.540287003048714,1.8790305030765446,0.8818826743662584,0.9137145473883166,0,2,1.0041782729805013,1.267409470752089,0.8364021164021163,0.8688524590163934,markov_expand_anchor50,0.18,120,0,0.8364021164021163
0.25,730,1.4233983286908078,120,0,0.5698630136986301,0.5421052631578948,1.0512036175023274,0.4889128366247163,37.765209057110035,0.9958147749961604,1.0549542528218367,1,2,1.3454038997214486,1.511142061281337,0.8352657004830917,0.8924137931034483,eb_expand_p30,0.25,120,0,0.8352657004830917
0.4,573,1.1172701949860724,250,3,0.48342059336823734,0.5421052631578948,0.891746725630729,0.4415633425316411,-17.89757141490855,0.8669942758397234,0.8873994111065497,0,2,1.0919220055710306,1.16016713091922,0.821227621483376,0.75,markov_expand_p40,0.4,250,3,0.821227621483376
0.3,721,1.405849582172702,500,0,0.5242718446601942,0.5421052631578948,0.967103402771232,0.521362458886602,-8.62171929910835,0.8148083318746718,0.9617603560878147,1,2,1.2186629526462396,1.5403899721448469,0.8954758986928105,0.8631284916201117,close_xgb_7y,0.3,500,0,0.8148083318746718
0.22,571,1.1133704735376044,0,0,0.4816112084063047,0.5421052631578948,0.8884090252155136,0.5113876106124567,-38.15942922918623,0.8087173898496276,0.9293531501849237,1,2,1.0236768802228413,1.2284122562674096,0.7896103896103895,0.8621908127208481,close_hist_7y,0.22,0,0,0.7896103896103895
0.22,544,1.060724233983287,120,0,0.4797794117647059,0.5421052631578948,0.8850299828669331,0.4944773835866004,-94.71368981519399,0.42371361513329747,0.7596887426759719,1,2,0.9944289693593314,1.1211699164345403,0.75527950310559,0.8719851576994434,close_logit_expand,0.22,120,0,0.42371361513329747
