candidate,rate,rolling,cooldown,general_lift,shock_lift,final_lift,general_frequency,shock_frequency,final_frequency,general_corridor_lift_min,shock_corridor_lift_min,final_corridor_lift_min,general_benefit,shock_benefit,final_benefit,status,lift_min_era,frequency_in_band_all_eras
close_extra_7y,0.2,120,0,1.1280605417773646,1.0903514713629865,1.161922702946015,1.0430048242591317,1.0061281337047354,1.0715328467153284,1.0884032634032634,1.0185567010309278,1.093959731543624,5.762613376529313,14.568018730059844,17.977838602304008,"diagnostic grid, not an unbiased selected estimate",1.0903514713629865,True
close_extra_7y,0.25,120,0,1.1298436712561999,1.0728008682134162,1.1623337034859669,1.2871123363197796,1.290807799442897,1.2613138686131389,1.0935408761641945,0.9834497102956469,1.102855369335816,3.597702959171705,16.96048240878263,18.160017387296037,"diagnostic grid, not an unbiased selected estimate",1.0728008682134162,True
close_extra_7y,0.22,120,0,1.1189640867691162,1.066596140392786,1.157744336401921,1.144314266023432,1.1094707520891365,1.143065693430657,1.0858141387802405,0.9838574423480083,1.0866666666666667,5.808344635452265,14.32114332419806,17.651074415877826,"diagnostic grid, not an unbiased selected estimate",1.066596140392786,True
close_extra_7y,0.4,0,0,1.065011385351657,1.059991305607883,1.1124371435722047,1.740592694693315,1.8289693593314762,1.8963503649635038,0.9982986019519915,0.9963565387117761,1.0547150061851744,-5.849798305501791,23.606523694913413,10.999634822468716,"diagnostic grid, not an unbiased selected estimate",1.059991305607883,True
close_extra_7y,0.35,0,0,1.0702412902639322,1.0561031646038685,1.1151580263473848,1.537973811164714,1.5325905292479107,1.6583941605839416,1.0380783299407703,1.019034224097515,1.0560998735777498,-0.9299839151193529,23.150171465273218,11.590434268248345,"diagnostic grid, not an unbiased selected estimate",1.0561031646038685,True
close_extra_7y,0.35,120,0,1.1002214766142053,1.0529344686837252,1.1198023280008178,1.781116471399035,1.7763231197771587,1.654014598540146,1.0658862015731823,0.9949120203519185,1.060282883291733,2.7884955470287363,21.861286147777292,17.021838117661805,"diagnostic grid, not an unbiased selected estimate",1.0529344686837252,True
close_extra_7y,0.4,250,0,1.0701993705012702,1.0491141922798726,1.1222320972887865,1.8534803583735355,1.858217270194986,1.8598540145985403,1.0175645454142863,0.9832884097035041,1.0585625757471817,-4.177739848646046,27.76029830758669,15.540468337015271,"diagnostic grid, not an unbiased selected estimate",1.0491141922798726,True
close_extra_7y,0.4,500,0,1.0689951787933638,1.046397440699758,1.1220581860090073,1.9490006891798761,1.86991643454039,1.7678832116788321,1.024329988642883,0.9779152489947418,1.0922466222367893,-4.722830526683098,23.63481010674117,12.9191870209248,"diagnostic grid, not an unbiased selected estimate",1.046397440699758,True
close_extra_7y,0.35,250,0,1.0637417689483004,1.044272778192681,1.135208810895202,1.6431426602343213,1.6222841225626743,1.6364963503649634,1.03356961813776,0.96659678546471,1.070360395023727,-5.121728325951979,26.90419530476117,15.971014603660565,"diagnostic grid, not an unbiased selected estimate",1.044272778192681,True
close_extra_7y,0.35,500,0,1.068789735007184,1.0413404321954276,1.1213868722912652,1.7232253618194349,1.5715877437325905,1.5693430656934306,1.0272497585883038,0.9973801225814205,1.0586993586100513,-4.829891886581311,23.65896122190987,12.807024153703516,"diagnostic grid, not an unbiased selected estimate",1.0413404321954276,True
