rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,selected_rate,selected_rolling,selected_cooldown,selection_rank,selection_status
0.35,1116,1.6291970802919706,120,0,0.5905017921146953,0.5217791411042945,1.1317083141057653,0.5292189366025871,25.034655211162768,1.0977382707844399,1.1322115384615385,3,3,1.416058394160584,1.781021897810219,1.0798878088882442,0.9342934293429342,close_trend_anchor,0.35,120,0,1,selected on 2017-2023; 2024-2026 retrospective
0.2,999,1.4583941605839417,120,0,0.6166166166166166,0.5217791411042945,1.1817578895768197,0.5389513545026338,32.128096954087894,1.119130357301969,1.1237200727472034,3,3,1.3795620437956204,1.562043795620438,1.1012252376044889,0.9587525150905433,close_upper_range,0.2,120,0,2,selected on 2017-2023; 2024-2026 retrospective
0.35,1204,1.7576642335766424,120,0,0.5872093023255814,0.5217791411042945,1.1253981925816552,0.5292238388240098,31.615084082784,1.0815688996876085,1.1015365222871798,3,3,1.6642335766423357,1.8394160583941606,1.0227709745977127,0.9015846538782318,markov_decay4_p40,0.35,120,0,3,selected on 2017-2023; 2024-2026 retrospective
0.2,734,1.0715328467153284,120,0,0.6062670299727521,0.5217791411042945,1.161922702946015,0.5687278245185736,17.977838602304008,1.0573703737218352,1.1204525811267383,3,3,1.0,1.1240875912408759,1.093959731543624,0.8491083676268861,close_extra_7y,0.2,120,0,4,selected on 2017-2023; 2024-2026 retrospective
