rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,selected_rate,selected_rolling,selected_cooldown,robustness
0.22,559,1.0899721448467967,250,0,0.7853309481216458,0.32793522267206476,2.3947746195808213,0.910354008627101,278.4679311390536,2.2695675796605834,2.427776686547152,2,2,1.0041782729805013,1.1894150417827298,2.3205657650216804,0.7490974729241877,pub_extra_7y,0.22,250,0,2.2695675796605834
0.22,531,1.0353760445682452,120,0,0.7871939736346516,0.32793522267206476,2.40045569737974,0.9076096980514652,259.8756643626102,2.271074096474165,2.4271960379083626,2,2,0.9749303621169917,1.0919220055710306,2.2660550458715596,0.7357414448669202,pub_consensus_models,0.22,120,0,2.2660550458715596
0.22,538,1.049025069637883,120,0,0.7825278810408922,0.32793522267206476,2.3862269952728443,0.9051922504834151,273.3772349402729,2.2468644845518506,2.4140824309228126,2,2,0.9944289693593314,1.1114206128133706,2.260422551124167,0.7298311444652908,pub_consensus_with_margin,0.22,120,0,2.2468644845518506
0.22,555,1.0821727019498608,250,0,0.7891891891891892,0.32793522267206476,2.40653987320654,0.9094667559125391,255.45699628206083,2.2335638636495165,2.423557261923704,2,2,1.052924791086351,1.1211699164345403,2.2635771934392084,0.74,pub_blend_logit_extra,0.22,250,0,2.2335638636495165
0.2,514,1.0022284122562675,0,0,0.7898832684824902,0.32793522267206476,2.4086563866071,0.900969805146512,256.0708472089256,2.2203301883345143,2.413543588422102,2,2,0.9651810584958217,1.0236768802228413,2.2754491017964074,0.7269155206286837,pub_blend_logit_margin,0.2,0,0,2.2203301883345143
0.22,570,1.1114206128133706,250,0,0.775438596491228,0.32793522267206476,2.3646090534979423,0.9073337795626952,237.37561957306136,2.1658544024298028,2.3655383449979817,2,2,1.0821727019498608,1.16991643454039,2.250166333998669,0.7699115044247787,pub_logit_next_and_known,0.22,250,0,2.1658544024298028
0.22,546,1.064623955431755,120,0,0.7527472527472527,0.32793522267206476,2.295414462081129,0.9023583221775994,235.6611144185354,2.1529895003303534,2.32435026163227,2,2,1.0041782729805013,1.15041782729805,2.171716101694915,0.7578558225508318,pub_hist_7y,0.22,120,0,2.1529895003303534
0.2,520,1.0139275766016713,0,0,0.775,0.32793522267206476,2.3632716049382716,0.905717685557043,291.40010735530007,2.14642427620193,2.3839507192477094,2,2,0.9554317548746518,1.0821727019498608,2.297540840648799,0.7708737864077669,pub_logit_known_summary,0.2,0,0,2.14642427620193
0.22,556,1.0841225626740947,120,0,0.7248201438848921,0.32793522267206476,2.210254019007017,0.8868734196043433,273.1613331766846,2.1784936988801906,2.2548202216461206,2,2,1.0626740947075208,1.1016713091922006,2.140873015873016,0.73502722323049,known_margin,0.22,120,0,2.140873015873016
0.22,530,1.033426183844011,120,0,0.7584905660377359,0.32793522267206476,2.312928022361985,0.8980812137438643,231.39231915961025,2.1683198372262833,2.3423562401582227,2,2,1.0139275766016713,1.0724233983286908,2.1331818181818183,0.7371428571428571,pub_xgb_7y,0.22,120,0,2.1331818181818183
0.22,567,1.1055710306406685,250,0,0.7548500881834215,0.32793522267206476,2.3018268121148777,0.9029525509445189,225.1594691130299,2.122161419092183,2.30572671609686,2,2,1.0626740947075208,1.1406685236768803,2.252803261977574,0.7633451957295374,pub_logit_expand,0.22,250,0,2.122161419092183
0.2,529,1.0314763231197772,500,0,0.7580340264650284,0.32793522267206476,2.311535858479778,0.9018644950171054,247.88062667561067,2.0577334870696755,2.3296009489597154,2,2,0.9651810584958217,1.1016713091922006,2.1692614770459078,0.7404580152671756,pub_logit_published_next,0.2,500,0,2.0577334870696755
0.3,815,1.5891364902506964,120,0,0.6662576687116565,0.32793522267206476,2.031674619404681,0.8761066488174922,175.38883702582186,1.9103838409664737,2.0841247436124886,2,2,1.4818941504178273,1.6866295264623956,1.9537572254335263,0.9469135802469136,known_next_blend,0.3,120,0,1.9103838409664737
0.3,811,1.5813370473537605,120,0,0.6633785450061652,0.32793522267206476,2.022895069339788,0.8765101145322028,172.20857704257395,1.894595544760139,2.074371050670978,2,2,1.4916434540389973,1.6476323119777159,1.9487179487179487,0.9478908188585607,known_next_range,0.3,120,0,1.894595544760139
0.35,491,0.9573816155988858,250,3,0.6517311608961304,0.32793522267206476,1.9873777375474593,0.8537148594377512,145.14759658787537,1.8544696882191438,2.0146109374040324,2,2,0.8676880222841226,1.0139275766016713,1.9277400255668438,0.7860082304526749,known_next_trend,0.35,250,3,1.8544696882191438
0.2,522,1.0178272980501393,0,0,0.6360153256704981,0.32793522267206476,1.9394541412421362,0.8593953592146364,106.46335352679544,1.796607865130349,1.9245570839292396,2,2,0.8969359331476323,1.0626740947075208,1.7757390417940877,0.8027079303675049,pub_logit_current_gate,0.2,0,0,1.7757390417940877
0.18,715,1.394150417827298,250,3,0.6265734265734266,0.32793522267206476,1.9106621773288441,0.8487951807228915,143.12426200677197,1.7445654001816204,1.9319137597218698,2,2,1.3259052924791086,1.4331476323119778,1.8473167044595618,0.8605633802816901,known_next_gate,0.18,250,3,1.7445654001816204
