track,candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,forward_benefit_bps,benefit_ci_low,benefit_ci_high
window_closing,close_upper_range,999,1.1817578895768197,1.020831273369885,1.3427624729907874,0.01274681329667583,32.128096954087894,0.5935013465631496,56.740797380562775
window_closing,close_extra_7y,734,1.161922702946015,0.9520515109029607,1.3500760054807863,0.07073231692076981,17.977838602304008,-27.932219132645294,56.9020146212527
window_closing,close_trend_anchor,1116,1.1317083141057653,0.9646314376259416,1.3114510460473006,0.059485128717820544,25.034655211162768,-5.9289978962148115,55.05218889765045
window_closing,markov_decay4_p40,1204,1.1253981925816552,1.0526074391407148,1.2118292630949767,0.0014996250937265683,31.615084082784,6.408624685426126,54.463231048788835
