candidate,rate,rolling,cooldown,general_lift,shock_lift,final_lift,general_frequency,shock_frequency,final_frequency,general_corridor_lift_min,shock_corridor_lift_min,final_corridor_lift_min,general_benefit,shock_benefit,final_benefit,status,lift_min_era,frequency_in_band_all_eras
markov_decay2_lcb,0.22,120,0,1.1314456721915287,1.1290276502397714,1.19483024691358,1.047829083390765,1.1796657381615598,1.1824817518248176,0.9775221869898869,1.0418943533697633,0.9824782730585927,-1.03648618123097,20.84548640154405,32.04213119214758,"diagnostic grid, not an unbiased selected estimate",1.1290276502397714,True
markov_decay2_lcb,0.25,120,0,1.1063745051760054,1.1546639231824418,1.1798440979955456,1.1993108201240523,1.3337047353760447,1.310948905109489,0.9657987905070046,1.0273321449792039,1.0219435736677114,-2.712798232490698,32.559805924517036,30.45510978366502,"diagnostic grid, not an unbiased selected estimate",1.1063745051760054,True
markov_decay2_lcb,0.25,500,0,1.0897769030205384,1.096287678021244,1.2034203178694158,1.2572019297036527,1.1172701949860724,1.1328467153284671,0.9503455052618233,0.988988988988989,1.090935544885785,-3.4012056759456,9.788737236910166,30.765073746346303,"diagnostic grid, not an unbiased selected estimate",1.0897769030205384,True
markov_decay4_anchor25,0.22,250,0,1.086588567092732,1.1856,1.2918414918414918,1.1452791178497588,1.2186629526462396,1.0437956204379562,0.8604541237023161,1.0423549997426793,1.090935544885785,-0.9539634459583428,49.136907812925955,32.67854670557071,"diagnostic grid, not an unbiased selected estimate",1.086588567092732,True
markov_decay2_lcb,0.25,250,0,1.0725719617179863,1.1526374859708193,1.1785025706940873,1.2224672639558927,1.2225626740947075,1.135766423357664,0.9580413705029323,0.9714847590953787,1.0304597701149425,-3.9630230450536135,22.775413590870595,27.19634153568098,"diagnostic grid, not an unbiased selected estimate",1.0725719617179863,True
markov_decay2_lcb,0.3,0,0,1.0693884718246118,1.164882187989366,1.2015419566898684,1.5601654031702274,1.3220055710306406,1.2583941605839417,0.9307640141773189,1.048180924287119,1.1086172889886419,-4.120909219859665,27.93964130831233,29.680986114860023,"diagnostic grid, not an unbiased selected estimate",1.0693884718246118,True
markov_decay2_lcb,0.22,250,0,1.0904711123267263,1.0686827500283158,1.1929968415937802,1.098001378359752,1.0626740947075208,1.0014598540145985,0.9240594990138794,1.0031093343486261,1.074176245210728,-2.421545236746569,6.389962493695194,28.506092213797913,"diagnostic grid, not an unbiased selected estimate",1.0686827500283158,True
markov_decay4_p40,0.25,250,0,1.0618107917960327,1.0640595278057514,1.1967880863428808,1.253342522398346,1.290807799442897,1.1722627737226277,0.9442228481187829,0.8185185185185185,1.0383603379033375,-1.7373097047326818,15.762239777122216,26.377973633998042,"diagnostic grid, not an unbiased selected estimate",1.0618107917960327,True
markov_decay4_p40,0.25,500,0,1.0658280094927612,1.059409957688518,1.2131197432492253,1.3112336319779463,1.2459610027855152,1.0992700729927007,0.9606938887701189,0.8436578171091446,1.0878754171301446,-1.7229154587591857,13.030383922999134,30.77712005625882,"diagnostic grid, not an unbiased selected estimate",1.059409957688518,True
markov_decay4_anchor25,0.25,500,0,1.0583847555034667,1.206440638000438,1.3208557649170032,1.3575465196416263,1.4292479108635097,1.0846715328467154,0.8813508667065152,1.0391686650679457,1.162083515204423,-2.2896802252289357,51.23195411231759,37.549844301262816,"diagnostic grid, not an unbiased selected estimate",1.0583847555034667,True
markov_decay2_lcb,0.3,500,0,1.0583792648168329,1.1682142236132846,1.2048535298398835,1.5244658855961406,1.384401114206128,1.3372262773722627,0.9329741869076423,1.02619445711101,1.0645245559038663,-5.329174922661929,32.472687577301514,28.66734476456024,"diagnostic grid, not an unbiased selected estimate",1.0583792648168329,True
markov_decay2_lcb,0.3,120,0,1.057864238410596,1.1869311948577699,1.1790175693101224,1.447277739490007,1.5579387186629527,1.5094890510948906,0.9853992329149234,1.0273321449792039,1.0219435736677114,-7.966098289553778,43.81194797826972,27.59498007348862,"diagnostic grid, not an unbiased selected estimate",1.057864238410596,True
markov_decay2_lcb,0.3,250,0,1.0562229896547415,1.180928054491273,1.1927513774104683,1.4829772570640938,1.4701949860724235,1.4131386861313868,0.9792787407850169,1.0060623283129677,1.0706075533661739,-5.851917785984841,35.489268546788914,28.50869477746592,"diagnostic grid, not an unbiased selected estimate",1.0562229896547415,True
eb_expand_anchor50,0.18,120,0,1.0551315236730257,1.1084483175986444,1.2358142161974277,1.0343211578221916,1.292757660167131,1.4000000000000001,0.9120973389355742,1.0217382128234351,1.1444425570466,4.9344909405845545,55.16150236787547,28.634746754317444,"diagnostic grid, not an unbiased selected estimate",1.0551315236730257,True
markov_decay4_anchor25,0.25,250,0,1.0477230127478472,1.2102776034037803,1.273970096194061,1.285182632667126,1.3805013927576602,1.1635036496350366,0.8594267157934179,1.080576759966073,1.0139283299526707,-2.450553539837752,51.97480242349518,32.18867357348002,"diagnostic grid, not an unbiased selected estimate",1.0477230127478472,True
eb_expand_anchor50,0.2,120,0,1.0416453312396168,1.1057733698365964,1.231528999674161,1.1230875258442454,1.398050139275766,1.4934306569343065,0.903018372703412,1.008739687984971,1.1381458803308624,3.8332003565475667,51.57150706223913,27.654578394892958,"diagnostic grid, not an unbiased selected estimate",1.0416453312396168,True
eb_expand_anchor50,0.22,120,0,1.0386164833971805,1.0727077538671743,1.2339877633209415,1.235975189524466,1.4799442896935935,1.570802919708029,0.9019705174488567,1.0040650406504066,1.1140105622864243,1.1212946950977034,48.592583543355495,25.549017401390174,"diagnostic grid, not an unbiased selected estimate",1.0386164833971805,True
markov_decay2_lcb,0.35,250,0,1.0379830486152921,1.2142024466635768,1.1632471008028544,1.6981392143349414,1.7139275766016715,1.6364963503649634,0.8839817648160869,1.0762527233115469,1.0057222471015574,-5.625147368298611,47.738673405922135,25.859305946948215,"diagnostic grid, not an unbiased selected estimate",1.0379830486152921,True
markov_decay4_anchor25,0.22,120,0,1.0376811615232369,1.0932760528542604,1.2486920777279522,1.1008959338387319,1.1094707520891365,1.3021897810218979,0.8261862564177523,0.9629629629629629,1.0021384656508954,-2.3350786492870728,34.52780150482005,33.07742625823601,"diagnostic grid, not an unbiased selected estimate",1.0376811615232369,True
markov_decay4_p40,0.3,500,0,1.037622924223768,1.1195423065341765,1.2000592633114513,1.5360441075120606,1.5189415041782732,1.3343065693430658,0.9291349498412059,1.015015015015015,1.0329916123019571,-6.591216428767567,30.037863480073884,27.245428552069516,"diagnostic grid, not an unbiased selected estimate",1.037622924223768,True
markov_decay4_anchor25,0.25,120,0,1.0368746184743076,1.0957262053082644,1.2409204623878536,1.2456237077877326,1.2752089136490252,1.4102189781021897,0.8515134675732218,0.9629629629629629,0.9608016504568228,-3.032413268622092,40.59132560862893,31.719893029938653,"diagnostic grid, not an unbiased selected estimate",1.0368746184743076,True
markov_decay4_p40,0.3,120,0,1.0363175826034323,1.1226389871825115,1.1808757604867115,1.435699517574087,1.5306406685236769,1.5197080291970801,0.9366170926716103,1.014161220043573,0.9992337164750957,-3.813526770528345,39.87780746708121,28.34495685150145,"diagnostic grid, not an unbiased selected estimate",1.0363175826034323,True
markov_decay2_lcb,0.35,120,0,1.0324289435291063,1.1575747837497656,1.1724744245524297,1.6730530668504482,1.7977715877437326,1.7124087591240875,0.8892909646047722,1.0461897980793808,1.0435035646733595,-6.319776191409965,42.61215621927025,26.271688794271284,"diagnostic grid, not an unbiased selected estimate",1.0324289435291063,True
markov_decay4_anchor25,0.2,120,0,1.031890418744851,1.0699588477366255,1.2795305023923444,1.000551343900758,1.0002785515320334,1.2204379562043794,0.8385668440508591,0.9533333333333334,1.050150084193572,-1.7819254655853989,25.364381935632416,35.29914944732589,"diagnostic grid, not an unbiased selected estimate",1.031890418744851,True
markov_decay4_anchor25,0.3,120,0,1.0312025759545687,1.1600501782244863,1.1907065877352763,1.4694693314955205,1.5735376044568246,1.602919708029197,0.8528568030114329,1.0384894698620188,0.8960519740129935,-4.317963713780579,49.458604432296134,29.725478157433844,"diagnostic grid, not an unbiased selected estimate",1.0312025759545687,True
markov_decay4_p40,0.25,120,0,1.0760491418411022,1.0303217358772916,1.1823090470893585,1.200275671950379,1.286908077994429,1.3124087591240876,0.969724801850529,0.8973063973063974,0.9924821373097236,-1.3383879487108477,10.793881090202836,29.88402626396517,"diagnostic grid, not an unbiased selected estimate",1.0303217358772916,True
eb_decay4_p40,0.2,120,0,1.036568744476454,1.0295343575086342,1.217768101092896,1.1134390075809788,1.2128133704735378,1.424817518248175,0.9412768792023148,0.8874251497005987,0.8539962576851109,-5.8083885690431405,44.24802136360121,26.268732390500652,"diagnostic grid, not an unbiased selected estimate",1.0295343575086342,True
markov_decay2_lcb,0.35,500,0,1.0277437821123256,1.2124926513815402,1.1952337305224563,1.764713990351482,1.637883008356546,1.5927007299270073,0.8700514966205343,1.0493464052287582,1.0706075533661739,-6.039230252342627,43.18662313647505,27.793511104739494,"diagnostic grid, not an unbiased selected estimate",1.0277437821123256,True
markov_expand_anchor50,0.22,120,0,1.0272482132319192,1.0305980528511822,1.2594715852442673,1.1694004135079257,1.4019498607242342,1.4642335766423358,0.9180738194859535,0.8873015873015874,1.0170771756978652,-0.9061181667600076,50.604443769965116,31.43493966549982,"diagnostic grid, not an unbiased selected estimate",1.0272482132319192,True
