rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,selected_rate,selected_rolling,selected_cooldown,selection_rank,selection_status,track
0.25,846,1.2350364963503648,250,0,0.3617021276595745,0.294478527607362,1.2282801418439717,0.5658815670289855,29.549730784598115,0.9774865886905285,1.0524781765983182,2,3,1.0656934306569343,1.4744525547445255,1.1130078525093887,0.9369797859690844,eb_expand_p70_lcb,0.25,250,0,1,selected on 2017-2023; 2024-2026 retrospective,ordinary_states
0.22,732,1.0686131386861315,250,0,0.7240437158469946,0.294478527607362,2.458731785063752,0.8975738224637682,138.33261840551717,2.2682451953272205,2.2882658469366124,3,3,1.0364963503649636,1.102189781021898,2.370909090909091,0.7331499312242091,pub_extra_7y,0.22,250,0,1,selected on 2017-2023; 2024-2026 retrospective,after_publication
0.35,1116,1.6291970802919706,120,0,0.5905017921146953,0.5217791411042945,1.1317083141057653,0.5292189366025871,25.034655211162768,1.0977382707844399,1.1322115384615385,3,3,1.416058394160584,1.781021897810219,1.0798878088882442,0.9342934293429342,close_trend_anchor,0.35,120,0,1,selected on 2017-2023; 2024-2026 retrospective,window_closing
