rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,selected_rate,selected_rolling,selected_cooldown,selection_status
0.18,626,0.9138686131386862,500,0,0.3929712460063898,0.294478527607362,1.3344648562300319,0.5619436141304348,41.143554337869546,1.1454837297533929,1.2613952032552134,3,3,0.8248175182481752,1.0145985401459854,1.228566044846429,0.9146537842190016,eb_decay4_p40,0.18,500,0,diagnostic all-candidate retrospective table
0.2,658,0.9605839416058394,250,0,0.38753799392097266,0.294478527607362,1.3160144376899696,0.5788183876811595,33.01895915712487,1.1425883522374285,1.2850144454214296,3,3,0.8978102189781022,1.0802919708029197,1.1393289841565704,0.8698315467075038,markov_decay4_anchor25,0.2,250,0,diagnostic all-candidate retrospective table
0.18,633,0.9240875912408759,250,0,0.382306477093207,0.294478527607362,1.2982490784623486,0.579635643115942,36.10139579020706,1.0163517961929298,1.214354629273636,3,3,0.8175182481751825,1.0802919708029197,1.0380552966759864,0.9331210191082803,markov_expand_anchor50,0.18,250,0,diagnostic all-candidate retrospective table
0.2,684,0.9985401459854015,250,0,0.3815789473684211,0.294478527607362,1.2957785087719298,0.5679859601449275,32.68753585835207,1.0399391590206566,1.1392075078206465,3,3,0.8029197080291971,1.1167883211678833,1.103605731380885,0.930780559646539,eb_decay4_anchor25,0.2,250,0,diagnostic all-candidate retrospective table
0.18,908,1.3255474452554745,120,0,0.3667400881057269,0.294478527607362,1.2453882158590308,0.5708908514492754,31.428477567239177,1.1762786622760641,1.1983243694197419,3,3,1.1751824817518248,1.4452554744525548,1.0976430976430975,0.9512735326688815,eb_decay4_anchor50,0.18,120,0,diagnostic all-candidate retrospective table
0.22,1076,1.570802919708029,120,0,0.36338289962825276,0.294478527607362,1.2339877633209415,0.5741890851449275,25.549017401390174,1.1387225196405417,1.2208785628134324,3,3,1.437956204379562,1.7518248175182483,1.1140105622864243,0.954248366013072,eb_expand_anchor50,0.22,120,0,diagnostic all-candidate retrospective table
0.25,846,1.2350364963503648,250,0,0.3617021276595745,0.294478527607362,1.2282801418439717,0.5658815670289855,29.549730784598115,0.9774865886905285,1.0524781765983182,2,3,1.0656934306569343,1.4744525547445255,1.1130078525093887,0.9369797859690844,eb_expand_p70_lcb,0.25,250,0,diagnostic all-candidate retrospective table
0.4,1012,1.4773722627737227,0,0,0.35375494071146246,0.294478527607362,1.2012928194993413,0.5507724184782609,21.487967021994162,1.1015156673992221,1.10672794335194,3,3,1.3576642335766422,1.5912408759124088,1.0878754171301446,0.9285004965243296,eb_decay2_p50_lcb,0.4,0,0,diagnostic all-candidate retrospective table
0.22,820,1.197080291970803,120,0,0.35365853658536583,0.294478527607362,1.2009654471544713,0.5448389945652174,30.247061019389978,1.0857538035961274,1.206678544743951,3,3,1.1532846715328466,1.2408759124087592,1.0383603379033375,0.8319018404907975,markov_decay4_p40,0.22,120,0,diagnostic all-candidate retrospective table
0.22,696,1.0160583941605839,500,0,0.35201149425287354,0.294478527607362,1.195372365900383,0.5497733242753623,28.23341603885302,1.0989403963213173,1.1218706879558449,3,3,0.9343065693430657,1.0802919708029197,1.0886921404162782,0.8639652677279306,markov_expand_p40,0.22,500,0,diagnostic all-candidate retrospective table
0.4,1535,2.240875912408759,120,0,0.3478827361563518,0.294478527607362,1.1813517915309446,0.5667461503623188,21.622259377231305,1.1192330609465442,1.1334914938342304,3,3,2.0875912408759123,2.4306569343065694,1.035045414355759,0.9620915032679739,eb_expand_p30,0.4,120,0,diagnostic all-candidate retrospective table
0.25,484,0.7065693430656934,250,3,0.33884297520661155,0.294478527607362,1.1506542699724516,0.5403131793478261,29.20081476704032,1.0587615735070788,1.0896781121500223,3,3,0.656934306569343,0.7664233576642335,1.007554945054945,0.605427974947808,markov_decay2_lcb,0.25,250,3,diagnostic all-candidate retrospective table
