period,policy,observed_lift,circular_shift_p_unadjusted,circular_shift_p_max_adjusted,n_recorded_policies,observed_max_lift,null_max_lift_q95
window_closing_retrospective_2024_2026,close_trend_anchor,1.1317083141057653,0.0804798800299925,0.4771307173206698,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,close_upper_range,1.1817578895768197,0.07848037990502374,0.23819045238690328,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,markov_decay4_p40,1.1253981925816552,0.010247438140464884,0.5071232191952012,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,eb_expand_anchor50,1.125143555753835,0.0332416895776056,0.5071232191952012,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,markov_decay4_anchor25,1.0842025699168556,0.05173706573356661,0.6968257935516121,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,close_extra_7y,1.161922702946015,0.054236440889777554,0.327168207948013,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,eb_decay4_anchor50,1.1568809791032013,0.11247188202949263,0.34791302174456384,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,eb_expand_p70_lcb,1.1701952000459463,0.06623344163959011,0.2841789552611847,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,eb_decay4_anchor25,1.1765975338408532,0.03874031492126968,0.2599350162459385,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,markov_decay2_lcb,1.1206585417833703,0.06748312921769557,0.5176205948512872,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,eb_decay2_p50_lcb,1.1237588825838056,0.04148962759310172,0.509372656835791,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,eb_decay4_p40,1.1866822525737255,0.00899775056235941,0.21019745063734066,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,markov_expand_anchor50,1.1683948997381834,0.06098475381154711,0.29067733066733314,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,eb_expand_p30,1.1768742609469267,0.00849787553111722,0.2599350162459385,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,markov_expand_p40,1.0812522957954709,0.04973756560859785,0.7175706073481629,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,close_xgb_7y,1.1241544903908862,0.07823044238940265,0.509372656835791,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,close_hist_7y,1.2069322372352675,0.04548862784303924,0.16470882279430143,18,1.2069322372352675,1.2858104858104857
window_closing_retrospective_2024_2026,close_logit_expand,1.1825823803948388,0.03624093976505874,0.2369407648087978,18,1.2069322372352675,1.2858104858104857
