rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,robustness
0.2,1081,1.0430048242591317,120,0,0.5448658649398704,0.4830111902339776,1.1280605417773646,0.5349196513323036,5.762613376529313,1.0482631118030552,1.1415018557853054,4,4,0.9889731219848381,1.0758097863542384,1.0884032634032634,0.8568773234200744,close_extra_7y,1.0482631118030552
0.22,940,0.906960716747071,0,0,0.5202127659574468,0.4830111902339776,1.0770201114915128,0.5310345050522733,-26.861428895624066,1.0196287604011094,1.0670100732600734,4,4,0.7767057201929704,1.042039972432805,1.0502136752136753,0.8588235294117647,close_hist_7y,1.0196287604011094
0.22,1218,1.1751895244658856,120,0,0.5320197044334976,0.4830111902339776,1.1014645523549456,0.5084222790051081,3.977438501102516,0.9866666666666666,1.0757844028274066,3,4,1.0854583046175053,1.2832529290144727,1.0119575546404813,0.9002473206924979,close_logit_expand,0.9866666666666666
0.3,1440,1.3893866299104067,500,0,0.5361111111111111,0.4830111902339776,1.1099351773846298,0.5348254920897948,1.4701603402929644,0.965406976744186,1.1512723387723387,3,4,1.244658855961406,1.4569262577532736,1.0646001639152325,0.8885017421602788,close_xgb_7y,0.965406976744186
0.3,809,0.7805651274982771,250,3,0.48331273176761436,0.4830111902339776,1.0006242951296649,0.49593598431386593,-16.844799289578866,0.9813186813186815,1.0215340850656278,3,4,0.6898690558235699,0.8297725706409373,0.951413085559427,0.7425373134328358,eb_decay2_p50_lcb,0.951413085559427
0.4,1200,1.1578221915920055,250,3,0.4775,0.4830111902339776,0.9885899326032014,0.49206260793914924,-8.712624863463871,0.9716599190283401,0.9797123654266512,1,4,1.0806340454858718,1.206064782908339,0.9491470872224012,0.7748953974895397,markov_expand_p40,0.9491470872224012
0.2,1287,1.241764300482426,120,0,0.48795648795648794,0.4830111902339776,1.0102384744339252,0.477847877786608,5.8991966800177025,0.9331858407079646,0.9534530053656478,1,4,1.0275671950379048,1.3990351481736734,0.9466714818827495,0.9438377535101404,close_upper_range,0.9331858407079646
0.35,1886,1.819710544452102,120,0,0.4777306468716861,0.4830111902339776,0.9890674512950031,0.4908009072441944,2.0152361638286957,0.9213362068965518,0.9697572114030538,1,4,1.6836664369400414,1.9248793935217092,0.9241880341880342,0.9452418926103137,close_trend_anchor,0.9213362068965518
0.35,1717,1.6566505858028946,120,0,0.4752475247524752,0.4830111902339776,0.9839265308165189,0.4976562968827654,-4.947956250601621,0.9378176889190105,0.9951770792969488,1,4,1.6257753273604412,1.7077877325982083,0.9170744587220561,0.8615654205607477,markov_decay4_p40,0.9170744587220561
0.4,1181,1.1394900068917988,250,3,0.4674005080440305,0.4830111902339776,0.967680495803037,0.49585185435687085,-11.943533371419743,0.924550488211479,0.9524290613714921,1,4,1.0999310820124053,1.2205375603032391,0.9138068843286825,0.79421768707483,markov_decay4_anchor25,0.9138068843286825
0.25,1246,1.2022053756030324,120,0,0.478330658105939,0.4830111902339776,0.9903096817989429,0.4842538559701767,0.49057357097893967,0.8955414012738854,0.9877048123763075,2,4,1.1192281185389388,1.2929014472777396,0.8871572017958986,0.8589846897663175,eb_expand_p30,0.8871572017958986
0.25,1230,1.1867677463818056,120,0,0.4821138211382114,0.4830111902339776,0.9981421360127671,0.5017571971313259,1.8244235821667822,0.8982993197278912,1.0003964754326866,2,4,1.1529979324603723,1.2398345968297726,0.8852929025861358,0.7820408163265307,markov_decay2_lcb,0.8852929025861358
0.4,2147,2.0715368711233633,250,0,0.46250582207731716,0.4830111902339776,0.9575468051853471,0.4929604362092683,-5.542177626023458,0.8904006046863191,0.9459022698866975,0,4,2.0406616126809096,2.151619572708477,0.8843462614954019,0.9369747899159664,eb_expand_anchor50,0.8843462614954019
0.25,1303,1.2572019297036527,250,0,0.47966231772831924,0.4830111902339776,0.9930666771839466,0.4840175461106762,0.06341515143397758,0.9047619047619048,1.006818717817696,2,4,1.2350103376981392,1.3073742246726396,0.8784837556546772,0.8582434514637904,eb_decay4_anchor25,0.8784837556546772
0.22,1157,1.1163335630599587,120,0,0.4788245462402766,0.4830111902339776,0.9913322008302273,0.49509302701077224,0.1630434058493193,0.9258181818181819,1.0102128766090885,3,4,1.0372157133011717,1.2012405237767059,0.8736052137849315,0.8394097222222222,eb_decay4_p40,0.8736052137849315
0.18,1083,1.044934527911785,120,0,0.47368421052631576,0.4830111902339776,0.9806899303862013,0.49600726683900465,2.1822626595767542,0.8676849466323151,0.9060340194250287,1,4,0.9359062715368711,1.1722949689869056,0.8968466670468154,0.862708719851577,markov_expand_anchor50,0.8676849466323151
0.25,1325,1.2784286698828395,250,0,0.4852830188679245,0.4830111902339776,1.0047034699814024,0.4850444289059591,2.1881862311365543,0.8991769547325104,0.9972022380081527,2,4,1.1819434872501724,1.447277739490007,0.8655454785594788,0.8666666666666667,eb_expand_p70_lcb,0.8655454785594788
0.2,1123,1.083528600964852,500,0,0.4772929652715939,0.4830111902339776,0.9881612992038266,0.4933312711133037,0.39339711535776084,0.8302122347066168,0.9788684983980882,2,4,0.9696760854583046,1.177119228118539,0.7705166065113567,0.8872987477638641,eb_decay4_anchor50,0.7705166065113567
