rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,track,candidate,year
0.25,351,1.3881355932203392,250,0,0.1908831908831909,0.21700404858299596,0.8796296296296297,0.48310477087159853,-62.14830576952006,0.8796296296296297,0.8796296296296297,0,1,0.672316384180791,1.9180790960451979,0.5461916461916463,0.9075144508670521,ordinary_states,eb_expand_p70_lcb,2017
0.25,406,1.6056497175141244,250,0,0.26108374384236455,0.28825910931174087,0.9057259091160681,0.4578539837148956,8.821196601694362,0.9057259091160681,0.9057259091160681,0,1,1.1468926553672316,2.531073446327684,0.5998057309373482,0.9326683291770573,ordinary_states,eb_expand_p70_lcb,2018
0.25,226,0.8912676056338028,250,0,0.19911504424778761,0.2105691056910569,0.945604264188335,0.44916079828541206,-18.372387644018822,0.945604264188335,0.945604264188335,0,1,0.27605633802816903,1.2225352112676056,0.5668202764976958,0.8642533936651584,ordinary_states,eb_expand_p70_lcb,2019
0.25,368,1.4115068493150682,250,0,0.30434782608695654,0.2674897119341564,1.1377926421404683,0.5280103716508211,9.040227091435385,1.1377926421404683,1.1377926421404683,1,1,1.0547945205479452,2.0136986301369864,1.0681318681318681,0.8787878787878788,ordinary_states,eb_expand_p70_lcb,2020
0.25,389,1.538418079096045,250,0,0.2930591259640103,0.2777327935222672,1.0551837334272673,0.5318542535527984,41.35240791963824,1.0551837334272673,1.0551837334272673,1,1,1.265536723163842,2.2937853107344632,0.8788471802170432,0.9270833333333334,ordinary_states,eb_expand_p70_lcb,2022
0.25,516,2.040677966101695,250,0,0.4108527131782946,0.3781376518218624,1.0865162757498796,0.5012658369022127,44.611140636235596,1.0865162757498796,1.0865162757498796,1,1,1.5423728813559323,2.4124293785310735,0.9086299463113939,0.9549902152641878,ordinary_states,eb_expand_p70_lcb,2023
0.25,423,1.6728813559322033,250,0,0.42080378250591016,0.3379032258064516,1.2453381630246507,0.5588838921043375,39.08839603072242,1.2453381630246507,1.2453381630246507,1,1,1.305084745762712,1.8785310734463279,1.1515151515151516,0.9617224880382775,ordinary_states,eb_expand_p70_lcb,2024
0.25,166,0.6546478873239437,250,0,0.21686746987951808,0.22186234817813766,0.9774865886905285,0.5536925495795895,-13.647613743306177,0.9774865886905285,0.9774865886905285,0,1,0.27605633802816903,1.064788732394366,0.35285714285714287,0.9006211180124224,ordinary_states,eb_expand_p70_lcb,2025
0.25,257,1.599111111111111,250,0,0.35797665369649806,0.3401273885350318,1.0524781765983182,0.5497013867800384,41.75169106678306,1.0524781765983182,1.0524781765983182,1,1,0.7466666666666666,2.5511111111111107,0.9158333333333334,0.9563492063492064,ordinary_states,eb_expand_p70_lcb,2026
