rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,candidate,robustness
0.22,1076,1.0381805651274982,120,0,0.6431226765799256,0.24577822990844353,2.616678771018489,0.8876854152784156,83.89672501735859,2.2875956684579064,2.6997177629538998,4,4,0.9986216402481048,1.0902825637491387,2.5004710581851075,0.7329598506069094,pub_hist_7y,2.2875956684579064
0.2,1048,1.0111647139903515,0,0,0.6555343511450382,0.24577822990844353,2.6671782581770387,0.8814468823078587,97.27809286988817,2.2650488435846947,2.7631270957242844,4,4,0.8973121984838043,1.0902825637491387,2.4904724521838424,0.7526366251198466,pub_blend_logit_margin,2.2650488435846947
0.22,1066,1.0285320468642316,120,0,0.651031894934334,0.24577822990844353,2.6488590758296784,0.8905060588791208,86.08021594648127,2.2542895387985236,2.8029595354222216,4,4,0.9937973811164714,1.0709855272226052,2.5937653134305854,0.7408105560791706,pub_xgb_7y,2.2542895387985236
0.22,1093,1.0545830461750516,250,0,0.646843549862763,0.24577822990844353,2.631817920178378,0.8928825365292441,92.94021077849293,2.249587759328144,2.6939433155376227,4,4,1.0323914541695383,1.0951068228807719,2.5375150738619237,0.7545955882352942,pub_extra_7y,2.249587759328144
0.22,1068,1.030461750516885,120,0,0.6638576779026217,0.24577822990844353,2.701043449413399,0.8851734993934867,91.6910850824888,2.2409886820306735,2.8308830297441117,4,4,1.0082701585113716,1.0565127498277052,2.6480770333008543,0.7460018814675446,pub_consensus_models,2.2409886820306735
0.22,1110,1.0709855272226052,250,0,0.6513513513513514,0.24577822990844353,2.650158850903884,0.8821602498941503,92.68184248605127,2.2404611423220975,2.735138135086218,4,4,0.9986216402481048,1.138525155065472,2.520780277306169,0.7520361990950226,pub_blend_logit_extra,2.2404611423220975
0.22,1117,1.077739490006892,120,0,0.6284691136974038,0.24577822990844353,2.5570576935618705,0.8866151964155875,91.36845030220192,2.2333755599618126,2.6291293557055737,4,4,1.0516884906960717,1.0999310820124053,2.4790570175438593,0.7311151079136691,known_margin,2.2333755599618126
0.22,1091,1.0526533425223983,120,0,0.6516956920256646,0.24577822990844353,2.6515598727699845,0.8859793178111216,90.53287479683469,2.221223021582734,2.7746768537936806,4,4,1.0372157133011717,1.0951068228807719,2.562584396099025,0.7412523020257827,pub_consensus_with_margin,2.221223021582734
0.22,1071,1.0333563059958648,250,0,0.6405228758169934,0.24577822990844353,2.606100939271956,0.8886836162834946,89.36838820185181,2.2207503404834865,2.6627372257456567,4,4,0.9503790489317713,1.0854583046175053,2.452878634456821,0.7467166979362101,pub_logit_expand,2.2207503404834865
0.22,1061,1.0237077877325982,250,0,0.6456173421300659,0.24577822990844353,2.626828838219598,0.8892930325123224,90.01528686162563,2.1910112359550564,2.7434837744048273,4,4,0.9841488628532047,1.0516884906960717,2.4727730097662035,0.7708333333333334,pub_logit_next_and_known,2.1910112359550564
0.2,1067,1.0294968986905584,0,0,0.6307403936269915,0.24577822990844353,2.56629886976545,0.8884757135685665,89.986908414201,2.187604813013584,2.6141799546988045,4,4,0.9745003445899381,1.0854583046175053,2.463427042508291,0.7306967984934086,pub_logit_known_summary,2.187604813013584
0.2,1062,1.024672639558925,500,0,0.6045197740112994,0.24577822990844353,2.4596148089946497,0.8751158985059588,85.0091142749375,1.986028152541665,2.505112761307416,4,4,0.9696760854583046,1.124052377670572,2.364616502838156,0.7928098391674551,pub_logit_published_next,1.986028152541665
0.3,1526,1.4723638869745004,120,0,0.5131061598951507,0.24577822990844353,2.0876794502356506,0.8442430152726987,66.76017096838711,1.9325586167974964,2.0794396867475013,4,4,1.4183321847002068,1.5051688490696071,2.0346185064935063,0.9138724523339908,known_next_range,1.9325586167974964
0.3,1520,1.4665747760165404,120,0,0.5072368421052632,0.24577822990844353,2.0637989064133846,0.8421551673315385,66.54862991211488,1.9219617719230275,2.061969957902794,4,4,1.4231564438318403,1.4858718125430739,1.98099128540305,0.9122112211221122,known_next_blend,1.9219617719230275
0.35,1086,1.047829083390765,250,3,0.505524861878453,0.24577822990844353,2.0568333577256595,0.8385862079438041,57.52056588377699,1.8730929389381485,2.0354539333311257,4,4,0.9745003445899381,1.1433494141971055,1.945153823178017,0.8251618871415356,known_next_trend,1.8730929389381485
0.2,1043,1.006340454858718,0,0,0.5263662511984659,0.24577822990844353,2.1416308978811758,0.8432643539964664,62.86760829315813,1.851101390060843,2.200916500688537,4,4,0.9214334941419711,1.0806340454858718,2.0880256336405534,0.8169556840077071,pub_logit_current_gate,1.851101390060843
0.18,1434,1.3835975189524468,250,3,0.4916317991631799,0.24577822990844353,2.0003065338468784,0.8365254923118425,52.170223384106784,1.8339258544007493,1.9818191217947296,4,4,1.3170227429359063,1.4328049620951069,1.922534013605442,0.8761371588523443,known_next_gate,1.8339258544007493
