hypothesis,subset,n,share,lift,benefit_bps
geometry_freshness,control,556,0.27524752475247527,0.9065945025864705,-28.276715813968362
geometry_freshness,challenger,566,0.2801980198019802,1.6492165404988797,69.99281242750772
geometry_freshness,intersection,134,0.06633663366336634,1.5046762490688883,51.32651651154484
geometry_freshness,control_only,422,0.2089108910891089,0.7166822892484516,-53.55357157609814
geometry_freshness,challenger_only,432,0.21386138613861386,1.6940507975628123,75.78282088292212
geometry_freshness,neither,1032,0.5108910891089109,0.7597902248205304,-30.43127045261659
geometry_vs_equal,control,585,0.2896039603960396,1.576504415691107,64.82192435081419
geometry_vs_equal,challenger,569,0.28168316831683166,1.6339591136637548,70.15484464013498
geometry_vs_equal,intersection,546,0.2702970297029703,1.6275652874543816,68.99579153613722
geometry_vs_equal,control_only,39,0.019306930693069307,0.8616522110052609,6.387783756291769
geometry_vs_equal,challenger_only,23,0.011386138613861386,1.7857429880253957,97.6697574567777
geometry_vs_equal,neither,1412,0.699009900990099,0.7483518612578741,-38.637377227320506
geometry_vs_router,control,565,0.27970297029702973,1.7182209281402843,74.08109656091625
geometry_vs_router,challenger,569,0.28168316831683166,1.6339591136637548,70.15484464013498
geometry_vs_router,intersection,533,0.2638613861386139,1.6882779093680313,73.6753660017144
geometry_vs_router,control_only,32,0.015841584158415842,2.216959334565619,80.83904618762216
geometry_vs_router,challenger_only,36,0.01782178217821782,0.8297391661532141,18.03157003675089
geometry_vs_router,neither,1419,0.7024752475247524,0.7183471216485016,-40.094223084203726
blend_vs_primary,control,544,0.2693069306930693,1.8463221702729151,71.28443344868988
blend_vs_primary,challenger,527,0.2608910891089109,1.9271361278397232,84.68914312706514
blend_vs_primary,intersection,479,0.23712871287128712,1.917580912174547,84.68195478396584
blend_vs_primary,control_only,65,0.03217821782178218,1.3212000568747333,-27.444993006651444
blend_vs_primary,challenger_only,48,0.023762376237623763,2.0224892174984594,84.76087680091027
blend_vs_primary,neither,1428,0.7069306930693069,0.6432221687196135,-40.08123274564101
blend_vs_regime,control,531,0.2628712871287129,1.9407458462566705,81.68743814660326
blend_vs_regime,challenger,527,0.2608910891089109,1.9271361278397232,84.68914312706514
blend_vs_regime,intersection,485,0.2400990099009901,1.9323513158145473,85.91003247891813
blend_vs_regime,control_only,46,0.02277227722772277,2.029253395483404,37.16660659937038
blend_vs_regime,challenger_only,42,0.020792079207920793,1.8669131238447318,70.59077799257251
blend_vs_regime,neither,1447,0.7163366336633663,0.6296154833698888,-41.96930809245248
