hypothesis,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better,control_benefit_bps,challenger_benefit_bps,benefit_difference_bps,benefit_difference_ci_low,benefit_difference_ci_high,circular_p_unadjusted,p_holm_five_hypotheses,lift_increment_supported,joint_lift_benefit_supported
geometry_freshness,geometry_stale20_minimum,geometry_minimum,0.9065945025864705,1.6492165404988797,0.7426220379124092,0.40934034606261166,1.166025524009744,0.00024993751562109475,-28.276715813968362,69.99281242750772,98.26952824147608,64.26738989749413,138.93180093918377,0.00024993751562109475,0.0012496875781054738,True,True
geometry_vs_equal,shadow50_survival50,geometry_min75_max25,1.576504415691107,1.6339591136637548,0.057454697972647795,0.003737410723440482,0.13125443452555974,0.01799550112471882,64.82192435081419,70.15484464013498,5.332920289320796,-0.1828026810325804,11.597752907228253,0.04048987753061734,0.07198200449887528,False,False
geometry_vs_router,router_tree_hard,geometry_min75_max25,1.7182209281402843,1.6339591136637548,-0.08426181447652947,-0.16694492274551787,-0.006670626758794414,0.9840039990002499,74.08109656091625,70.15484464013498,-3.9262519207812687,-10.266226599126941,1.758451065022785,0.9860034991252187,1.0,False,False
blend_vs_primary,logit50_extra50,primary75_geometry_min75_max2525,1.8463221702729151,1.9271361278397232,0.08081395756680809,-0.0642056017422612,0.27065251259351003,0.15421144713821544,71.28443344868988,84.68914312706514,13.404709678375255,-1.2794913552026563,34.34748477353346,0.03199200199950013,0.4626343414146463,False,False
blend_vs_regime,primary75_regime_logit25,primary75_geometry_min75_max2525,1.9407458462566705,1.9271361278397232,-0.013609718416947247,-0.10096587069684916,0.07420768502325574,0.6488377905523619,81.68743814660326,84.68914312706514,3.0017049804618807,-4.907616362421954,13.983636965369234,0.6100974756310922,1.0,False,False
