date,cny_wait_bps,fast_any,slow_any
2026-01-27,-40.998542274054415,True,True
2026-01-28,-12.307411796881329,False,False
2026-01-29,-91.67549638365524,False,False
2026-01-30,-1.3700506918756794,False,False
2026-02-03,18.979619503818324,True,False
2026-02-04,-38.08660167762379,False,False
2026-02-05,47.69475357710773,False,True
2026-02-06,24.32542006396643,True,True
2026-02-10,-21.46786528914646,False,False
2026-02-11,-12.10653753026647,True,True
2026-02-12,-3.134796238243309,False,False
2026-02-13,-51.14171638778031,False,False
2026-02-17,-62.23224351747491,False,False
2026-02-18,34.3378665341354,False,False
2026-02-19,-48.17649707339,True,True
2026-02-20,1.8014772113117417,True,True
2026-02-25,99.6543520222648,False,True
2026-02-26,-4.8995590396860855,True,True
2026-02-27,-56.845938624150435,False,False
2026-03-03,-40.10695187165791,True,True
2026-03-04,12.875155389806547,True,True
2026-03-05,12.301744211591359,True,True
2026-03-06,-14.000700035001756,True,True
2026-03-11,-3.038853917951556,True,True
2026-03-12,17.29879340915952,False,True
2026-03-13,-38.1352300968385,True,True
2026-03-17,45.21098459477457,True,True
2026-03-18,0.41104899703992004,True,False
2026-03-19,13.251947634727035,True,False
2026-03-20,-164.56525298837454,False,False
2026-03-24,-49.0739950499286,False,False
2026-03-25,59.43472869542887,False,False
2026-03-26,-155.59293523969785,True,True
2026-03-27,74.28595824616968,False,False
2026-03-31,-19.470075340727313,False,False
2026-04-01,-6.835854054515478,False,False
2026-04-02,-3.8651492377073104,False,False
2026-04-03,-15.163987695506753,False,False
2026-04-07,-61.40847524062409,False,False
2026-04-08,-4.799930182834977,False,False
2026-04-09,-52.360628327540184,False,False
2026-04-10,-31.99289046878384,False,False
2026-04-14,-35.16364619962076,False,False
2026-04-15,-48.55678446182954,False,False
2026-04-16,-9.85398190450737,True,True
2026-04-17,-13.931958114242748,False,False
2026-04-21,-17.766034985423616,False,False
2026-04-22,-3.6501345987149936,True,False
2026-04-23,95.84664536741228,False,False
2026-04-24,-26.344476744185606,True,True
2026-04-28,-10.919514081624282,False,False
2026-04-29,-24.221927699831227,True,False
2026-04-30,43.903777554192835,True,False
2026-05-05,-3.6184359310698078,False,False
2026-05-06,3.1950340042907754,False,False
2026-05-07,5.936073059360503,False,False
2026-05-08,6.876948468732547,False,False
2026-05-13,4.625774817281769,False,False
2026-05-14,1.3915947676035323,False,False
2026-05-15,-16.794178018287866,False,False
2026-05-19,-56.46743551705913,False,False
2026-05-20,5.7366861076579845,False,False
2026-05-21,39.38331492243208,False,False
2026-05-22,91.70806266717513,True,True
2026-05-26,-16.139751257950863,True,False
2026-05-27,0.4775549188140715,False,False
2026-05-28,15.816717791410362,False,True
2026-05-29,2.388116731144585,True,False
2026-06-02,26.457482361677,True,True
2026-06-03,-72.59610994429843,True,False
2026-06-04,-79.04235390871372,True,False
2026-06-05,13.374533044321346,False,False
2026-06-09,-7.082152974504652,False,False
2026-06-10,-8.01508722300781,False,False
2026-06-11,7.074804263746959,False,False
2026-06-16,49.65568932402631,False,False
2026-06-17,1.391336610703231,True,True
2026-06-18,-12.484394506865337,False,False
2026-06-19,18.53997682502939,False,False
2026-06-23,-20.027309968138063,True,True
2026-06-24,-26.414063211586125,False,False
2026-06-25,10.77295987072402,False,True
2026-06-26,121.59384157809595,True,True
2026-06-30,35.473265270808966,False,True
2026-07-01,36.263544215309196,False,False
2026-07-02,3.927729772190691,False,False
2026-07-03,118.38746589208694,False,False
2026-07-07,71.32667617689049,False,False
2026-07-08,-26.743926899932546,False,False
2026-07-09,65.35655132279939,False,False
2026-07-10,43.7975579543437,True,True
2026-07-14,63.09701165542192,False,True
2026-07-15,-72.13000782132606,True,True
2026-07-16,-22.018823935756604,False,True
2026-07-17,-2.594706798132451,False,False
2026-07-21,-28.876820963710248,False,False
2026-07-22,-28.06441863477449,False,False
2026-07-23,-2.1576835109826664,False,False
2026-07-24,-26.99760505116555,False,False
2026-07-28,37.92939959484487,True,True
2026-07-29,53.69928400954738,True,True
2026-07-30,-23.219487482585286,True,False
2026-07-31,-39.50722175021237,False,False
2026-08-04,-33.282023547031024,True,True
2026-08-05,-2.4988546915993837,False,False
2026-08-06,26.110742705569567,False,False
2026-08-07,3.6827890989443723,True,False
2026-08-11,1.2270440508821423,False,True
2026-08-12,1.2209018394915283,False,True
2026-08-13,17.26422290922125,True,True
2026-08-14,39.2596747055518,False,False
2026-08-18,-38.72140345331787,False,False
2026-08-19,-112.54210422032895,False,False
2026-08-20,-54.03225806451584,False,False
2026-08-21,7.707910750507363,False,False
2026-08-25,-112.37739745066145,True,True
2026-08-26,9.956589270778693,False,False
