subset,n,share,target_rate,lift,benefit_bps
primary,544,0.2693069306930693,0.4944852941176471,1.8463221702729151,71.28443344868988
challenger,536,0.26534653465346536,0.5,1.8669131238447318,76.45341280926998
intersection,515,0.25495049504950495,0.5048543689320388,1.8850384939791467,76.99113730027098
union,565,0.27970297029702973,0.4902654867256637,1.8305661426725335,70.9864165525955
primary_only,29,0.014356435643564357,0.3103448275862069,1.1587736630760406,-30.05875563973312
challenger_only,21,0.010396039603960397,0.38095238095238093,1.4224099991197956,63.26635981567431
neither,1455,0.7202970297029703,0.18144329896907216,0.6774777521580883,-37.45434490066037
