n,frequency,hit_rate,base_rate,lift,auc,forward_benefit_bps,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_frequency_min,quarter_frequency_max,cluster_share_7d,period,candidate,history,strong,late,late_weekday,weekly_cap
282,1.1152542372881356,0.4787234042553192,0.3379032258064516,1.4167470674859088,0.5709754970217936,71.50333851963337,1.4167470674859088,1.4167470674859088,1.1152542372881356,1.1152542372881356,1.3333333333333333,1.0677966101694916,1.1468926553672316,0.9625,1.4000000000000001,0.7256317689530686,screen_2024,broad_full_extra,10,0.8,0.65,3,2
303,1.1949295774647888,0.2508250825082508,0.22186234817813766,1.130543711305437,0.6174301404406907,-16.659279019194496,1.130543711305437,1.130543711305437,1.1949295774647888,1.1949295774647888,0.9210169491525424,1.123943661971831,1.380281690140845,1.0769230769230769,1.4318181818181819,0.7516778523489933,confirmation_2025,broad_full_extra,10,0.8,0.65,3,2
182,1.1324444444444444,0.36813186813186816,0.3401273885350318,1.0823352677285263,0.6060474599800443,28.87243201950449,1.0823352677285263,1.0823352677285263,1.1324444444444444,1.1324444444444444,0.9534412955465587,1.0266666666666666,1.182222222222222,0.9333333333333333,1.3,0.7231638418079096,audit_2026,broad_full_extra,10,0.8,0.65,3,2
485,1.1450252951096123,0.2948453608247423,0.26782178217821784,1.1009013472568934,0.5768685190948073,0.4268475973894555,1.1064394895169816,1.0823352677285263,1.1324444444444444,1.1949295774647888,1.0111667308432808,1.0978077571669478,1.2158516020236088,0.9333333333333333,1.4318181818181819,0.7333333333333333,combined_2025_2026,broad_full_extra,10,0.8,0.65,3,2
