n,primary_n,baseload_n,frequency,hit_rate,base_rate,lift,forward_benefit_bps,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_lift_min,quarter_frequency_min,quarter_frequency_max,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,lookback_days,primary_ceiling,emitted_floor,fallback_weekday,weekly_cap,robustness
271.0,204.0,67.0,1.0717514124293785,0.45018450184501846,0.3379032258064516,1.3322882632167612,54.59923466899084,1.2297520661157024,0.9689265536723164,1.1468926553672316,0.9109311740890688,0.9068181818181819,1.2886363636363636,1.3322882632167612,1.3322882632167612,1.0717514124293785,1.0717514124293785,21.0,0.75,1.25,0.0,2.0,1.2297520661157024
