n,primary_n,baseload_n,frequency,hit_rate,base_rate,lift,forward_benefit_bps,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_lift_min,quarter_frequency_min,quarter_frequency_max,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,period,lookback_days,primary_ceiling,emitted_floor,fallback_weekday,weekly_cap
271,204,67,1.0717514124293785,0.45018450184501846,0.3379032258064516,1.3322882632167612,54.59923466899084,1.2297520661157024,0.9689265536723164,1.1468926553672316,0.9109311740890688,0.9068181818181819,1.2886363636363636,1.3322882632167612,1.3322882632167612,1.0717514124293785,1.0717514124293785,screen_2024,21,0.75,1.25,0,2
267,221,46,1.052957746478873,0.2808988764044944,0.22186234817813766,1.2660953005823015,1.1860753207464758,0.9500000000000001,0.9859154929577465,1.143661971830986,0.7051591128254581,0.8113636363636363,1.3076923076923077,1.2660953005823015,1.2660953005823015,1.052957746478873,1.052957746478873,retrospective_2025,21,0.75,1.25,0,2
160,99,61,0.9955555555555554,0.39375,0.3401273885350318,1.1576544943820226,63.26524429550629,0.8188715030820295,0.8088888888888888,1.151111111111111,0.8480243161094224,0.5444444444444444,1.95,1.1576544943820226,1.1576544943820226,0.9955555555555554,0.9955555555555554,retrospective_2026,21,0.75,1.25,0,2
427,320,107,1.0080944350758854,0.3231850117096019,0.26782178217821784,1.2067166795811382,24.44759062744805,1.0333497294638465,0.9089376053962901,1.12141652613828,0.7051591128254581,0.5444444444444444,1.95,1.211874897482162,1.1576544943820226,0.9955555555555554,1.052957746478873,combined_2025_2026,21,0.75,1.25,0,2
