stage,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,auc_delta,ece_delta,noninferior
screen_2019_2022,pooled,all,4920,0.1315040650406504,0.1319822524486236,0.11701440891830742,0.40210689266881605,0.01844521262954255,0.11439362274783003,0.3900538996069941,0.00330452505386436,0.002620786170477382,0.012052993061821948,0.363860855209972,0.09809335649661206,0.003366814594786771,0.015140687575678189,False
screen_2019_2022,year,2019,1230,0.07317073170731707,0.1357625123356275,0.07180562543529789,0.2814122569972975,0.06259178062831043,0.07092770729139024,0.27782565758371447,0.0550382715944797,0.000877918143907655,0.003586599413583025,0.507056530214425,0.07021118004947598,0.1131237816764133,0.00755350903383073,False
screen_2019_2022,year,2020,1215,0.1720164609053498,0.1039292346582688,0.14776896823248348,0.4840661019870384,0.06808722624708098,0.14475810791816227,0.4687907948033293,0.042958557288919424,0.003010860314321212,0.01527530718370912,0.2824583598885158,0.11400340197967437,0.0069962997136796545,0.025128668958161557,False
screen_2019_2022,year,2021,1240,0.11612903225806452,0.15299484473700695,0.10409665908009423,0.3651414825958006,0.036865812478942425,0.1028904352038686,0.3602670390844581,0.011595038531551208,0.001206223876225626,0.0048744435113424744,0.26933799675588,0.07727911270698261,-0.08027296228710462,0.025270773947391217,False
screen_2019_2022,year,2022,1235,0.1651821862348178,0.13471835165240575,0.14475369953916756,0.47879601902093455,0.03750596698206344,0.1393605693745341,0.45427342760135153,0.03735914008041227,0.0053931301646334695,0.024522591419583017,0.3032274015328731,0.11338379288753866,-0.11041773644472336,0.00014682690165116613,False
screen_2019_2022,currency,AMD,984,0.14735772357723578,0.1288878959621747,0.1292518072076214,0.43531441069026905,0.020257486880280527,0.12617537697165246,0.42041326616407604,0.01915818359044974,0.00307643023596893,0.014901144526193011,0.361867576342937,0.11049083003503209,-0.016665981669475194,0.0010993032898307872,False
screen_2019_2022,currency,KGS,984,0.125,0.1335075463894386,0.11058888034773469,0.3823406864014071,0.020089696277199233,0.10956849054864101,0.37763619998330916,0.003199539986786043,0.0010203897990936767,0.004704486418097953,0.42721169371972467,0.12261495113158946,0.0897519428155954,0.01689015629041319,False
screen_2019_2022,currency,KZT,984,0.12398373983739837,0.13303557933727597,0.11104807151356887,0.38532774015625093,0.014382558364647169,0.10877804040873719,0.3755331924599122,0.0042158001493876746,0.002270031104831677,0.009794547696338751,0.3884409113384808,0.09631467418553075,0.017349092845460434,0.010166758215259494,False
screen_2019_2022,currency,TJS,984,0.14126016260162602,0.13034662832201765,0.1248589342299369,0.4238319953583866,0.012852532297639031,0.12165978446023203,0.4088076960585424,0.013060622614839978,0.0031991497697048676,0.015024299299844224,0.33465582563534974,0.10107643762161131,-0.02927929845472732,-0.00020809031720094712,False
screen_2019_2022,currency,UZS,984,0.11991869918699187,0.13413361223221107,0.10932435129267527,0.38371963073776616,0.03266044420145423,0.1057864213498875,0.36787914336913075,0.008280840799794173,0.0035379299427877736,0.015840487368635414,0.31721924296394877,0.08370463027342348,-0.0300426664579011,0.02437960340166006,False
validation_2023_2024,pooled,all,2475,0.21696969696969698,0.17406113922504154,0.1744010853548347,0.5394027974249946,0.056375932597995004,0.1765844630459551,0.5479270761513967,0.07742371644858045,-0.0021833776911203973,-0.008524278726402046,0.4223152360032516,0.17885697907369963,0.10369691344145227,-0.02104778385058545,True
validation_2023_2024,year,2023,1235,0.24534412955465587,0.1541072327057811,0.19453402606092593,0.5905786910035021,0.09123689684887476,0.19771670665759863,0.6024169935439113,0.10753684225139049,-0.0031826805966727045,-0.011838302540409185,0.4683104576552076,0.2762976498492754,0.17750251419991786,-0.016299945402515725,True
validation_2023_2024,year,2024,1240,0.18870967741935485,0.19393458644382114,0.154349325861268,0.488433258256078,0.023257155911383783,0.15553743009403592,0.49365687616772275,0.04743201454013651,-0.0011881042327679114,-0.005223617911644773,0.36812883383459927,0.1429831848771761,-0.005152843622028502,-0.02417485862875273,False
validation_2023_2024,currency,AMD,495,0.25252525252525254,0.1761692252114301,0.19726453115347897,0.5937612539843097,0.09211988803973269,0.20237665487994402,0.6132910652224173,0.11297927200413602,-0.005112123726465051,-0.019529811238107597,0.41995675675675675,0.2120440214499678,0.1141837837837838,-0.02085938396440333,True
validation_2023_2024,currency,KGS,495,0.23434343434343435,0.17272831681352557,0.18521433754631655,0.5646889734881771,0.061615117529908774,0.18900404355351355,0.579084298297703,0.09479745382231783,-0.003789706007196997,-0.014395324809525878,0.45107360567737237,0.20986780296711943,0.11800564097898275,-0.033182336292409055,True
validation_2023_2024,currency,KZT,495,0.18787878787878787,0.1726177970227208,0.15669536776542017,0.49863136740341335,0.04513586268452241,0.15568768961856966,0.49531817493821617,0.04833280735767134,0.0010076781468505158,0.003313192465197179,0.37583587439148347,0.14309094846972686,0.09910126785427698,-0.0031969446731489326,False
validation_2023_2024,currency,TJS,495,0.2080808080808081,0.17521426179218355,0.1676654252993108,0.5216697607887801,0.05025451847251644,0.17001832480462165,0.5310802181348899,0.06853482755969156,-0.0023528995053108404,-0.00941045734610979,0.43716564295621163,0.17520498777646024,0.09542797701604916,-0.018280309087175123,True
validation_2023_2024,currency,UZS,495,0.20202020202020202,0.17357609528534784,0.16516576500964697,0.5182626314602928,0.0355180529393363,0.16583560237312667,0.5208616241637566,0.06247422149908549,-0.0006698373634796972,-0.002598992703463754,0.4195696202531645,0.17282691598559996,0.0890379746835443,-0.026956168559749194,True
