hypothesis,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better,control_benefit_bps,challenger_benefit_bps,benefit_difference_bps,benefit_difference_ci_low,benefit_difference_ci_high,circular_p_unadjusted,p_holm_two_hypotheses
state_freshness,cluster_stale20_hit_lcb,cluster_shrunk_hit_lcb,1.0755998688399004,1.1975313497317666,0.12193148089186612,-0.07283458300806096,0.32021416067190756,0.10647338165458635,3.4220601975953593,6.679087191660295,3.2570269940649355,-17.377032769463625,23.380699853820545,0.09197700574856287,0.2129467633091727
primary_increment,logit50_extra50,primary75_cluster25,1.8463221702729151,1.8963390750086593,0.05001690473574416,-0.0475130136944023,0.15587980856248515,0.16395901024743814,71.28443344868988,74.78523261271911,3.5007991640292317,-5.355008974674391,12.680538185218348,0.142464383904024,0.2129467633091727
