candidate,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better,control_benefit_bps,challenger_benefit_bps,benefit_difference_bps,benefit_difference_ci_low,benefit_difference_ci_high,circular_p_unadjusted,circular_p_max_adjusted
primary75_rocket25_lifecycle,1.7446026630502411,1.7657679030290445,0.021165239978803374,-0.05006054226627316,0.09628063181189364,0.2456885778555361,61.177426040571554,65.37103886205986,4.193612821488308,-2.1513054895478323,11.11052413730873,0.23819045238690328,0.2841789552611847
primary_then_regime2024,1.7446026630502411,1.7558943515040202,0.011291688453779036,-0.018565531042940557,0.045360532617294856,0.20494876280929766,61.177426040571554,62.48915624852663,1.3117302079550797,-1.113637640932439,4.47285955374817,0.2226943264183954,0.47063234191452136
