stage,pooled_pass,local_pass,pass,local_groups,local_noninferior,brier_delta,logloss_delta,ece_delta,auc_delta,worst_brier_ci_high,worst_auc_ci_low
screen_2019_2022,False,False,False,9,2,0.004252538200034725,0.012788990064499739,0.016710350711110447,0.012643459470721374,0.011307242456880527,-0.03401676147596293
validation_2023_2024,False,False,False,7,6,-0.0011303250798653797,-0.004253468184239884,-0.011660811039933813,0.07815175467423074,0.0013076187233776399,-0.013661857420679747
