rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,period,candidate,rate,rolling,cooldown
0.2,301,1.1903954802259888,250,0,0.44518272425249167,0.3379032258064516,1.317485866522887,0.5825743679487441,56.131181538134804,1.317485866522887,1.317485866522887,1,1,0.9491525423728814,1.3248587570621468,1.0024875621890548,0.9527027027027027,1.317485866522887,1.1903954802259888,1.1903954802259888,0.01590909090909091,2.737078651685393,4,screen_2024,quarterly_reset_hist_anchor50,0.2,250,0
0.2,64,0.2523943661971831,250,0,0.125,0.22186234817813766,0.563412408759124,0.5088354588058364,-71.72666213025165,0.563412408759124,0.563412408759124,0,1,0.07887323943661971,0.37464788732394366,0.0,0.8135593220338984,0.563412408759124,0.2523943661971831,0.2523943661971831,0.0,0.6153846153846154,4,confirmation_2025,quarterly_reset_hist_anchor50,0.2,250,0
0.2,181,1.1262222222222222,250,0,0.4696132596685083,0.3401273885350318,1.3806981604486106,0.588470492964875,75.6598777271621,1.3806981604486106,1.3806981604486106,1,1,0.6222222222222221,1.4933333333333332,1.090277777777778,0.8863636363636364,1.3806981604486106,1.1262222222222222,1.1262222222222222,0.40444444444444444,2.375,3,audit_2026,quarterly_reset_hist_anchor50,0.2,250,0
0.2,245,0.5784148397976392,250,0,0.3795918367346939,0.26782178217821784,1.4173299634086536,0.5732222776292619,37.1589040501234,0.563412408759124,0.9720552846038673,1,2,0.4603709949409781,0.790893760539629,1.1129476584022038,0.85,0.9720552846038673,0.2523943661971831,1.1262222222222222,0.0,2.375,7,combined_2025_2026,quarterly_reset_hist_anchor50,0.2,250,0
