hypothesis,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better,control_benefit_bps,challenger_benefit_bps,benefit_difference_bps,benefit_difference_ci_low,benefit_difference_ci_high,circular_p_unadjusted,p_holm_four_hypotheses,lift_increment_supported,joint_lift_benefit_supported
router_freshness,router_logit_soft_stale20,router_logit_soft,1.636389938117817,1.6587555629979325,0.022365624880115398,-0.03468593932253988,0.09798709217142965,0.2369407648087978,68.1413573752884,68.66220154042537,0.5208441651369782,-4.02427374326606,6.164787322004028,0.24893776555861036,0.4738815296175956,False,False
router_vs_equal,shadow50_survival50,router_tree_hard,1.576504415691107,1.7182209281402843,0.14171651244917727,0.05884146940311293,0.24940661294990216,0.000999750062484379,64.82192435081419,74.08109656091625,9.259172210102065,1.3992477832502952,17.486988879917256,0.00024993751562109475,0.003999000249937516,True,True
router_vs_shadow,shadow_close_basis,router_tree_hard,1.6413277880468267,1.7182209281402843,0.0768931400934576,-0.04934131493626449,0.2747455504167907,0.08897775556110972,68.8103790884441,74.08109656091625,5.270717472472157,-4.3914538998848505,21.47236610314135,0.19245188702824295,0.2669332666833292,False,False
router_vs_survival,survival_cumulative_geometric,router_tree_hard,1.685819258216054,1.7182209281402843,0.032401669924230214,-0.07736202400366166,0.14676392926217963,0.3221694576355911,67.26353069783659,74.08109656091625,6.817565863079665,-5.768509994050059,18.962716879471927,0.2696825793551612,0.4738815296175956,False,False
