rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap,robustness
0.35,387,1.5305084745762714,60,0,0.4625322997416021,0.3379032258064516,1.3688306722663166,0.5829697179352266,57.41282542985872,1.3688306722663166,1.3688306722663166,1,1,1.4435028248587571,1.6016949152542375,1.2982456140350878,0.900523560209424,1.3688306722663166,1.5305084745762714,1.5305084745762714,0.8113636363636363,2.345,4,tail50_hist_primary50,rolling,0.35,60,0,0,0.0,0.0,0,0,1.2982456140350878
0.35,369,1.459322033898305,60,0,0.44715447154471544,0.3379032258064516,1.3233211091060793,0.5589173224340769,50.704512201563375,1.3233211091060793,1.3233211091060793,1,1,1.423728813559322,1.5028248587570623,1.2612612612612613,0.8846153846153846,1.3233211091060793,1.459322033898305,1.459322033898305,0.7954545454545455,2.2925,4,tail65_extra_primary50,rolling,0.35,60,0,0,0.0,0.0,0,0,1.2612612612612613
0.35,338,1.3367231638418078,250,0,0.4349112426035503,0.3379032258064516,1.2870881642682634,0.5734159110927649,43.12969742612054,1.2870881642682634,1.2870881642682634,1,1,1.1864406779661016,1.423728813559322,1.219810040705563,0.8798798798798799,1.2870881642682634,1.3367231638418078,1.3367231638418078,0.7235955056179775,2.4499999999999997,4,tail50_extra_primary50,rolling,0.35,250,0,0,0.0,0.0,0,0,1.219810040705563
0.3,387,1.5305084745762714,40,0,0.4263565891472868,0.3379032258064516,1.2617712900778895,0.555097543888209,45.229916127300086,1.2617712900778895,1.2617712900778895,1,1,1.384180790960452,1.6610169491525424,1.219047619047619,0.8926701570680629,1.2617712900778895,1.5305084745762714,1.5305084745762714,1.0382022471910113,2.3275,4,tail50_hist_primary25,rolling,0.3,40,0,0,0.0,0.0,0,0,1.219047619047619
0.22,310,1.225988700564972,40,0,0.42258064516129035,0.3379032258064516,1.2505966587112174,0.5463402509891018,43.81541830747463,1.2505966587112174,1.2505966587112174,1,1,1.1073446327683616,1.344632768361582,1.1567164179104479,0.8819672131147541,1.2505966587112174,1.225988700564972,1.225988700564972,0.8113636363636363,1.9075,4,tail65_hist_primary50,rolling,0.22,40,0,0,0.0,0.0,0,0,1.1567164179104479
0.3,398,1.5740112994350282,60,0,0.3969849246231156,0.3379032258064516,1.1748479869514639,0.5468736827723337,32.81195068775557,1.1748479869514639,1.1748479869514639,1,1,1.384180790960452,1.6610169491525424,1.1204819277108433,0.8702290076335878,1.1748479869514639,1.5740112994350282,1.5740112994350282,1.05,2.3099999999999996,4,tail50_extra_primary25,rolling,0.3,60,0,0,0.0,0.0,0,0,1.1204819277108433
0.3,377,1.4909604519774013,60,0,0.3978779840848806,0.3379032258064516,1.1774909314206492,0.5210945380655176,32.32654208241891,1.1774909314206492,1.1774909314206492,1,1,1.3248587570621468,1.6214689265536724,1.1022222222222222,0.8709677419354839,1.1774909314206492,1.4909604519774013,1.4909604519774013,0.7159090909090909,2.135,4,tail50_extra,rolling,0.3,60,0,0,0.0,0.0,0,0,1.1022222222222222
0.2,353,1.396045197740113,20,0,0.38243626062322944,0.3379032258064516,1.1317922748754286,0.5003633731493405,31.913282367873087,1.1317922748754286,1.1317922748754286,1,1,1.225988700564972,1.4830508474576272,1.075268817204301,0.8620689655172413,1.1317922748754286,1.396045197740113,1.396045197740113,1.0022727272727272,1.7977272727272728,4,tail65_hist_primary25,rolling,0.2,20,0,0,0.0,0.0,0,0,1.075268817204301
0.18,334,1.3209039548022599,40,0,0.39221556886227543,0.3379032258064516,1.1607334257499322,0.5290902008436071,41.75327087498372,1.1607334257499322,1.1607334257499322,1,1,1.2062146892655368,1.423728813559322,1.0746268656716418,0.8814589665653495,1.1607334257499322,1.3209039548022599,1.3209039548022599,0.7000000000000001,1.8025,4,tail65_extra_primary25,rolling,0.18,40,0,0,0.0,0.0,0,0,1.0746268656716418
0.35,414,1.6372881355932203,40,0,0.37681159420289856,0.3379032258064516,1.1151464840372178,0.49318457321096865,29.23577183342399,1.1151464840372178,1.1151464840372178,1,1,1.5819209039548023,1.7598870056497176,1.008130081300813,0.9095354523227384,1.1151464840372178,1.6372881355932203,1.6372881355932203,0.9545454545454546,2.485,4,tail50_hist,rolling,0.35,40,0,0,0.0,0.0,0,0,1.008130081300813
0.35,501,1.98135593220339,40,0,0.35528942115768464,0.3379032258064516,1.051453179559735,0.4823764022569833,22.263111583829,1.051453179559735,1.051453179559735,1,1,1.8785310734463279,2.056497175141243,0.9824561403508771,0.9375,1.051453179559735,1.98135593220339,1.98135593220339,1.1931818181818181,2.7528089887640452,4,tail65_extra,rolling,0.35,40,0,0,0.0,0.0,0,0,0.9824561403508771
0.25,349,1.380225988700565,20,0,0.3151862464183381,0.3379032258064516,0.9327707531234827,0.4302076459524592,16.48640379924898,0.9327707531234827,0.9327707531234827,0,1,1.305084745762712,1.5028248587570623,0.8080808080808081,0.8459302325581395,0.9327707531234827,1.380225988700565,1.380225988700565,0.9545454545454546,1.714606741573034,4,tail65_hist,rolling,0.25,20,0,0,0.0,0.0,0,0,0.8080808080808081
