n,primary_n,baseload_n,frequency,hit_rate,base_rate,lift,forward_benefit_bps,corridor_lift_min,corridor_freq_min,corridor_freq_max,quarter_lift_min,quarter_frequency_min,quarter_frequency_max,macro_year_lift,year_lift_min,year_frequency_min,year_frequency_max,trailing_days,floor_per_week,fallback_weekday,weekly_cap,robustness
301.0,204.0,97.0,1.1903954802259888,0.46179401993355484,0.3379032258064516,1.3666457869155322,52.98774494502337,1.185695161598776,1.1073446327683616,1.2457627118644068,0.9946949602122016,0.9227272727272727,1.4000000000000001,1.3666457869155322,1.3666457869155322,1.1903954802259888,1.1903954802259888,56.0,1.5,3.0,2.0,1.185695161598776
