candidate,h,mean_bps,ci_lo,ci_hi
rank75_cat_consensus_dual_month24_cap2,1,26.560804957427116,19.68041638101899,36.320211189896916
rank75_cat_consensus_dual_month24_cap2,3,46.79369842575451,34.22437866498452,62.44278437993172
rank75_cat_consensus_dual_month24_cap2,5,59.04155178296708,37.581514026671506,81.91231515639541
rank75_cat_consensus_dual_month24_cap2,10,76.87186562986885,27.498710712815686,119.08683021458697
rank75_cat_consensus_dual_month24_cap2,20,98.82221543569759,20.638255986478843,172.33319287857802
rank50_cat_consensus_dual_month24_cap2,1,26.4871216472681,19.709338941120887,36.43572409491458
rank50_cat_consensus_dual_month24_cap2,3,46.244871638183255,34.01037481358787,62.19378165549093
rank50_cat_consensus_dual_month24_cap2,5,58.55187936775677,37.162279851079376,82.18660577600744
rank50_cat_consensus_dual_month24_cap2,10,75.5916933001362,26.405430911176406,117.66397238656847
rank50_cat_consensus_dual_month24_cap2,20,97.57819121332204,18.885793370775826,171.54142094422042
rank25_cat_consensus_dual_month24_cap2,1,26.569261137035685,19.82645781822824,36.47159107648907
rank25_cat_consensus_dual_month24_cap2,3,46.4844986180034,34.22840449907247,62.08370587733948
rank25_cat_consensus_dual_month24_cap2,5,58.457764673163815,37.50302568570739,80.32999698344076
rank25_cat_consensus_dual_month24_cap2,10,75.43852472552038,27.510990409768112,115.19132347197595
rank25_cat_consensus_dual_month24_cap2,20,98.88299114452776,20.598614637653768,170.82898194741813
rankmin_cat_consensus_dual_month24_cap2,1,26.61163787315383,19.68302415660293,36.356487596034526
rankmin_cat_consensus_dual_month24_cap2,3,47.00952182862334,34.32503128657004,62.69964441889793
rankmin_cat_consensus_dual_month24_cap2,5,58.93689309022273,37.357265070559535,81.70644612244934
rankmin_cat_consensus_dual_month24_cap2,10,75.54940455139365,25.319616430062744,117.16835590184554
rankmin_cat_consensus_dual_month24_cap2,20,97.42392835597518,18.658046357103483,171.06942047490872
rankgeom_cat_consensus_dual_month24_cap2,1,26.4871216472681,19.709338941120887,36.43572409491458
rankgeom_cat_consensus_dual_month24_cap2,3,46.244871638183255,34.01037481358787,62.19378165549093
rankgeom_cat_consensus_dual_month24_cap2,5,58.55187936775677,37.162279851079376,82.18660577600744
rankgeom_cat_consensus_dual_month24_cap2,10,75.5916933001362,26.405430911176406,117.66397238656847
rankgeom_cat_consensus_dual_month24_cap2,20,97.57819121332204,18.885793370775826,171.54142094422042
rank75_ap12_consensus_dual_month24_cap2,1,27.183715553402987,20.385626482513768,37.143750722137185
rank75_ap12_consensus_dual_month24_cap2,3,46.14247376694419,33.44793991901245,62.25273367601459
rank75_ap12_consensus_dual_month24_cap2,5,58.05501441037299,34.038258038768475,81.39062569050155
rank75_ap12_consensus_dual_month24_cap2,10,78.1326531781273,25.119588067396265,120.50431530013893
rank75_ap12_consensus_dual_month24_cap2,20,105.3326672159187,26.438707745755664,177.8485581854515
rank50_ap12_consensus_dual_month24_cap2,1,27.10436692979889,20.184805572535364,37.57506667962807
rank50_ap12_consensus_dual_month24_cap2,3,45.57617319600023,32.40167829029901,62.150472107468765
rank50_ap12_consensus_dual_month24_cap2,5,57.55164647203612,33.214700564755326,81.94658287452536
rank50_ap12_consensus_dual_month24_cap2,10,76.79873240827261,23.669722394528996,120.30497722845492
rank50_ap12_consensus_dual_month24_cap2,20,104.01171474326641,25.527474524583337,176.78218996403052
rankmin_ap12_consensus_dual_month24_cap2,1,27.23940494989286,20.28543152687977,37.27396202589767
rankmin_ap12_consensus_dual_month24_cap2,3,46.36336963473823,33.412943203734116,63.301359517417204
rankmin_ap12_consensus_dual_month24_cap2,5,57.94175285482417,33.744341374556825,81.48287951802726
rankmin_ap12_consensus_dual_month24_cap2,10,76.76623501908823,22.72459018017976,119.30209596677281
rankmin_ap12_consensus_dual_month24_cap2,20,103.91232426422668,24.495722917145606,176.43885294113537
roll75local25_ap1850cat50_dual_pace_month24_cap2,1,21.665562059397022,15.443736097670165,28.08218556132326
roll75local25_ap1850cat50_dual_pace_month24_cap2,3,41.16307847218964,29.72455689720643,53.57635159003038
roll75local25_ap1850cat50_dual_pace_month24_cap2,5,54.995608415775344,38.35458583318968,70.26911059346618
roll75local25_ap1850cat50_dual_pace_month24_cap2,10,82.560522242669,56.80845816296176,106.6349958705768
roll75local25_ap1850cat50_dual_pace_month24_cap2,20,119.91837830268527,67.44058855757298,164.07952272114844
roll_cat_dual_pace_month24_cap2,1,21.747590759782913,15.825249565924212,28.074093222165644
roll_cat_dual_pace_month24_cap2,3,42.264123920497646,30.943796383221436,55.66011237069102
roll_cat_dual_pace_month24_cap2,5,56.57858210066582,41.130644936454594,72.5231574643955
roll_cat_dual_pace_month24_cap2,10,86.9552014228919,61.85834502066974,112.87616435223009
roll_cat_dual_pace_month24_cap2,20,126.64901838387941,74.85264820332148,173.27116299773988
local_cat_dual_pace_month24_cap2,1,21.917853489451247,16.756784966922886,27.735815200210432
local_cat_dual_pace_month24_cap2,3,41.38562859012807,32.63498100619011,51.09865284439507
local_cat_dual_pace_month24_cap2,5,54.85286702703449,42.04343075454127,67.86030616762613
local_cat_dual_pace_month24_cap2,10,80.45359208429028,55.154319761639584,106.24045396716842
local_cat_dual_pace_month24_cap2,20,113.69192940413647,55.91169944062745,166.0692440392549
full_recent50_pace365_p55_r70_month24_cap2,1,21.25513072138447,15.46637479451474,27.834830916647615
full_recent50_pace365_p55_r70_month24_cap2,3,41.00593407501163,30.273136654599814,54.35155160113194
full_recent50_pace365_p55_r70_month24_cap2,5,55.341520466705816,38.79583802851491,71.3334095439158
full_recent50_pace365_p55_r70_month24_cap2,10,87.1087989584678,62.57406564661646,114.03028581132706
full_recent50_pace365_p55_r70_month24_cap2,20,129.75215549662863,76.46436076585583,176.91083051801857
extra_ap12_pace365_p55_r70_month24_cap2,1,21.25513072138447,15.46637479451474,27.834830916647615
extra_ap12_pace365_p55_r70_month24_cap2,3,41.00593407501163,30.273136654599814,54.35155160113194
extra_ap12_pace365_p55_r70_month24_cap2,5,55.341520466705816,38.79583802851491,71.3334095439158
extra_ap12_pace365_p55_r70_month24_cap2,10,87.1087989584678,62.57406564661646,114.03028581132706
extra_ap12_pace365_p55_r70_month24_cap2,20,129.75215549662863,76.46436076585583,176.91083051801857
extra_h5_r30_nogap_cap2,1,19.732261736642272,14.05109494584628,26.676851615604114
extra_h5_r30_nogap_cap2,3,39.69086458041126,27.450304768035778,53.14202534741924
extra_h5_r30_nogap_cap2,5,54.52349733863512,37.340283284736906,71.80380029140353
extra_h5_r30_nogap_cap2,10,85.52624528014866,59.548804606773494,112.94915086236891
extra_h5_r30_nogap_cap2,20,127.79593587248033,72.31968411263382,178.71632646654152
extra_roll2_primary_cap2,1,19.94253752844356,14.320640984770431,26.903945042423594
extra_roll2_primary_cap2,3,39.9724544388838,27.623543997690426,53.401979552292914
extra_roll2_primary_cap2,5,54.61340937474654,37.312777780476374,71.95155492651402
extra_roll2_primary_cap2,10,86.35877037276755,60.48261396016112,114.52454762678633
