candidate,group,h,n_scope,n_signals,first,last,hit_rate,base_rate,pooled_lift,adjusted_lift,frequency,currency_rate_min,currency_rate_max,symmetric_bps,forward_bps
known_change_z_urgent_cap2,2024,1,1240,341,2024-01-09,2024-12-28,1.0,0.5443548387096774,1.8370370370370372,1.8373563343255046,1.3447887323943661,1.3211267605633803,1.36056338028169,28.5887439796034,68.81195614425496
known_change_z_urgent_cap2,2024,3,1240,341,2024-01-09,2024-12-28,0.7712609970674487,0.38870967741935486,1.9841569219162578,1.9849056603773585,1.3447887323943661,1.3211267605633803,1.36056338028169,50.722513639681154,91.48587527521931
known_change_z_urgent_cap2,2024,5,1240,341,2024-01-09,2024-12-28,0.6862170087976539,0.3346774193548387,2.0503833515881706,2.0515431116767417,1.3447887323943661,1.3211267605633803,1.36056338028169,57.81360793142963,98.62264873385917
known_change_z_urgent_cap2,2024,10,1240,341,2024-01-09,2024-12-28,0.5718475073313783,0.2693548387096774,2.1230266739248775,2.123847167325428,1.3447887323943661,1.3211267605633803,1.36056338028169,57.582293136253696,106.44676741249545
known_change_z_urgent_cap2,2024,20,1240,341,2024-01-09,2024-12-28,0.40762463343108507,0.18870967741935485,2.16006216006216,2.1609829488465393,1.3447887323943661,1.3211267605633803,1.36056338028169,60.67554105786456,124.1779116277075
known_change_z_urgent_cap2,2025,1,1235,351,2025-01-09,2025-12-30,1.0,0.4647773279352227,2.151567944250871,2.1511301888196903,1.3803370786516855,1.356741573033708,1.3960674157303372,37.48088211050198,79.59469245514411
known_change_z_urgent_cap2,2025,3,1235,351,2025-01-09,2025-12-30,0.6524216524216524,0.28582995951417006,2.2825516734865174,2.2825148299100118,1.3803370786516855,1.356741573033708,1.3960674157303372,51.795672119043175,71.1960811681845
known_change_z_urgent_cap2,2025,5,1235,351,2025-01-09,2025-12-30,0.5042735042735043,0.2251012145748988,2.2402078337330136,2.240965708134707,1.3803370786516855,1.356741573033708,1.3960674157303372,55.20892159553396,61.01230246544421
known_change_z_urgent_cap2,2025,10,1235,351,2025-01-09,2025-12-30,0.3333333333333333,0.14736842105263157,2.261904761904762,2.263215600281933,1.3803370786516855,1.356741573033708,1.3960674157303372,59.9613308499849,37.22952551988808
known_change_z_urgent_cap2,2025,20,1235,351,2025-01-09,2025-12-30,0.2222222222222222,0.09635627530364373,2.3062558356676,2.3081346591589793,1.3803370786516855,1.356741573033708,1.3960674157303372,64.05151809942541,-7.170241431064401
