candidate,control,h,metric,block_dates,draws,estimate,ci_lo,ci_hi,difference,delta_lo,delta_hi
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,1,lift,20,1000,1.9357273181508419,1.7824643664559436,2.1120933486902715,1.116169620801827,0.9407408628296279,1.3297702589282092
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,1,sym,20,1000,32.186317373771104,27.21867657486703,38.14116256064844,33.85556362699712,26.992292466015034,40.89807248496003
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,1,forward,20,1000,75.40068522150068,66.99195983411764,83.56080617662259,85.9617065329992,73.03740843692948,99.77194194455463
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,3,lift,20,1000,2.071153366676417,1.8818075188509256,2.2869597852017387,1.0684346579669246,0.8603376204076273,1.311766850502131
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,3,sym,20,1000,49.51946714644077,41.31437848280759,59.17296147259054,35.850453506719596,26.148172300386637,45.53548741274063
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,3,forward,20,1000,85.80520422792144,71.7448269385219,99.98127996127918,62.791480058113414,51.78631873751582,75.03320859565424
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,5,lift,20,1000,2.0540367443973344,1.8600427657129102,2.263515233797428,1.0230948735788146,0.8008587615677121,1.2816249714050312
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,5,sym,20,1000,55.31310825036449,45.36535711750191,66.35512638038865,35.016680752533695,23.229879022871124,46.388805943028295
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,5,forward,20,1000,87.5654094313477,67.57436894424153,107.58548886597208,53.88432295181871,40.90245916259711,68.38752346259184
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,10,lift,20,1000,2.0775360957591675,1.861201243914002,2.329691492997767,1.0526940082889358,0.8136164014080114,1.3450112607910165
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,10,sym,20,1000,58.712273304035314,43.66095544548452,72.72135501548432,31.56120795272259,15.956685657845489,46.112467287118506
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,10,forward,20,1000,88.29383592166755,57.44326395490173,117.25525963782076,49.348642680715564,31.7338402938785,67.18918775584164
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,20,lift,20,1000,2.0750949997945907,1.8407104538508738,2.3666204492545555,1.097773312666586,0.8495657192429972,1.3922744682268706
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,20,sym,20,1000,70.89389657341144,44.549034574965454,98.11542439831474,35.245600042469,18.74445983157062,51.84803654349186
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,20,forward,20,1000,86.7395886276682,28.041345380757132,143.2827809462712,49.54371718310189,29.754726842577877,72.51441309323263
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,1,lift,50,1000,1.9357273181508419,1.7534567948150406,2.134905587304461,1.116169620801827,0.9006200091100866,1.344663232723412
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,1,sym,50,1000,32.186317373771104,26.77778763983039,38.49317118227383,33.85556362699712,26.132609735301614,41.97168504041997
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,1,forward,50,1000,75.40068522150068,65.38501682329415,84.79682310717759,85.9617065329992,69.2743951081933,104.77641719201954
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,3,lift,50,1000,2.071153366676417,1.854449734359919,2.3172064612316134,1.0684346579669246,0.8265554494780355,1.3372980670398142
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,3,sym,50,1000,49.51946714644077,40.173436888797994,59.66506697270206,35.850453506719596,26.025131191445784,46.36774323291846
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,3,forward,50,1000,85.80520422792144,69.38037450579526,101.353547720072,62.791480058113414,48.001512362615294,77.09043296406746
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,5,lift,50,1000,2.0540367443973344,1.8328633826848426,2.305465818301511,1.0230948735788146,0.7812485889354118,1.2953720795039008
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,5,sym,50,1000,55.31310825036449,44.27345244791834,66.57080866383377,35.016680752533695,23.590172175721438,46.699513614031034
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,5,forward,50,1000,87.5654094313477,64.29111856759991,110.6179718299612,53.88432295181871,37.40118832813525,68.96208881695615
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,10,lift,50,1000,2.0775360957591675,1.8304910606317286,2.3906459904747424,1.0526940082889358,0.8012527902603043,1.3659331891865694
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,10,sym,50,1000,58.712273304035314,45.0464628898142,73.38704810976328,31.56120795272259,18.2108986102992,45.09211682393222
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,10,forward,50,1000,88.29383592166755,50.954305806518654,125.60048636301816,49.348642680715564,32.62700199377458,66.19475727167669
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,20,lift,50,1000,2.0750949997945907,1.8196337601631767,2.4214642675168747,1.097773312666586,0.8311484572746871,1.4701278936479358
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,20,sym,50,1000,70.89389657341144,48.868532200173455,95.93114648225097,35.245600042469,21.440722127647682,50.073366243409644
known_change_z_urgent_cap2,cny_hist50_urgent_cap2,20,forward,50,1000,86.7395886276682,11.94380360071556,158.97112496515973,49.54371718310189,29.05929596229041,68.89431890866176
