candidate,h,metric,mean_bps,ci_lo,ci_hi,n
known_change_z_urgent_cap2,1,sym,32.186317373771104,27.21867657486703,38.14116256064844,936
known_change_z_urgent_cap2,1,forward,75.40068522150068,66.99195983411764,83.56080617662259,936
known_change_z_urgent_cap2,3,sym,49.51946714644077,41.31437848280759,59.17296147259054,932
known_change_z_urgent_cap2,3,forward,85.80520422792144,71.7448269385219,99.98127996127918,932
known_change_z_urgent_cap2,5,sym,55.31310825036449,45.36535711750191,66.35512638038865,927
known_change_z_urgent_cap2,5,forward,87.5654094313477,67.57436894424153,107.58548886597208,927
known_change_z_urgent_cap2,10,sym,58.712273304035314,43.66095544548452,72.72135501548432,922
known_change_z_urgent_cap2,10,forward,88.29383592166755,57.44326395490173,117.25525963782076,922
known_change_z_urgent_cap2,20,sym,70.89389657341144,44.549034574965454,98.11542439831474,902
known_change_z_urgent_cap2,20,forward,86.7395886276682,28.041345380757132,143.2827809462712,902
known_next_not_lower_cd3,1,sym,26.56403232616659,21.334802323719625,32.030100571862135,967
known_next_not_lower_cd3,1,forward,63.21552328836044,55.415078973786,71.29421834656962,967
known_next_not_lower_cd3,3,sym,41.10111569663991,32.035457050051,50.670194098712535,962
known_next_not_lower_cd3,3,forward,69.97117307419252,58.55000377485476,81.07704343045174,962
known_next_not_lower_cd3,5,sym,44.424363611080274,34.44495292050289,54.55815309400358,957
known_next_not_lower_cd3,5,forward,71.48041241752762,55.59302319460247,87.41513765231424,957
known_next_not_lower_cd3,10,sym,46.841083218503854,31.852750692920843,61.345290816857975,951
known_next_not_lower_cd3,10,forward,72.94801765357498,42.85934996536024,101.35301815800841,951
known_next_not_lower_cd3,20,sym,55.00354473092315,25.315782098595168,84.72161653941498,931
known_next_not_lower_cd3,20,forward,74.11017150510715,16.435136776624407,128.66674910032268,931
past_hist_urgent_cap2,1,sym,-5.115352164862701,-9.4546910845822,-1.3104607920660705,787
past_hist_urgent_cap2,1,forward,3.0936884702293455,-5.602772852892,11.482665298291755,787
past_hist_urgent_cap2,3,sym,-0.7946273861613052,-7.476054159707771,5.990915323663869,787
past_hist_urgent_cap2,3,forward,5.358168464626661,-10.738516566799062,21.4245397944247,787
past_hist_urgent_cap2,5,sym,0.3962981412817405,-8.952805644755164,10.098321803830977,787
past_hist_urgent_cap2,5,forward,5.360876297937734,-19.59953846402603,29.106733983694145,787
past_hist_urgent_cap2,10,sym,4.33257867381897,-10.834330010110154,20.125792175863175,784
past_hist_urgent_cap2,10,forward,5.5103509289550905,-36.48631804256127,44.54951302398513,784
past_hist_urgent_cap2,20,sym,15.979987634134256,-9.219994675845214,43.58996544717977,771
past_hist_urgent_cap2,20,forward,9.464879204933924,-55.847373541993974,74.10799725707867,771
past_logit_urgent_cap2,1,sym,-3.775001331177122,-8.96864274930864,1.5497811473849172,802
past_logit_urgent_cap2,1,forward,12.022856702553064,2.8031227168784323,21.16580370424137,802
past_logit_urgent_cap2,3,sym,-2.23356095717007,-10.312179557832229,6.525211670432074,800
past_logit_urgent_cap2,3,forward,8.805821927035263,-6.116450724077849,24.22740584600442,800
past_logit_urgent_cap2,5,sym,-0.09041843386860648,-10.008623974649476,9.777756957072164,800
past_logit_urgent_cap2,5,forward,12.661439734175731,-8.045671223182815,34.73859250901445,800
past_logit_urgent_cap2,10,sym,10.188894955088774,-5.115981026952688,25.531818301024245,795
past_logit_urgent_cap2,10,forward,24.944865083220783,-9.774173860851466,62.79385532295668,795
past_logit_urgent_cap2,20,sym,30.03930893230652,0.9854593196439297,58.696211284795446,782
past_logit_urgent_cap2,20,forward,38.673217813234004,-20.055457050505495,101.64843840041864,782
past_survival_h5_urgent_cap2,1,sym,-6.543832533583559,-11.949319357591456,-1.6724420469790136,765
past_survival_h5_urgent_cap2,1,forward,5.087790113505553,-2.954394667242451,13.671869424654409,765
past_survival_h5_urgent_cap2,3,sym,-0.7101897870783798,-8.5996148462901,7.8519395717014815,765
past_survival_h5_urgent_cap2,3,forward,5.80923603318128,-8.721138913861171,21.427986023043502,765
past_survival_h5_urgent_cap2,5,sym,2.94139112267419,-7.320782914820461,14.147657941490165,765
past_survival_h5_urgent_cap2,5,forward,8.694962514677883,-11.860909957057407,32.04184253519209,765
past_survival_h5_urgent_cap2,10,sym,9.122121832591256,-6.617044981418938,25.874003102513033,765
past_survival_h5_urgent_cap2,10,forward,7.786551107745956,-29.982063717188993,45.57381409626907,765
past_survival_h5_urgent_cap2,20,sym,19.685013790372686,-5.47931244085767,48.21099340982441,753
past_survival_h5_urgent_cap2,20,forward,4.630356504817615,-58.1496882031412,70.53688673221376,753
past_survival_mean_urgent_cap2,1,sym,-7.7948791058736955,-13.261398772586539,-2.857953285882257,772
past_survival_mean_urgent_cap2,1,forward,3.915035607644625,-4.3392974632424215,12.658629050319094,772
past_survival_mean_urgent_cap2,3,sym,-1.7370667123874042,-9.463474995585944,6.49830154074201,772
past_survival_mean_urgent_cap2,3,forward,4.936134802804874,-9.856229491050122,21.012164864567747,772
past_survival_mean_urgent_cap2,5,sym,1.989431221154106,-8.053734162350864,13.002623159740212,772
past_survival_mean_urgent_cap2,5,forward,7.02634719589298,-13.805528567186919,28.92098303290298,772
past_survival_mean_urgent_cap2,10,sym,8.642185738291806,-7.420076458814336,25.22830961516313,772
past_survival_mean_urgent_cap2,10,forward,5.7975228056225845,-31.909662943040228,43.62752930029654,772
past_survival_mean_urgent_cap2,20,sym,20.101139977624374,-4.432447991483357,49.10992494346632,760
past_survival_mean_urgent_cap2,20,forward,2.094586697884901,-62.26118849547084,68.41661616037257,760
announced_hist_urgent_cap2,1,sym,31.432155423239433,26.33029907999551,37.55398841826951,932
announced_hist_urgent_cap2,1,forward,69.40159577241462,61.143719316876734,77.78916107590844,932
announced_hist_urgent_cap2,3,sym,50.20879390825164,42.108460650407814,59.62539531173337,931
announced_hist_urgent_cap2,3,forward,80.29245855665336,65.46867254723792,94.88146171215719,931
announced_hist_urgent_cap2,5,sym,56.5714202723232,46.4772053546994,67.34153006535409,930
announced_hist_urgent_cap2,5,forward,84.10885270854892,63.48713387775744,104.3242826081788,930
announced_hist_urgent_cap2,10,sym,62.20542267950211,48.506413115161436,75.71149590189165,925
announced_hist_urgent_cap2,10,forward,86.83574359606735,54.243507460791726,119.13971865088452,925
announced_hist_urgent_cap2,20,sym,73.52187581324448,48.6720321528989,100.10648806252009,911
announced_hist_urgent_cap2,20,forward,84.52522711063237,26.20727580862572,141.96105784040708,911
announced_hist_gated_urgent_cap2,1,sym,31.77473773029765,26.606156868421735,37.90442648600156,923
announced_hist_gated_urgent_cap2,1,forward,71.14844357759831,62.99854643174671,79.26484273887267,923
announced_hist_gated_urgent_cap2,3,sym,50.25267040575913,42.12209242763242,59.92956888269514,922
announced_hist_gated_urgent_cap2,3,forward,81.75319983807209,66.83922275782191,96.04831291502114,922
announced_hist_gated_urgent_cap2,5,sym,56.260179743335634,45.79542270567247,67.35461664758928,921
announced_hist_gated_urgent_cap2,5,forward,85.32477497539465,64.93053494767615,105.4374512332845,921
announced_hist_gated_urgent_cap2,10,sym,61.87977302697828,47.88827409004185,75.64006763787845,916
announced_hist_gated_urgent_cap2,10,forward,88.18824292196138,56.06807759729999,119.39606214310854,916
announced_hist_gated_urgent_cap2,20,sym,73.89773663975708,48.96051758293602,100.65420075484292,902
announced_hist_gated_urgent_cap2,20,forward,86.66621539682399,27.245692249937164,143.81768832946287,902
announced_logit_urgent_cap2,1,sym,30.810715366824688,25.334853426196542,36.80780289774931,948
announced_logit_urgent_cap2,1,forward,71.02074431549151,62.78380708855144,79.40050213267875,948
announced_logit_urgent_cap2,3,sym,47.86572794317641,39.54173786244474,58.371769200423486,946
announced_logit_urgent_cap2,3,forward,82.29466682787063,68.30293610884745,96.394662592165,946
announced_logit_urgent_cap2,5,sym,53.83418359870789,44.091872055319214,64.71515381663312,941
announced_logit_urgent_cap2,5,forward,83.9389368484368,65.22436259122628,103.1978874466711,941
announced_logit_urgent_cap2,10,sym,59.24582234991462,45.62296438364391,72.8111338374794,935
announced_logit_urgent_cap2,10,forward,88.02000234748186,56.86309992324978,118.41933177911058,935
announced_logit_urgent_cap2,20,sym,71.12022393275763,44.27400565668966,97.32678813885138,918
announced_logit_urgent_cap2,20,forward,90.34452182505038,32.19310000525684,146.03375256926165,918
announced_logit_gated_urgent_cap2,1,sym,31.060149595991263,25.562848727814504,37.18648671534076,944
announced_logit_gated_urgent_cap2,1,forward,72.83906759555892,64.25558206300032,81.1951511576672,944
announced_logit_gated_urgent_cap2,3,sym,47.60051757142872,39.2353490040885,57.88862947487983,942
announced_logit_gated_urgent_cap2,3,forward,83.13874108565406,68.87332445476785,96.99055415130503,942
announced_logit_gated_urgent_cap2,5,sym,53.30157171240832,43.54563724641431,64.49236112351863,937
announced_logit_gated_urgent_cap2,5,forward,84.40936975723861,65.5369207943835,103.56811579597108,937
announced_logit_gated_urgent_cap2,10,sym,58.73701940477327,44.70882545604982,72.41291974266133,931
announced_logit_gated_urgent_cap2,10,forward,88.51980285881098,57.59514892181797,119.14097137112344,931
announced_logit_gated_urgent_cap2,20,sym,70.63909164288012,43.73965527558817,96.9842758579849,914
announced_logit_gated_urgent_cap2,20,forward,90.57910774272514,32.389850527276174,145.97025832948415,914
announced_survival_h5_urgent_cap2,1,sym,31.818722346665737,26.758157440585094,38.11059007395229,921
announced_survival_h5_urgent_cap2,1,forward,69.30101658100939,60.86440238733795,77.81491345973072,921
announced_survival_h5_urgent_cap2,3,sym,49.510766527394246,41.462604062617515,59.13003545384539,919
announced_survival_h5_urgent_cap2,3,forward,77.73480551551052,63.31501104216224,91.10851119900511,919
announced_survival_h5_urgent_cap2,5,sym,55.11738612951744,44.89048991916616,66.4415442956574,919
announced_survival_h5_urgent_cap2,5,forward,80.67270732491497,60.034093538645486,100.40278211128941,919
announced_survival_h5_urgent_cap2,10,sym,60.60131778495899,46.39552830872403,74.00754067091677,914
announced_survival_h5_urgent_cap2,10,forward,83.85596958455376,51.14392652391833,114.95073470071573,914
announced_survival_h5_urgent_cap2,20,sym,73.08229906650348,48.56304992818631,98.89608335907971,900
announced_survival_h5_urgent_cap2,20,forward,83.12464565023504,23.774059285929138,141.29758774447674,900
announced_survival_h5_gated_urgent_cap2,1,sym,32.275738952636694,27.2046940766621,38.331039725287525,917
announced_survival_h5_gated_urgent_cap2,1,forward,71.09811367909086,62.889440112638674,79.81374688041784,917
announced_survival_h5_gated_urgent_cap2,3,sym,49.91338956852115,41.99423275036325,59.56479117081269,915
announced_survival_h5_gated_urgent_cap2,3,forward,79.56801677983012,65.71809972560771,92.77855992059902,915
announced_survival_h5_gated_urgent_cap2,5,sym,55.43742601304416,45.27318182225781,66.24316587992833,915
announced_survival_h5_gated_urgent_cap2,5,forward,82.36632623101572,62.53364401849491,101.93654648901212,915
announced_survival_h5_gated_urgent_cap2,10,sym,61.005874646005324,47.379318167222564,74.78141573793738,910
announced_survival_h5_gated_urgent_cap2,10,forward,85.53020085144573,53.26123313268859,116.27777533412326,910
announced_survival_h5_gated_urgent_cap2,20,sym,73.62880422942042,49.19186332110823,99.86611216846605,896
announced_survival_h5_gated_urgent_cap2,20,forward,84.93296038918902,25.917283629692758,142.35426746407816,896
announced_survival_mean_urgent_cap2,1,sym,32.09604925858211,26.763557543768606,38.4418174787608,909
announced_survival_mean_urgent_cap2,1,forward,69.04760397010479,60.394513331338906,77.55731781704746,909
announced_survival_mean_urgent_cap2,3,sym,50.82290543006458,42.55635650545175,60.730616483033685,908
announced_survival_mean_urgent_cap2,3,forward,78.47235909137659,64.2858305139609,92.17256722756558,908
announced_survival_mean_urgent_cap2,5,sym,57.09974636026896,46.43600602509759,68.17954479353702,908
announced_survival_mean_urgent_cap2,5,forward,82.05911068451812,61.27024897196315,101.78277617455353,908
announced_survival_mean_urgent_cap2,10,sym,62.767983160429246,48.31968274464829,77.02802607426983,903
announced_survival_mean_urgent_cap2,10,forward,85.35343056358442,51.98565110289924,116.93815838456682,903
