candidate,h,control,lift_lo,lift_hi,delta_lo,delta_hi,draws,block
known_next_not_lower_cd3,1,known_next_not_lower_cd3,1.776615199642282,2.102901759778827,0.0,0.0,1000,"20 announcement dates, circular, all currencies together"
known_next_not_lower_cd3,3,known_next_not_lower_cd3,1.7378943728607514,2.1507280034426866,0.0,0.0,1000,"20 announcement dates, circular, all currencies together"
known_next_not_lower_cd3,5,known_next_not_lower_cd3,1.7543753555712727,2.165586572855445,0.0,0.0,1000,"20 announcement dates, circular, all currencies together"
known_next_not_lower_cd3,10,known_next_not_lower_cd3,1.7043125399610328,2.1620927486758057,0.0,0.0,1000,"20 announcement dates, circular, all currencies together"
known_next_not_lower_cd3,20,known_next_not_lower_cd3,1.695242719476277,2.13011327352238,0.0,0.0,1000,"20 announcement dates, circular, all currencies together"
known_next_not_lower_cd3,mean,known_next_not_lower_cd3,,,0.0,0.0,1000,
past_hist_urgent_cap2,1,known_next_not_lower_cd3,0.9056194890138762,1.0560232769862536,-1.1418769326219134,-0.7718109983638429,1000,"20 announcement dates, circular, all currencies together"
past_hist_urgent_cap2,3,known_next_not_lower_cd3,0.9144603169689701,1.1175183229070895,-1.1584991848261688,-0.7051883378423042,1000,"20 announcement dates, circular, all currencies together"
past_hist_urgent_cap2,5,known_next_not_lower_cd3,0.8709426213631571,1.1177850260800057,-1.1992018209811048,-0.7121809477297142,1000,"20 announcement dates, circular, all currencies together"
past_hist_urgent_cap2,10,known_next_not_lower_cd3,0.8346569634393721,1.1554408525378754,-1.224919688276695,-0.6722270720872653,1000,"20 announcement dates, circular, all currencies together"
past_hist_urgent_cap2,20,known_next_not_lower_cd3,0.8302943017203681,1.2403184657964559,-1.1507624976210036,-0.6087366117639935,1000,"20 announcement dates, circular, all currencies together"
past_hist_urgent_cap2,mean,known_next_not_lower_cd3,,,-1.1596433139383138,-0.7175873925286809,1000,
past_logit_urgent_cap2,1,known_next_not_lower_cd3,1.0050196308837156,1.230854389085884,-0.9971223055514045,-0.6450532899682088,1000,"20 announcement dates, circular, all currencies together"
past_logit_urgent_cap2,3,known_next_not_lower_cd3,0.9584312899901202,1.2409265439175314,-1.039324294398765,-0.6482637582552419,1000,"20 announcement dates, circular, all currencies together"
past_logit_urgent_cap2,5,known_next_not_lower_cd3,0.9018934672073832,1.214930137809856,-1.1328445313428586,-0.6726981282617739,1000,"20 announcement dates, circular, all currencies together"
past_logit_urgent_cap2,10,known_next_not_lower_cd3,0.9006808270883047,1.272058918324344,-1.1274105623300217,-0.5963401758143975,1000,"20 announcement dates, circular, all currencies together"
