candidate,n,lift,lift_ci_low,lift_ci_high,p_lift_le_1,benefit_ci_low,benefit_ci_high
cba_direct_basis,490,1.4097099098419403,1.1628854312808687,1.6263657064860273,0.00024993751562109475,6.953661529068708,72.4892327600209
cba_negative_direct_basis,505,0.8724584103512015,0.6657240782035864,1.079447438381373,0.8815296175956011,-43.29721001748354,22.52953913326735
cba_usd_basis,520,1.2852978814161808,1.0780824154971391,1.5350014082961358,0.0014996250937265683,-19.75308716534793,51.13101118071817
cba_negative_usd_basis,485,0.8160527469176972,0.5812916015847018,1.0374295374945839,0.9507623094226444,-52.96041731659666,24.411437176578477
cba_cny_basis,540,1.189292804819607,0.9943934425416229,1.4392904491673812,0.028242939265183703,-21.681307995120648,47.47573584825672
cba_negative_cny_basis,415,0.7827539362626105,0.5286240597536894,1.0231907826716296,0.9650087478130467,-50.03359232054634,25.070773623488886
cba_consensus_basis,515,1.3920284263230622,1.1583756720761604,1.6292391375452575,0.0007498125468632841,-6.217813999222477,61.62966170079269
cba_negative_consensus_basis,465,0.682527378609902,0.4665403487275918,0.8985234690900491,0.9977505623594102,-47.835234447424476,11.388725790685637
cba_inverse_rub_momentum_1,520,1.1632304848571022,0.9455243997987236,1.3745878546385433,0.06523369157710572,-10.507539056533599,56.17132605948143
cba_inverse_rub_momentum_2,510,1.068899278750317,0.843075558358496,1.2921557722072947,0.27918020494876283,-20.545458867582617,42.35538737366999
cba_inverse_rub_momentum_5,550,1.099781549319442,0.8124526907403636,1.3298822957149217,0.24543864033991503,-39.3503095737167,46.08196880564401
cba_direct_usd_disagreement,495,1.395470415803133,1.1496571441787808,1.6171424332874464,0.00024993751562109475,5.523320173772445,70.84775538182924
cba_direct_cny_disagreement,430,1.345914112539225,1.0429293281494343,1.648959995396602,0.010247438140464884,-2.4232219706665568,76.07728106427977
cba_usd_cny_disagreement,415,0.7827539362626105,0.5286240597536894,1.0231907826716296,0.9650087478130467,-50.03359232054634,25.070773623488886
cba_consensus_stale20,515,0.9135186547745096,0.6844868382240455,1.1768196827727193,0.7530617345663584,-64.56592309735264,10.793009189422827
primary90_cba_consensus_basis10,539,1.8703767845568742,1.5855717984728501,2.1659139974893367,0.00024993751562109475,32.14816041173297,110.53720210877077
primary75_cba_consensus_basis25,506,1.9259459498951583,1.625029908406131,2.2600979528854586,0.00024993751562109475,53.04597524754192,116.85881638086958
geometry90_cba_consensus_basis10,521,1.9206630218441,1.6208136352264502,2.2706995608525027,0.00024993751562109475,48.29829739156308,113.73200240158985
geometry75_cba_consensus_basis25,535,1.9471729403838514,1.6472621161473173,2.2883929809416457,0.00024993751562109475,50.11031514514253,114.35451140265049
primary_amd_local_overlay,539,1.7387576774954645,1.5144752026448094,1.9552684599038317,0.00024993751562109475,21.639196938582323,95.8894605869759
