hypothesis,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better,control_benefit_bps,challenger_benefit_bps,benefit_difference_bps,benefit_difference_ci_low,benefit_difference_ci_high,circular_p_unadjusted,p_holm_three_hypotheses,lift_increment_supported
pooled_freshness,pooled_hazard_stale20_logit,pooled_hazard_logit,1.373039295585619,1.6735542645893846,0.3005149690037656,0.03529772299406014,0.6842742830717204,0.014496375906023495,45.92326540584948,66.57198935004318,20.648723944193705,-8.113727078380833,54.85216646244505,0.0284928767808048,0.04348912771807048,True
pooling_efficiency,separate_hazard_product,pooled_hazard_logit,1.6175651381257437,1.6735542645893846,0.05598912646364096,-0.0630764813021032,0.20346697861057933,0.1704573856535866,60.649782091141205,66.57198935004318,5.922207258901977,-2.1182945570346843,18.296167061613154,0.09522619345163709,0.3409147713071732,False
pooled_vs_cumulative,survival_cumulative_geometric,pooled_hazard_logit,1.685819258216054,1.6735542645893846,-0.01226499362666944,-0.08147879022486047,0.06139350646297441,0.6330917270682329,67.26353069783659,66.57198935004318,-0.6915413477934038,-4.772317033709073,3.2846659394460684,0.5888527868032992,0.6330917270682329,False
