hypothesis,aggregate,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_below_negative_margin,noninferior
early_vs_late,minimum,route_1530,route_1520,1.7800067233117465,1.7699561886033823,-0.010050534708364145,-0.04178297452765339,0.02488945183439753,0.011497125718570358,True
early_vs_late,mean,route_1530,route_1520,1.956137294504003,1.9521597242141198,-0.003977570289883214,-0.024954083524537096,0.014353686737667537,0.00024993751562109475,True
fresh_vs_stale,minimum,matched_stale20,route_1520,0.782565104658674,1.7699561886033823,0.9873910839447083,0.6343438911739996,1.2664823634932554,0.00024993751562109475,True
fresh_vs_stale,mean,matched_stale20,route_1520,0.9340167237516613,1.9521597242141198,1.0181430004624583,0.7700159323164744,1.2955655011483724,0.00024993751562109475,True
