candidate,currency,n_signals,empty_complete_months,weekly_max,weekly_zero_share,calendar_gap_max
cny_cbr_w25_r25,AMD,165,0,4,0.34782608695652173,34
cny_cbr_w25_r25,KGS,163,0,4,0.34782608695652173,34
cny_cbr_w25_r25,KZT,169,0,4,0.32608695652173914,30
cny_cbr_w25_r25,TJS,167,0,4,0.34057971014492755,34
cny_cbr_w25_r25,UZS,166,0,5,0.34782608695652173,34
change_z_r25,AMD,177,0,4,0.2753623188405797,28
change_z_r25,KGS,173,0,4,0.2898550724637681,26
change_z_r25,KZT,172,0,4,0.2608695652173913,43
change_z_r25,TJS,173,0,4,0.2826086956521739,28
change_z_r25,UZS,174,1,4,0.2826086956521739,34
cny_last_r25,AMD,174,0,4,0.30434782608695654,37
cny_last_r25,KGS,174,0,4,0.30434782608695654,37
cny_last_r25,KZT,174,0,4,0.30434782608695654,37
cny_last_r25,TJS,174,0,4,0.30434782608695654,37
cny_last_r25,UZS,174,0,4,0.30434782608695654,37
stale20_cny_r35,AMD,222,0,4,0.16666666666666666,19
stale20_cny_r35,KGS,222,0,4,0.16666666666666666,19
stale20_cny_r35,KZT,222,0,4,0.16666666666666666,19
stale20_cny_r35,TJS,222,0,4,0.16666666666666666,19
stale20_cny_r35,UZS,222,0,4,0.16666666666666666,19
cbr_hist_r25,AMD,121,5,5,0.5362318840579711,83
cbr_hist_r25,KGS,130,4,5,0.5289855072463768,76
cbr_hist_r25,KZT,126,5,5,0.5362318840579711,76
cbr_hist_r25,TJS,124,6,5,0.5362318840579711,76
cbr_hist_r25,UZS,113,6,5,0.5869565217391305,83
market_hist_r25,AMD,149,3,4,0.391304347826087,73
market_hist_r25,KGS,156,0,4,0.35507246376811596,46
market_hist_r25,KZT,149,2,5,0.37681159420289856,60
market_hist_r25,TJS,166,1,4,0.32608695652173914,41
market_hist_r25,UZS,155,1,4,0.3695652173913043,64
market_logit_r25,AMD,187,4,5,0.41304347826086957,80
market_logit_r25,KGS,204,4,5,0.3333333333333333,80
market_logit_r25,KZT,182,4,5,0.3695652173913043,80
market_logit_r25,TJS,212,2,5,0.32608695652173914,80
market_logit_r25,UZS,202,2,5,0.3188405797101449,80
market_extra_r25,AMD,158,0,4,0.32608695652173914,37
market_extra_r25,KGS,158,0,4,0.32608695652173914,37
market_extra_r25,KZT,163,1,4,0.35507246376811596,46
market_extra_r25,TJS,152,0,4,0.3333333333333333,37
market_extra_r25,UZS,155,1,4,0.35507246376811596,41
multi_hist_r25,AMD,138,3,4,0.41304347826086957,73
multi_hist_r25,KGS,136,4,4,0.4057971014492754,74
multi_hist_r25,KZT,139,1,4,0.42028985507246375,60
multi_hist_r25,TJS,141,3,4,0.42028985507246375,73
multi_hist_r25,UZS,134,4,4,0.42028985507246375,73
floor_quantile_r25,AMD,159,5,5,0.5144927536231884,183
floor_quantile_r25,KGS,170,5,5,0.4492753623188406,183
floor_quantile_r25,KZT,142,6,5,0.5072463768115942,184
floor_quantile_r25,TJS,156,5,5,0.5,183
floor_quantile_r25,UZS,148,5,5,0.5072463768115942,183
local_ridge_r25,AMD,173,11,5,0.5652173913043478,116
local_ridge_r25,KGS,186,8,5,0.5,119
local_ridge_r25,KZT,164,9,5,0.5869565217391305,162
local_ridge_r25,TJS,176,7,5,0.4927536231884058,179
local_ridge_r25,UZS,174,6,5,0.45652173913043476,190
residual_w25_r25,AMD,153,11,5,0.5942028985507246,146
residual_w25_r25,KGS,132,13,5,0.6739130434782609,229
residual_w25_r25,KZT,166,13,5,0.6376811594202898,251
residual_w25_r25,TJS,166,7,5,0.5217391304347826,224
residual_w25_r25,UZS,151,11,5,0.5289855072463768,194
residual_w50_r25,AMD,139,11,5,0.6304347826086957,146
residual_w50_r25,KGS,119,16,5,0.7028985507246377,243
residual_w50_r25,KZT,160,15,5,0.6666666666666666,251
residual_w50_r25,TJS,168,8,5,0.5362318840579711,263
residual_w50_r25,UZS,153,10,5,0.5434782608695652,317
residual_w100_r25,AMD,141,8,5,0.6086956521739131,110
residual_w100_r25,KGS,107,21,5,0.7318840579710145,371
residual_w100_r25,KZT,155,15,5,0.6739130434782609,263
residual_w100_r25,TJS,165,10,5,0.5652173913043478,262
residual_w100_r25,UZS,152,9,5,0.5507246376811594,267
