hypothesis,aggregate,control,challenger,control_lift,challenger_lift,lift_difference,lift_difference_ci_low,lift_difference_ci_high,p_challenger_not_better
geometry_vs_incumbent,minimum,incumbent,selected,1.6230036627345803,1.65901227234891,0.03600860961432972,-0.1826304859087278,0.09831328127362174,0.3534116470882279
geometry_vs_incumbent,mean,incumbent,selected,1.8545481119686134,1.8343778687395305,-0.020170243229082896,-0.12672531572680285,0.07356306385540078,0.7028242939265184
fresh_vs_stale,minimum,matched_stale20,selected,1.212684278557977,1.65901227234891,0.446327993790933,0.2301731561533643,0.9283383149747327,0.000999750062484379
fresh_vs_stale,mean,matched_stale20,selected,1.3557091791240083,1.8343778687395305,0.4786686896155221,0.3051915846089973,0.7368812160760408,0.00024993751562109475
