scenario,clock,brier_identity_h20,brier_rank_correction_selected,logloss_identity_h20,logloss_rank_correction_selected,ece_identity_h20,ece_rank_correction_selected,auc_identity_h20,auc_rank_correction_selected,average_precision_identity_h20,average_precision_rank_correction_selected,brier_delta,logloss_delta,ece_delta,auc_delta,average_precision_delta,brier_ci_low,brier_ci_high,auc_ci_low,auc_ci_high,pass
no_same_day_receipt,09:15,0.12428935098399156,0.12428935098399156,0.4201615955475662,0.4201615955475662,0.036075777056309745,0.036075777056309745,0.3741152962054678,0.3741152962054678,0.10152054427289763,0.10152054427289763,0.0,0.0,0.0,0.0,0.0,-9.552007428630369e-19,5.6277171735254455e-19,0.0,0.0,False
no_same_day_receipt,10:15,0.11875734888999052,0.11875734888999052,0.4000760592456141,0.4000760592456141,0.03182679756896785,0.03182679756896785,0.5664948911506165,0.5664948911506165,0.17520816131024183,0.17520816131024183,0.0,0.0,0.0,0.0,0.0,-1.2769591607869137e-18,1.5967601466957706e-19,0.0,0.0,False
no_same_day_receipt,10:45,0.11770455971760314,0.11916666068430536,0.3952768542826707,0.4000668654811027,0.03147655921957627,0.027021044507389954,0.5993069092484298,0.5679711025872127,0.18757891920287384,0.16680945660309832,0.0014621009667022122,0.0047900111984320315,-0.004455514712186314,-0.03133580666121705,-0.020769462599775523,-7.082851600207128e-05,0.0029852801340339657,-0.04904576482579415,-0.012725521445200554,False
no_same_day_receipt,11:45,0.11777707207577807,0.118267849751512,0.3944596237333479,0.3960182358322346,0.03171365247598176,0.0299750560796362,0.6115178427949602,0.6010037040031381,0.19270254644555398,0.18569756003899734,0.0004907776757339249,0.0015586120988866914,-0.0017385963963455625,-0.01051413879182217,-0.00700498640655664,-4.4693893224513865e-05,0.0010805539738334242,-0.016362225848570146,-0.004171481578953168,False
no_same_day_receipt,12:45,0.11761612810734255,0.11761612810734255,0.3935752544573411,0.3935752544573411,0.0316281361789471,0.0316281361789471,0.6166236978347901,0.6166236978347901,0.19912522948597194,0.19912522948597194,0.0,0.0,0.0,0.0,0.0,-6.956162897273106e-19,7.597313862400827e-19,0.0,0.0,False
no_same_day_receipt,13:45,0.11712235216117395,0.11955003855405008,0.39149584968715967,0.39915567996998264,0.03141475375351321,0.028848122593535794,0.6296336220878761,0.5883635811951224,0.20631369216327045,0.17734439062237856,0.0024276863928761327,0.007659830282822966,-0.002566631159977413,-0.04127004089275366,-0.02896930154089189,-9.915347302082577e-05,0.00479997466765708,-0.06589127194518465,-0.01623887406340383,False
no_same_day_receipt,14:45,0.11682219225255243,0.1193239071194112,0.39013809669263905,0.39796159110183077,0.031042854593878615,0.032143567273568895,0.6370381349630547,0.596465277091574,0.2119387794102788,0.18194160704845416,0.0025017148668587674,0.007823494409191722,0.00110071267969028,-0.04057285787148068,-0.029997172361824642,4.551874182102971e-06,0.005028359616007376,-0.06434672105645779,-0.014824414252764196,False
no_same_day_receipt,15:10,0.11573440001112661,0.11815764934956317,0.385663044076101,0.39354279181772367,0.031575012584157576,0.033323807511488,0.6426580190021051,0.6039142060647437,0.2242290907394312,0.19705448981622098,0.002423249338436559,0.007879747741622645,0.0017487949273304257,-0.0387438129373614,-0.027174600923210224,-0.0001728659810632301,0.0050179966826549155,-0.06223887925838138,-0.015523472158105064,False
no_same_day_receipt,15:25,0.11559740012808753,0.11800616947106851,0.3852979292391892,0.3930854122060404,0.03156714423630308,0.031773096784158635,0.643303300066175,0.605856537001604,0.22428330454073092,0.19937392030100057,0.002408769342980982,0.007787482966851167,0.0002059525478555549,-0.037446763064570954,-0.024909384239730353,-0.00011140710157522214,0.004776594485028107,-0.05987537158983673,-0.013962059766922726,False
no_same_day_receipt,15:45,0.11559408523676269,0.11796946107027066,0.3851716670705343,0.39283697386652394,0.03173654225936399,0.03179469085208209,0.6439266226098899,0.607224952065548,0.22449787024965234,0.20023899704795822,0.00237537583350797,0.007665306795989646,5.8148592718104686e-05,-0.03670167054434181,-0.02425887320169412,-2.2093976686608078e-05,0.004860637383849302,-0.059551190475076635,-0.015165017971559027,False
no_same_day_receipt,16:45,0.11580200154319217,0.11677901913183725,0.3861549582066332,0.38931455515184166,0.032349341806215716,0.02973291316131725,0.6407431362156886,0.6240481730012007,0.2223295571589361,0.21158825031099682,0.0009770175886450738,0.003159596945208454,-0.002616428644898465,-0.016694963214487823,-0.01074130684793928,-7.427805641624531e-05,0.0019834459917447535,-0.029142157003860854,-0.004630683254733007,False
no_same_day_receipt,17:45,0.11561666060119635,0.12036988589398134,0.38732321482108845,0.402482147940946,0.033247472267899966,0.036158141094875564,0.642939986365755,0.5686488223745345,0.22632738412190875,0.1829408306372472,0.0047532252927849905,0.015158933119857554,0.0029106688269755973,-0.07429116399122049,-0.043386553484661555,0.0005798801649937064,0.009117101677886211,-0.12130493440477756,-0.02743433850045381,False
no_same_day_receipt,18:45,0.11561666060119635,0.12036988589398134,0.38732321482108845,0.402482147940946,0.033247472267899966,0.036158141094875564,0.642939986365755,0.5686488223745345,0.22632738412190875,0.1829408306372472,0.0047532252927849905,0.015158933119857554,0.0029106688269755973,-0.07429116399122049,-0.043386553484661555,0.0007565194155818977,0.008880919514482053,-0.11888350207097378,-0.028176790880449616,False
no_same_day_receipt,19:15,0.11561666060119635,0.12036988589398134,0.38732321482108845,0.402482147940946,0.033247472267899966,0.036158141094875564,0.642939986365755,0.5686488223745345,0.22632738412190875,0.1829408306372472,0.0047532252927849905,0.015158933119857554,0.0029106688269755973,-0.07429116399122049,-0.043386553484661555,0.0004995163035434512,0.008967967354617638,-0.11993479970808053,-0.028754240258590788,False
no_same_day_receipt,20:15,0.11561666060119635,0.12036988589398133,0.38732321482108845,0.402482147940946,0.033247472267899966,0.03615814109487556,0.642939986365755,0.5686488223745345,0.22632738412190875,0.1829408306372472,0.004753225292784977,0.015158933119857554,0.0029106688269755904,-0.07429116399122049,-0.043386553484661555,0.00036182859485464153,0.008820744640535687,-0.11678842293236336,-0.025788689709478136,False
no_same_day_receipt,21:15,0.11561666060119635,0.12036988589398133,0.38732321482108845,0.402482147940946,0.033247472267899966,0.03615814109487556,0.642939986365755,0.5686488223745345,0.22632738412190875,0.1829408306372472,0.004753225292784977,0.015158933119857554,0.0029106688269755904,-0.07429116399122049,-0.043386553484661555,0.0005454053804372689,0.008709650563864064,-0.12043136454265055,-0.02614584396451103,False
no_same_day_receipt,22:15,0.11561666060119635,0.12036988589398133,0.38732321482108845,0.402482147940946,0.033247472267899966,0.03615814109487556,0.642939986365755,0.5686488223745345,0.22632738412190875,0.1829408306372472,0.004753225292784977,0.015158933119857554,0.0029106688269755904,-0.07429116399122049,-0.043386553484661555,0.0007076397642883301,0.009141964225313149,-0.12060519492597789,-0.03006237213565299,False
no_same_day_receipt,23:15,0.11561666060119635,0.12036988589398133,0.38732321482108845,0.402482147940946,0.033247472267899966,0.03615814109487556,0.642939986365755,0.5686488223745345,0.22632738412190875,0.1829408306372472,0.004753225292784977,0.015158933119857554,0.0029106688269755904,-0.07429116399122049,-0.043386553484661555,0.0004479327508308551,0.00860154124358053,-0.11679557096879593,-0.023246163338218585,False
