scenario,clock,h,model,slice,group,n,positive_rate,mean_prediction,brier,logloss,ece,baseline_brier,baseline_logloss,baseline_ece,brier_delta,logloss_delta,auc,average_precision,ece_delta
calendar_assumed_replay,00:15,20,alpha_0p000,currency_year,UZS:2026,217,0.2626728110599078,0.1403121019333715,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.0,0.0,0.5383771929824561,0.40961731171543914,0.0
calendar_assumed_replay,00:15,20,alpha_0p010,ALL,ALL,2910,0.13711340206185568,0.16071627023553908,0.12607918646694732,0.4264456386764081,0.049197836055520666,0.12428935098399156,0.4201615955475662,0.036075777056309745,0.0017898354829557622,0.0062840431288418985,0.3441978103362748,0.09681175457744734,0.013122058999210921
calendar_assumed_replay,00:15,20,alpha_0p010,currency,AMD,582,0.13402061855670103,0.17930343598622436,0.12736083478062254,0.43082742178980404,0.061583447307870604,0.12577164709706154,0.4256587965246838,0.05863016489283398,0.0015891876835610053,0.005168625265120241,0.28556166056166055,0.08863200603602889,0.0029532824150366246
calendar_assumed_replay,00:15,20,alpha_0p010,currency,KGS,582,0.1254295532646048,0.1713175200131865,0.12056516223605267,0.4141764582453903,0.04588796674858171,0.11902167774192814,0.40898767412764064,0.053356977010581175,0.0015434844941245307,0.005188784117749645,0.2674866108674005,0.0816217513442414,-0.007469010261999462
calendar_assumed_replay,00:15,20,alpha_0p010,currency,KZT,582,0.12027491408934708,0.13415843157220508,0.11185350803270094,0.3917187816195321,0.03882824591616171,0.11053956537080295,0.3863846269148742,0.018582975693817182,0.0013139426618979932,0.005334154704657923,0.2692801339285714,0.0779842033584906,0.02024527022234453
calendar_assumed_replay,00:15,20,alpha_0p010,currency,TJS,582,0.15807560137457044,0.16789933238461996,0.1381680867198873,0.453172722421963,0.05520778904569019,0.13594335339806202,0.4459489844455212,0.03804832085802693,0.002224733321825295,0.007223737976441769,0.40042147293700087,0.12360308019591017,0.017159468187663257
calendar_assumed_replay,00:15,20,alpha_0p010,currency,UZS,582,0.14776632302405499,0.15090263122145958,0.13244834056547308,0.44233280930535096,0.06186551916732426,0.1301705113121031,0.4338278957251116,0.049337510515530605,0.002277829253369973,0.00850491358023936,0.33582614403600897,0.10440415302212742,0.012528008651793654
calendar_assumed_replay,00:15,20,alpha_0p010,year,2025,1825,0.08712328767123288,0.17638300153782382,0.09342984293943984,0.34555554480805906,0.08925971386659097,0.0918269067925903,0.3408907816991181,0.09340597880844757,0.0016029361468495457,0.0046647631089409836,0.32715727800554184,0.05980134435402266,-0.004146264941856603
calendar_assumed_replay,00:15,20,alpha_0p010,year,2026,1085,0.22119815668202766,0.13436439500358555,0.1809962850270405,0.5625050131554284,0.08683376167844216,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.0021042053340099565,0.009007716895034767,0.4602564102564103,0.21161334371129126,0.011698349585977527
calendar_assumed_replay,00:15,20,alpha_0p010,currency_year,AMD:2025,365,0.0821917808219178,0.19954629690478323,0.09630879601804072,0.35624667719981556,0.11735451608286547,0.09493033753036516,0.35273272496636876,0.12284183894163633,0.0013784584876755657,0.0035139522334468043,0.2403980099502488,0.05198710829607191,-0.005487322858770863
calendar_assumed_replay,00:15,20,alpha_0p010,currency_year,AMD:2026,217,0.22119815668202766,0.14525438421076817,0.17959122256100207,0.5562742963305679,0.0759437724712595,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.0019436400176540136,0.007951831055722725,0.4431706114398422,0.21694709516828053,0.012896545911714352
calendar_assumed_replay,00:15,20,alpha_0p010,currency_year,KGS:2025,365,0.0821917808219178,0.19036818911411793,0.09510004916147774,0.3537445047342816,0.10817640829220015,0.09346314690462548,0.34892677558393387,0.11284100031208372,0.0016369022568522573,0.004817729150347727,0.1663681592039801,0.04900244054542064,-0.004664592019883562
calendar_assumed_replay,00:15,20,alpha_0p010,currency_year,KGS:2026,217,0.19815668202764977,0.1392737678388087,0.16339818653199675,0.5158246749806655,0.05888291418884106,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.0013863532342369422,0.005812908832504404,0.45669607056936645,0.23315472724482683,0.012186119286756641
calendar_assumed_replay,00:15,20,alpha_0p010,currency_year,KZT:2025,365,0.049315068493150684,0.1467817340137737,0.06029167382863315,0.2584850794490621,0.09746666552062302,0.05969088942650255,0.2571765675650781,0.09959900875021223,0.0006007844021305997,0.0013085118839840093,0.22238232468780023,0.031306830685058996,-0.0021323432295892036
calendar_assumed_replay,00:15,20,alpha_0p010,currency_year,KZT:2026,217,0.23963133640552994,0.11292568783408277,0.19858193883677808,0.6158215525514286,0.12670564857144717,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.002513494573488262,0.012105397237128113,0.46188811188811185,0.2644196772949691,0.00901741658976113
calendar_assumed_replay,00:15,20,alpha_0p010,currency_year,TJS:2025,365,0.14246575342465753,0.1813107662755129,0.12970979993453163,0.43352362448287846,0.06484908214213225,0.12685622013681985,0.42466436369457583,0.04528020136083672,0.0028535797977117805,0.008859260788302625,0.32237650528385353,0.10051710223063133,0.019568880781295532
calendar_assumed_replay,00:15,20,alpha_0p010,currency_year,TJS:2026,217,0.18433179723502305,0.14534092975708113,0.1523951589625362,0.4862230484485338,0.03899086747794192,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.00116699616192395,0.00447274338506326,0.48206214689265536,0.19634490885260886,0.013106769585470662
calendar_assumed_replay,00:15,20,alpha_0p010,currency_year,UZS:2025,365,0.07945205479452055,0.1639080213809313,0.08573889575451596,0.3257778381742574,0.08445596658641075,0.08419393996463846,0.32095347668563384,0.08804840441636988,0.0015449557898774974,0.00482436148862353,0.2652914614121511,0.05197053807922454,-0.003592437829959133
calendar_assumed_replay,00:15,20,alpha_0p010,currency_year,UZS:2026,217,0.2626728110599078,0.12902720537718682,0.2110149182428895,0.6383814934659462,0.1380625726643011,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.0035105426827467534,0.014695703964754836,0.5178728070175438,0.35225464951068214,0.015701863537764815
calendar_assumed_replay,00:15,20,alpha_0p025,ALL,ALL,2910,0.13711340206185568,0.15178431437266976,0.12927223267289653,0.4381090797831487,0.06003466243378227,0.12428935098399156,0.4201615955475662,0.036075777056309745,0.004982881688904969,0.01794748423558251,0.31434520191358517,0.09296539556398627,0.023958885377472525
calendar_assumed_replay,00:15,20,alpha_0p025,currency,AMD,582,0.13402061855670103,0.16857329412683988,0.1303989172205389,0.4411239154207308,0.05000658809567547,0.12577164709706154,0.4256587965246838,0.05863016489283398,0.004627270123477356,0.015465118896047014,0.2627187627187627,0.08664989433278326,-0.008623576797158507
calendar_assumed_replay,00:15,20,alpha_0p025,currency,KGS,582,0.1254295532646048,0.1616700002720068,0.12346410702547199,0.4243110359812681,0.04453780075131855,0.11902167774192814,0.40898767412764064,0.053356977010581175,0.004442429283543853,0.015323361853627482,0.252200123799015,0.08021925294031496,-0.008819176259262623
calendar_assumed_replay,00:15,20,alpha_0p025,currency,KZT,582,0.12027491408934708,0.1283665213947838,0.11427330756032007,0.40147520245204776,0.07519770022618477,0.11053956537080295,0.3863846269148742,0.018582975693817182,0.0037337421895171224,0.015090575537173578,0.27617187499999996,0.07882985864570356,0.056614724532367586
calendar_assumed_replay,00:15,20,alpha_0p025,currency,TJS,582,0.15807560137457044,0.15765226752583503,0.14202459821640123,0.46646872896052755,0.07266600432831888,0.13594335339806202,0.4459489844455212,0.03804832085802693,0.006081244818339215,0.020519744515006322,0.37216060337178347,0.11854182695540307,0.03461768347029195
calendar_assumed_replay,00:15,20,alpha_0p025,currency,UZS,582,0.14776632302405499,0.14265948854388322,0.13620023334175044,0.4571665161011692,0.07554382522215033,0.1301705113121031,0.4338278957251116,0.049337510515530605,0.0060297220296473275,0.023338620376057606,0.29637096774193544,0.09988928858991765,0.02620631470661973
calendar_assumed_replay,00:15,20,alpha_0p025,year,2025,1825,0.08712328767123288,0.1716499452305331,0.09655263492358404,0.35485381421540046,0.08920885185832297,0.0918269067925903,0.3408907816991181,0.09340597880844757,0.004725728130993742,0.013963032516282392,0.27712216962256603,0.05611473738531693,-0.0041971269501245995
calendar_assumed_replay,00:15,20,alpha_0p025,year,2026,1085,0.22119815668202766,0.11836977398962771,0.1843075007765788,0.5781467384570109,0.10282838269239994,0.17889207969303053,0.5534972962603937,0.07513541209246463,0.005415421083548255,0.024649442196617244,0.44602071005917165,0.20044262860311152,0.027692970599935307
calendar_assumed_replay,00:15,20,alpha_0p025,currency_year,AMD:2025,365,0.0821917808219178,0.19291931354429898,0.09925833191929571,0.3641418460514579,0.11072753272238114,0.09493033753036516,0.35273272496636876,0.12284183894163633,0.004327994388930556,0.011409121085089124,0.19731343283582087,0.050080129069037124,-0.012114306219255189
calendar_assumed_replay,00:15,20,alpha_0p025,currency_year,AMD:2026,217,0.22119815668202766,0.12762261630484648,0.18277824272723825,0.570609884636328,0.09357554037718116,0.17764758254334806,0.5483224652748452,0.06304722655954514,0.00513066018389019,0.02228741936148282,0.43626725838264296,0.20791744387969852,0.030528313817636016
calendar_assumed_replay,00:15,20,alpha_0p025,currency_year,KGS:2025,365,0.0821917808219178,0.18489041812008342,0.09830817612512852,0.36339221931271803,0.10269863729816561,0.09346314690462548,0.34892677558393387,0.11284100031208372,0.004845029220503033,0.014465443728784166,0.16865671641791047,0.04899186222507414,-0.010142363013918104
calendar_assumed_replay,00:15,20,alpha_0p025,currency_year,KGS:2026,217,0.19815668202764977,0.12261261541233871,0.1657770783555428,0.5267781700090138,0.07554406661531105,0.1620118332977598,0.5100117661481611,0.04669679490208442,0.003765245057783001,0.016766403860852708,0.4468056669339749,0.1894172134726421,0.028847271713226624
calendar_assumed_replay,00:15,20,alpha_0p025,currency_year,KZT:2025,365,0.049315068493150684,0.14490376502493207,0.06195052008697141,0.2623647732422103,0.10121393686949018,0.05969088942650255,0.2571765675650781,0.09959900875021223,0.0022596306604688587,0.005188205677132185,0.24879923150816521,0.032108237495839326,0.0016149281192779502
calendar_assumed_replay,00:15,20,alpha_0p025,currency_year,KZT:2026,217,0.23963133640552994,0.10055042035789848,0.20228168280351028,0.6354627907543089,0.13908091604763148,0.19606844426328982,0.6037161553143005,0.11768823198168604,0.0062132385402204615,0.03174663544000844,0.44860139860139864,0.21489548708665873,0.02139268406594544
calendar_assumed_replay,00:15,20,alpha_0p025,currency_year,TJS:2025,365,0.14246575342465753,0.17561010966958884,0.13459274078650468,0.4492571973105554,0.08204806627319895,0.12685622013681985,0.42466436369457583,0.04528020136083672,0.0077365206496848304,0.02459283361597958,0.2780781518800688,0.09603579981773519,0.03676786491236223
calendar_assumed_replay,00:15,20,alpha_0p025,currency_year,TJS:2026,217,0.18433179723502305,0.12744668050984354,0.15452518790263275,0.4954190010906649,0.0568851167251795,0.15122816280061224,0.48175030506347055,0.02588409789247126,0.003297025102020512,0.013668696027194338,0.46624293785310733,0.18039964142038625,0.03100101883270824
calendar_assumed_replay,00:15,20,alpha_0p025,currency_year,UZS:2025,365,0.07945205479452055,0.15992611979376214,0.0886534057000199,0.3351130351600608,0.09825979615664655,0.08419393996463846,0.32095347668563384,0.08804840441636988,0.004459465735381432,0.014159558474426959,0.23573481116584566,0.05056106457477085,0.010211391740276674
calendar_assumed_replay,00:15,20,alpha_0p025,currency_year,UZS:2026,217,0.2626728110599078,0.11361653736321134,0.21617531209396995,0.6624638457947387,0.1490562736966965,0.20750437556014276,0.6236857895011914,0.1223607091265363,0.008670936533827195,0.03877805629354736,0.47774122807017544,0.27089434306876325,0.026695564570160202
calendar_assumed_replay,00:15,20,alpha_0p050,ALL,ALL,2910,0.13711340206185568,0.1406072283082737,0.13567019711488568,0.46295507931700547,0.11970015009492302,0.12428935098399156,0.4201615955475662,0.036075777056309745,0.011380846130894115,0.042793483769439256,0.2943968842855845,0.09075617540686091,0.08362437303861328
calendar_assumed_replay,00:15,20,alpha_0p050,currency,AMD,582,0.13402061855670103,0.15473555988754226,0.13678581638681922,0.46437373815239397,0.10662137928807974,0.12577164709706154,0.4256587965246838,0.05863016489283398,0.01101416928975768,0.038714941627710164,0.26673789173789175,0.08676953670266764,0.047991214395245764
calendar_assumed_replay,00:15,20,alpha_0p050,currency,KGS,582,0.1254295532646048,0.14940142402712356,0.1295243878313328,0.4468620348077615,0.13572532739096332,0.11902167774192814,0.40898767412764064,0.053356977010581175,0.010502710089404663,0.037874360680120844,0.2542185859999462,0.08012255571207366,0.08236835038038215
calendar_assumed_replay,00:15,20,alpha_0p050,currency,KZT,582,0.12027491408934708,0.12180472926380996,0.11941347521337543,0.42209694934744746,0.13112409986389376,0.11053956537080295,0.3863846269148742,0.018582975693817182,0.008873909842572483,0.035712322432573274,0.3083426339285715,0.08195051758905438,0.11254112417007657
